,단어,품사,점수
245,언짢,VA,-1
246,역겹,VA,-2
247,역류,NNG,-1
248,열악,XR,-2
249,유감,NNG,-1
250,자괴감,NNG,-2
251,조취,NNG,-1
252,죽음,NNG,-2
253,남용,NNG,-1
254,진정서,NNG,-1
255,징수,NNG,-1
256,흉하,VA,-1
257,챙피,NNG,-1
258,추하,VA,-1
259,추한,VA+ETM,-1
260,침체기,NNG,-1
261,퇴락,NNG,-1
262,투기,NNG,-1
263,폐기물,NNG,-1
264,폭력,NNG,-2
265,폭행,NNG,-2
266,편의주의,NNG,-1
267,형편없,VA,-2
268,황당,XR,-2
269,애처럽,VA,-1
270,후회,NNG,-1
271,휘둘리,VV,-1
272,흉물,NNG,-2
273,희망,NNG,2
274,힘들,VA,-2
275,시끄럽,VA,-1
276,비웃,NNG,-1
277,미관,NNG,1
278,해치,VV,-1
279,무지막지,XR,-1
280,무섭,VA,-1
281,매연,NNG,-1
282,말썽,NNG,-1
283,도주,NNG,-1
284,뇌물,NNG,-2
285,괴롭,VA,-2
286,칭찬,NNG,1
287,즐겁,VA,1
288,심하,VA,-1
289,어려움,NNG,-1
290,어이없,VA,-2
291,오물,NNG,-1
292,욕설,NNG,-2
293,우려,NNG,-1
294,위반,NNG,-1
295,유해,NNG,-1
296,우습,VA,-1
297,의심,NNG,-1
298,폐물,NNG,-1
299,재발,NNG,-1
300,적발,NNG,-1
301,줄행랑,NNG,-1
302,진저리,NNG,-2
303,찌푸리,VV,-1
304,처벌,NNG,-1
305,한심,XR,-1
306,허술,XR,-1
307,화근,NNG,-1
308,화나,VV,-2
309,오염,NNG,-1
310,불신감,NNG,-1
311,불만,NNG,-1
312,불량배,NNG,-1
313,분실,NNG,-1
314,망실,NNG,-1
315,나쁘,VA,-1
316,우범,NNG,-1
317,위협,NNG,-1
318,전멸,NNG,-1
319,지장,NNG,-1
320,지치,VV,-1
321,파손,NNG,-1
322,패이,VV,-1
323,호객,NNG,-1
324,거부,NNG,-1
325,과대광고,NNG,-1
326,과혹,NNG,-2
327,규제,NNG,-1
328,끔찍,XR,-2
329,난감,XR,-1
330,난처,XR,-1
331,당하,VV,-1
332,당황,NNG,-1
333,도용,NNG,-1
334,때리,VV,-1
335,마찰,NNG,-1
336,묵살,NNG,-1
337,반대,NNG,-1
338,부끄럽,VA,-1
339,악덕,NNG,-1
340,불량,NNG,-1
341,비리,NNG,-1
342,서글프,VA,-1
343,서럽,VA,-1
344,서운,XR,-1
345,상하,VV,-1
346,수모,NNG,-1
347,싸가지,NNG,-2
348,아깝,VA,-1
349,아프,VA,-1
350,악화,NNG,-2
351,폐수,NNG,-1
352,암담,XR,-1
353,폭언,NNG,-2
354,울부짖,VV,-2
355,위법성,NNG,-1
356,은폐,NNG,-1
357,매정,XR,-1
358,창피,NNG,-1
359,터무니없,VA,-1
360,퉁명,NNG,-1
361,허울,NNG,-1
362,혐오,NNG,-1
363,횡포,NNG,-2
364,떠넘기,VV,-1
365,미개인,NNG,-1
366,방치,NNG,-1
367,상투,NNG,-1
368,악영향,NNG,-1
369,원성,NNG,-1
370,유흥업소,NNG,-1
371,지겹,VA,-1
372,향락,NNG,-1
373,감옥,NNG,-1
374,강탈,NNG,-1
375,걸림돌,NNG,-1
376,고자세,NNG,-1
377,과도,NNG,-1
378,낙후성,NNG,-1
379,난장판,NNG,-1
380,농간,NNG,-1
381,탁상공론,NNG,-1
382,박대,NNG,-1
383,떨거지,NNG,-1
384,무허가,NNG,-1
385,묵인,NNG,-1
386,부실,NNG,-1
387,분열,NNG,-1
388,불구,XR,-1
389,불길,XR,-1
390,실수,NNG,-1
391,어긋나,VV,-1
392,엉뚱,XR,-1
393,우후죽순,NNG,-1
394,위법,NNG,-1
395,적반하장,NNG,-1
396,절박,XR,-1
397,존폐,NNG,-1
398,지나치,VA,-1
399,착취,NNG,-1
400,초조,NNG,-1
401,하위,NNG,-1
402,특혜,NNG,-1
403,편법,NNG,-1
404,폭리,NNG,-1
405,갈라진,VV+ETM,-1
406,행패,NNG,-1
407,질리,VV,-2
408,쓰러지,VV,-1
409,지저분,XR,-1
410,멍들,VV,-1
411,경적,NNG,-1
412,고질,NNG,-1
413,고함,NNG,-1
414,급정거,NNG,-1
415,급정지,NNG,-1
416,기만,NNG,-1
417,끔직,XR,-2
418,넘어지,VV,-1
419,다급,XR,-1
420,만행,NNG,-1
421,막말,NNG,-1
422,멱살,NNG,-1
423,면박,NNG,-1
424,묵과,NNG,-1
425,범죄,NNG,-2
426,손해,NNG,-1
427,싸우,VV,-1
428,애통,NNG,-1
429,언성,NNG,-1
430,욕먹,VV,-1
431,우기,VV,-1
432,징계,NNG,-1
433,무색,XR,-1
434,치솟,VV,-1
435,타박상,NNG,-1
436,짓거리,NNG,-1
437,호통,NNG,-1
438,화풀이,NNG,-2
439,균열,NNG,-1
440,나태,NNG,-1
441,노후화,NNG,-1
442,몸살,NNG,-1
443,무사안일,NNG,-1
444,비싸,VA,-1
445,쓰레기장,NNG,-1
446,바가지,NNG,-1
447,거칠,VA,-1
448,고압,NNG,-1
449,급정차,NNG,-1
450,깝깝,XR,-1
451,미흡,NNG,-1
452,난폭,NNG,-1
453,노골,NNG,-1
454,미숙,XR,-1
455,무대책,NNG,-1
456,문제점,NNG,-1
457,마비,NNG,-1
458,버리,VV,-1
459,벗기,VV,-1
460,도난,NNG,-2
461,상습,NNG,-1
462,시늉,NNG,-1
463,심란,XR,-1
464,오해,NNG,-1
465,울화통,NNG,-2
466,체증,NNG,-1
467,편파,NNG,-1
468,까다롭,VA,-1
469,때려치,VV,-1
470,방관,NNG,-1
471,복잡,XR,-1
472,부담,NNG,-1
473,사익,NNG,-1
474,근심,NNG,-1
475,탈락,NNG,-1
476,유기,NNG,-1
477,포기,NNG,-1
478,부족,NNG,-1
479,안일,NNG,-1
480,암표,NNG,-1
481,제한,NNG,-1
482,짱나,VV,-2
483,가로막,NNG,-1
484,꺼리,NNG,-2
485,단점,NNG,-2
486,돈지랄,NNG,-2
487,돌대가리,NNG,-2
488,딸리,VV,-1
489,말아먹,VV,-2
490,버벅,MAG,-1
491,번거,XR,-1
492,변색,NNG,-1
493,비루,XR,-2
494,삐딱,XR,-2
495,실패,NNG,-2
496,쓸데없,VA,-2
497,쓸모없,VA,-2
498,에러,NNG,-2
499,고장,NNG,-1
500,흥겹,VA,2
501,호구,NNG,-2
502,흐리,VA,-1
503,흐릿,XR,-2
504,가뭄,NNG,-2
505,가식,NNG,-2
506,가짜,NNG,-2
507,가혹,NNG,-2
508,감염,NNG,-2
509,강매,NNG,-2
510,개뿔,NNG,-2
511,개소리,NNG,-2
512,격노,NNG,-2
513,구리,VA,-2
514,분하,VA,-1
515,격분,NNG,-2
516,경멸,NNG,-2
517,실업,NNG,-1
518,고약,XR,-2
519,고행,NNG,-2
520,곡소리,NNG,-2
521,곤두박질,NNG,-2
522,공해,NNG,-2
523,과격,XR,-2
524,과대,NNG,-2
525,괘씸죄,NNG,-2
526,급발진,NNP,-2
527,기구,XR,-2
528,기피,NNG,-2
529,꺼림칙,XR,-2
530,껄끄럽,VA,-2
531,꼴불견,NNG,-2
532,꼴통,NNG,-2
533,낙담,NNG,-2
534,낙심,NNG,-2
535,낙오,NNG,-2
536,낙태,NNG,-2
537,낙폭,NNG,-2
538,낭패,NNG,-2
539,냉담,NNG,-2
540,냉대,NNG,-2
541,누명,NNG,-2
542,능멸,NNG,-2
543,재앙,NNG,-2
544,독기,NNG,-2
545,독살,NNG,-2
546,독하,VA,-2
547,돌팔매질,NNG,-2
548,들고일어나,VV,-2
549,디스,NNP,-1
550,리콜,NNG,-2
551,마약상,NNG,-2
552,만신창이,NNG,-2
553,말살,NNG,-2
554,망신살,NNG,-2
555,맞소송,NNG,-2
556,먹칠,NNG,-2
557,먹통,NNG,-2
558,멘붕,NNP,-2
559,몰살,NNG,-2
560,몰염치,NNG,-2
561,무자비,XR,-2
562,밀반출,NNG,-2
563,반란,NNG,-2
564,반발,NNG,-1
565,방해죄,NNG,-1
566,배신감,NNG,-2
567,배신자,NNG,-2
568,벅차,VA,-1
569,부정부패,NNG,-2
570,뺑소니,NNG,-2
571,뼈아프,VA,-2
572,뼈저리,VA,-2
573,사양,NNG,-2
574,산불,NNG,-2
575,산사태,NNG,-2
576,살육,NNG,-2
577,살인마,NNG,-2
578,살인자,NNG,-2
579,살인,NNG,-2
580,살해범,NNG,-2
581,설치,VV,-1
582,성범죄,NNG,-2
583,성추행,NNG,-2
584,성폭력,NNG,-2
585,성희롱,NNG,-2
586,속병,NNG,-2
587,속앓이,NNG,-2
588,손실액,NNG,-2
589,쇠락,NNG,-2
590,쇠퇴,NNG,-2
591,시련,NNG,-2
592,시름,NNG,-2
593,시한폭탄,NNG,-2
594,아사,NNG,-2
595,악명,NNG,-2
596,악몽,NNG,-2
597,악습,NNG,-2
598,악용,NNG,-2
599,암울,NNG,-2
600,암흑기,NNG,-2
601,압류,NNG,-2
602,앙심,NNG,-2
603,얄밉,VA,-1
604,얌체,NNG,-1
605,얌체족,NNG,-1
606,억눌리,VV,-2
607,억류,NNG,-2
608,억측,NNG,-2
609,엄벌,NNG,-2
610,오열,NNG,-2
611,완패,NNG,-2
612,왕따,NNG,-2
613,울분,NNG,-2
614,위급,NNG,-2
615,위중,XR,-2
616,위험천만,NNG,-2
617,윽박지르,VV,-2
618,은닉,NNG,-2
619,을씨년,XR,-1
620,이기심,NNG,-2
621,인질범,NNG,-2
622,인플루엔자,NNG,-2
623,저주,NNG,-2
624,절망,NNG,-2
625,점거,NNG,-2
626,정면충돌,NNG,-2
627,조급증,NNG,-1
628,종북,NNG,-2
629,지독,XR,-2
630,지옥,NNG,-2
631,과하,VA,-2
632,진부,XR,-1
633,짓밟,VV,-2
634,찌질이,NNG,-2
635,참변,NNG,-2
636,처참,XR,-2
637,척박,XR,-2
638,천덕꾸러기,NNG,-2
639,초비상,NNG,-2
640,총파업,NNG,-2
641,최빈국,NNG,-2
642,최악,NNG,-2
643,최하,NNG,-2
644,하단,NNG,-2
645,최하위권,NNG,-2
646,축내,VV,-1
647,충격,NNG,-2
648,클레임,NNG,-2
649,탈루,NNG,-2
650,탈세,NNG,-2
651,퇴짜,NNG,-2
652,퇴출,NNG,-2
653,퇴치,NNG,-2
654,투신,NNG,-2
655,자살,NNG,-2
656,파괴자,NNG,-2
657,파괴,NNG,-2
658,파렴치범,NNG,-2
659,판치,VV,-2
660,패륜,NNG,-2
661,패륜아,NNG,-2
662,퍼붓,VV,-1
663,폭파,NNG,-2
664,피난,NNG,-1
665,핵탄두,NNG,-2
666,허덕이,VV,-2
667,헐뜯,VV,-2
668,험난,XR,-2
669,험하,VA,-2
670,혈안,NNG,-2
671,협박범,NNG,-2
672,혹독,XR,-2
673,화형식,NNG,-2
674,환멸,NNG,-2
675,황폐,NNG,-2
676,횡행,NNG,-2
677,휘두르,VV,-1
678,흉사,NNG,-2
679,흉흉,XR,-2
680,희박,XR,-1
681,가리,VV,-1
682,감추,VV,-1
683,괴기,NNG,-1
684,구기,VV,-1
685,귀찮,VA,-1
686,깔리,VV,-1
687,걸리,VV,-1
688,넘치,VV,-1
689,떨어뜨리,VV,-1
690,떨어지,VV,-1
691,멍청,XR,-1
692,모자라,VV,-1
693,미치,VV,-1
694,미친,VV+ETM,-1
695,무겁,VV,-1
696,밀리,VV,-1
697,베끼,VV,-1
698,별로,MAG,-1
699,부딪치,VV,-1
700,부딪히,VV,-1
701,사소,XR,-1
702,살찌,VV,-1
703,살찐,VV+ETM,-1
704,떨리,VV,-1
705,슬프,VA,-1
706,쌀쌀,XR,-1
707,예쁘,VA,1
708,어둡,VA,-1
709,어정쩡,XR,-1
710,어지럽,VA,-1
711,요상,XR,-1
712,장난질,NNG,-1
713,저렴,XR,-1
714,조루,NNG,-1
715,코딱지,NNG,-1
716,튀어나오,VV,-1
717,틀리,NNG,-1
718,헤매,VV,-1
719,갈리,VV,-1
720,희미,XR,-1
721,가두,VV,-1
722,가라앉,VV,-1
723,가로막히,VV,-1
724,가로채,VV,-1
725,가쁘,VA,-1
726,가압류,NNG,-1
727,각서,NNG,-1
728,간소,XR,-1
729,갇히,VV,-1
730,갈증,NNG,-1
731,갉아먹,VV,-1
732,감내,NNG,-1
733,설레,VV,2
734,감원,NNG,-1
735,감퇴,NNG,-1
736,갑작,XR,-1
737,강등,NNG,-1
738,강압,NNG,-1
739,강요,NNG,-1
740,강제,NNG,-1
741,강풍,NNG,-1
742,강행군,NNG,-1
743,갸우뚱,MAG,-1
744,거덜,NNG,-1
745,거들뜨,VV,-1
746,거세,VA,-1
747,망설이,VV,-1
748,거스르,VV,-1
749,거짓,NNG,-1
750,거짓말,NNG,-1
751,겁먹,VV,-1
752,결격,NNG,-1
753,결근,NNG,-1
754,결렬,NNG,-1
755,결막염,NNG,-1
756,결손,NNG,-1
757,결식,NNG,-1
758,결식아동,NNG,-1
759,결점,NNG,-1
760,결핍증,NNG,-1
761,결항,NNG,-1
762,결핵균,NNG,-1
763,경련,NNG,-1
764,경미,XR,-1
765,경범죄,NNG,-1
766,경보음,NNG,-1
767,경직,NNG,-1
768,경징계,NNG,-1
769,고꾸라지,VV,-1
770,고단,XR,-1
771,고달프,VA,-1
772,고립화,NNG,-1
773,고물,NNG,-1
774,고물가,NNG,-1
775,고민거리,NNG,-1
776,고소인,NNG,-1
777,고소장,NNG,-1
778,고열,NNG,-1
779,고육책,NNG,-1
780,고의,NNG,-1
781,고착,NNG,-1
782,고초,NNG,-1
783,곤두서,VV,-1
784,곤욕,NNG,-1
785,골치,NNG,-1
786,골칫거리,NNG,-1
787,골칫덩어리,NNG,-1
788,골칫덩이,NNG,-1
789,공격성,NNG,-1
790,공교,XR,-1
791,공멸,NNG,-1
792,공염불,NNG,-1
793,공포감,NNG,-1
794,공허,XR,-1
795,과대평가,NNG,-1
796,과로,NNG,-1
797,과소비,NNG,-1
798,과소평가,NNG,-1
799,과신,NNG,-1
800,과체중,NNG,-1
801,관절염,NNG,-1
802,괜하,VA,-1
803,괴리,NNG,-1
804,괴사,NNG,-1
805,괴소문,NNG,-1
806,괴한,NNG,-1
807,굉음,NNG,-1
808,교묘,XR,-1
809,교살,NNG,-1
810,구류,NNG,-1
811,구박,NNG,-1
812,구설수,NNG,-1
813,구타,NNG,-1
814,구토,NNG,-1
815,굴레,NNG,-1
816,굴욕,NNG,-1
817,굶주리,VV,-1
818,굶주림,NNG,-1
819,궁핍,NNG,-1
820,궤변,NNG,-1
821,규제책,NNG,-1
822,그로기,NNG,-1
823,그만,XR,-1
824,극심,XR,-2
825,근친상간,NNG,-2
826,금지령,NNG,-1
827,급급,XR,-1
828,급습,NNG,-1
829,기겁,NNG,-1
830,기근,NNG,-1
831,기만극,NNG,-1
832,기습,NNG,-1
833,기이,XR,-1
834,기행,NNG,-1
835,까먹,VV,-1
836,까칠,XR,-1
837,깨부수,VV,-1
838,꺽이,VV,-1
839,꼬이,VV,-1
840,꼴찌,NNG,-1
841,꼼수,NNG,-1
842,끼어들,VV,-1
843,낙상,NNG,-1
844,낙오자,NNG,-1
845,낙인찍히,VV,-1
846,낙제,NNG,-1
847,낙제점,NNG,-1
848,난공불락,NNG,-1
849,난동,NNG,-1
850,난립,NNG,-1
851,난사,NNG,-1
852,난색,NNG,-1
853,난쟁이,NNG,-1
854,난제,NNG,-1
855,금지,NNG,-1
856,난치성,NNG,-1
857,날벼락,NNG,-1
858,날치기,NNG,-1
859,낯설,VA,-1
860,내려앉,VV,-1
861,내몰,VV,-1
862,내몰리,VV,-1
863,내뱉,VV,-1
864,내분,NNG,-1
865,내쫓,VV,-1
866,내핍,NNG,-1
867,내환,NNG,-1
868,냉랭,XR,-1
869,냉소,NNG,-1
870,냉엄,XR,-1
871,냉정,NNG,-1
872,널부러지,VV,-1
873,널브러지,VV,-1
874,네거티브,NNG,-1
875,노리개,NNG,-2
876,노림수,NNG,-1
877,노화,NNG,-1
878,녹록,XR,-1
879,녹슬,VV,-1
880,논란,NNG,-1
881,논쟁,NNG,-1
882,놀림감,NNG,-1
883,놀음,NNG,-1
884,뇌사,NNG,-1
885,뇌졸중,NNG,-1
886,뇌종양,NNG,-1
887,뇌출혈,NNG,-1
888,누락,NNG,-1
889,누수,NNG,-1
890,눈물겹,VA,-1
891,눈물바다,NNG,-1
892,눈병,NNG,-1
893,눈엣가시,NNG,-1
894,눈초리,NNG,-1
895,눈총,NNG,-1
896,눈칫밥,NNG,-1
897,느슨,XR,-1
898,늑장,NNG,-1
899,능청,NNG,-1
900,늦장,NNG,-1
901,다투,VV,-1
902,다툼,NNG,-1
903,닥치,VV,-1
904,단전,NNG,-1
905,단절,NNG,-1
906,단정,NNG,-1
907,단종,NNG,-1
908,달동네,NNG,-1
909,담쌓,VV,-1
910,담합,NNG,-1
911,당혹,NNG,-1
912,대마초,NNG,-1
913,망신,NNG,-2
914,대장균,NNG,-1
915,대장암,NNG,-2
916,대지진,NNG,-2
917,폭발,NNG,-2
918,대피,NNG,-1
919,더디,VV,-1
920,더블딥,NNP,-1
921,덜미,NNG,-1
922,도둑,NNG,-1
923,도둑놈,NNG,-1
924,도망가,VV,-1
925,도망,NNG,-1
926,도박장,NNG,-1
927,도사리,VV,-1
928,도외시,NNG,-1
929,도태,NNG,-1
930,도피,NNG,-1
931,독감,NNG,-1
932,독단,NNG,-1
933,독식,NNG,-1
934,독재,NNG,-1
935,독재자,NNG,-1
936,독점권,NNG,-1
937,독점력,NNG,-1
938,독점,NNG,-1
939,돌연사,NNG,-1
940,돌출,NNG,-1
941,동나,VV,-1
942,동떨어지,VA,-1
943,동문서답,NNG,-1
944,되받아치,VV,-1
945,된서리,NNG,-1
946,두려움,NNG,-1
947,두통,NNG,-1
948,둔감,NNG,-1
949,둔갑,NNG,-1
950,둔탁,XR,-1
951,둔화,NNG,-1
952,뒤늦,VA,-1
953,뒤집어쓰,VV,-1
954,처지,NNG,-1
955,뒤쳐지,VV,-1
956,뒤치다꺼리,NNG,-1
957,뒤틀림,NNG,-1
958,뒷걸음,NNG,-1
959,뒷담화,NNG,-1
960,뒷덜미,NNG,-1
961,뒷돈,NNG,-1
962,뒷말,NNG,-1
963,뒷조사,NNG,-1
964,들끓,VV,-1
965,따갑,VA,-1
966,따돌리,VV,-1
967,따분,XR,-1
968,딱딱,XR,-1
969,딴따라,NNG,-1
970,딴죽,NNG,-1
971,떠들,VV,-1
972,떠안,VV,-1
973,떨어트리,VV,-1
974,떠밀리,VV,-1
975,뚱딴지,NNG,-1
976,뜬금없,VA,-1
977,뜬소문,NNG,-1
978,뜯어고치,VV,-1
979,마구잡이,NNG,-1
980,마녀,NNG,-1
981,마이너,NNG,-1
982,막연,XR,-1
983,막일,NNG,-1
984,만성,NNG,-1
985,만취,NNG,-1
986,말단,NNG,-1
987,말라리아,NNG,-1
988,말라붙,VV,-1
989,망가지,VV,-1
990,망가진,VV+ETM,-1
991,병증,NNG,-1
992,망언,NNG,-1
993,맞짱,NNG,-1
994,매몰,NNG,-1
995,매복,NNG,-1
996,매섭,VA,-1
997,맴돌,VV,-1
998,맹독,NNG,-2
999,맹목,NNG,-2
1000,맹비난,NNG,-2
1001,맹점,NNG,-2
1002,맹추,NNG,-1
1003,맹추위,NNG,-2
1004,머나멀,VA,-1
1005,먹구름,NNG,-1
1006,멀미,NNG,-1
1007,멋쩍,VA,-1
1008,멱살잡이,NNG,-1
1009,면죄부,NNG,-1
1010,면책,NNG,-1
1011,멸종,NNG,-1
1012,모기,NNG,-1
1013,모르,VV,-1
1014,모방,NNG,-1
1015,모순,NNG,-1
1016,모자람,NNG,-1
1017,모함,NNG,-1
1018,모호,XR,-1
1019,목마르,VA,-1
1020,목매,VV,-1
1021,몰아가,VV,-1
1022,몰아내,VV,-1
1023,몰아닥치,VV,-1
1024,몰아붙이,VV,-1
1025,몰카,NNG,-1
1026,못나,VA,-1
1027,무감각,NNG,-1
1028,무고죄,NNG,-1
1029,무급,NNG,-1
1030,무기력,NNG,-1
1031,무너뜨리,VV,-1
1032,무덥,VA,-1
1033,무더위,NNG,-1
1034,무력,NNG,-1
1035,무릅쓰,VV,-1
1036,무마용,NNG,-1
1037,무방비,NNG,-1
1038,무산,NNG,-1
1039,무소식,NNG,-1
1040,무임승차,NNG,-1
1041,무직자,NNG,-1
1042,차별,NNG,-1
1043,묵묵부답,NNG,-1
1044,문맹,NNG,-1
1045,문책,NNG,-1
1046,물고문,NNG,-1
1047,물귀신,NNG,-1
1048,물의,NNG,-1
1049,뭇매,NNG,-1
1050,미납,NNG,-1
1051,미달,NNG,-1
1052,미로,NNG,-1
1053,미미,XR,-1
1054,미봉책,NNG,-1
1055,미비,NNG,-1
1056,미비점,NNG,-1
1057,미상환,NNG,-1
1058,미수금,NNG,-1
1059,미숙아,NNG,-1
1060,미약,XR,-1
1061,미적지근,XR,-1
1062,미정,NNG,-1
1063,미진,XR,-1
1064,미행,NNG,-1
1065,민감,XR,-1
1066,민폐,NNG,-1
1067,밀려나,VV,-1
1068,밀수,NNG,-1
1069,밀어내,VV,-1
1070,밉상,NNG,-1
1071,밋밋,XR,-1
1072,밑돌,VV,-1
1073,바늘구멍,NNG,-1
1074,바닥권,NNG,-1
1075,바닥나,VV,-1
1076,바보,NNG,-1
1077,지키,VV,1
1078,바보짓,NNG,-1
1079,박살,NNG,-1
1080,박탈,NNG,-1
1081,박탈감,NNG,-1
1082,박히,VV,-1
1083,반군,NNG,-1
1084,반목,NNG,-1
1085,반칙,NNG,-1
1086,발가벗,VV,-1
1087,배임,NNG,-1
1088,배임죄,NNG,-1
1089,버겁,VA,-1
1090,버티,VV,-1
1091,범칙,NNG,-1
1092,범칙금,NNG,-1
