,단어,품사,점수
1093,벗어나,VV,-1
1094,변변,XR,-1
1095,복잡다단,XR,-1
1096,볼품없,VA,-1
1097,부적격,NNG,-1
1098,부정,NNG,-1
1099,충분,XR,1
1100,불가피,XR,-1
1101,불과,MAG,-1
1102,불량품,NNG,-1
1103,불리,NNG,-1
1104,불어닥치,VV,-1
1105,불합리성,NNG,-1
1106,불협화음,NNG,-1
1107,불화,NNG,-1
1108,불황,NNG,-1
1109,비관,NNG,-1
1110,비능률,NNG,-1
1111,빠듯,XR,-1
1112,빠지,VV,-1
1113,빠져나가,VV,-1
1114,빠트리,VV,-1
1115,빡빡,XR,-1
1116,빵꾸,NNG,-1
1117,빼돌리,VV,-1
1118,빼먹,VV,-1
1119,빼앗,VV,-1
1120,섭섭,XR,-1
1121,삐걱,MAG,-1
1122,사과문,NNG,-1
1123,사그라들,VV,-1
1124,사그라지,VV,-1
1125,사납,VA,-1
1126,사라지,NNG,-1
1127,사망설,NNP,-1
1128,사면초가,NNG,-1
1129,사별,NNG,-1
1130,사살,NNG,-1
1131,사상누각,NNG,-1
1132,사상자,NNG,-1
1133,사임,NNG,-1
1134,사재기,NNG,-1
1135,사칭,NNG,-1
1136,사태,NNG,-1
1137,사퇴,NNG,-1
1138,사형,NNG,-1
1139,산산조각,NNG,-1
1140,산성비,NNG,-1
1141,살생부,NNG,-1
1142,살포,NNG,-1
1143,삼가,VV,-1
1144,상소,NNG,-1
1145,상이,XR,-1
1146,상처,NNG,-1
1147,상흔,NNG,-1
1148,새치기,NNG,-1
1149,새파랗,VA,-1
1150,생뚱맞,VA,-1
1151,생색,NNG,-1
1152,초보,NNG,-1
1153,생트집,NNG,-1
1154,생활고,NNG,-1
1155,선동,NNG,-1
1156,선정성,NNG,-1
1157,섣부르,VA,-1
1158,성급,XR,-1
1159,성나,VV,-1
1160,성난,VV+ETM,-1
1161,세균,NNG,-1
1162,소동,NNG,-1
1163,소모,NNG,-1
1164,소모적,NNG,-1
1165,소송법,NNG,-1
1166,소심,XR,-1
1167,속수무책,NNG,-1
1168,속어,NNG,-1
1169,속인,VV+ETM,-1
1170,속절없,VA,-1
1171,손실률,NNG,-1
1172,손실,NNG,-1
1173,솜방망이,NNG,-1
1174,수감,NNG,-1
1175,수그러들,VV,-1
1176,수난,NNG,-1
1177,수난사,NNG,-1
1178,수배,NNG,-1
1179,수상,XR,-1
1180,수수방관,NNG,-1
1181,숙이,VV,-1
1182,숙적,NNG,-1
1183,술렁이,VV,-1
1184,숨기,NNG,-1
1185,쉬쉬,XR,-1
1186,스토커,NNP,-1
1187,스토킹,NNP,-1
1188,슬픔,NNG,-1
1189,습격,NNG,-1
1190,습진,NNG,-1
1191,착오,NNG,-1
1192,시들,XR,-1
1193,시리,VV,-1
1194,시린,VV+ETM,-1
1195,시원찮,VA,-1
1196,시체,NNG,-1
1197,시커멓,VA,-1
1198,시한부,NNG,-1
1199,실망감,NNG,-1
1200,실소,NNG,-1
1201,실연,NNG,-1
1202,실의,NNG,-1
1203,실직,NNG,-1
1204,실책,NNG,-1
1205,실패작,NNG,-1
1206,실형,NNG,-1
1207,싫증,NNG,-1
1208,심려,NNG,-1
1209,심술,NNG,-1
1210,심장병,NNG,-1
1211,싸구려,NNG,-1
1212,싸움,NNG,-1
1213,썩이,VV,-1
1214,썩히,VV,-1
1215,썰렁,XR,-1
1216,쏠리,VV,-1
1217,쑥덕거리,VV,-1
1218,쓸쓸,XR,-1
1219,아류,NNG,-1
1220,아수라장,NNG,-1
1221,아이러니,NNG,-1
1222,아찔,XR,-1
1223,악녀,NNG,-1
1224,악동,NNG,-1
1225,악물,NNG,-1
1226,악연,NNG,-1
1227,악의,NNG,-1
1228,악재,NNG,-1
1229,악전고투,NNG,-1
1230,악조건,NNG,-1
1231,악천후,NNG,-1
1232,안갯속,NNG,-1
1233,안티,NNG,-1
1234,알거지,NNG,-1
1235,알레르기,NNG,-1
1236,알몸,NNG,-1
1237,알츠하이머,NNG,-1
1238,유발,NNG,-1
1239,암투,NNG,-1
1240,암흑,NNG,-1
1241,압박감,NNG,-1
1242,압수,NNG,-1
1243,앞잡이,NNG,-1
1244,애끓,VV,-1
1245,애매,XR,-1
1246,애물단지,NNG,-1
1247,애타,VV,-1
1248,애환,NNG,-1
1249,앵그리,NNP,-1
1250,야단,NNG,-1
1251,야유,NNG,-1
1252,약점,NNG,-1
1253,약하,VA,-1
1254,얄팍,XR,-1
1255,양키,NNG,-1
1256,어눌,XR,-1
1257,어두움,NNG,-1
1258,어리석,XR,-1
1259,어색,XR,-1
1260,어설프,VA,-1
1261,어수선,XR,-1
1262,어지간,XR,-1
1263,어처구니없,VA,-1
1264,억누르,VV,-1
1265,억지,NNG,-1
1266,언페어,NNP,-1
1267,얼간이,NNG,-1
1268,얼룩지,VV,-1
1269,얽매이,VV,-1
1270,엄격,XR,-1
1271,엄살,NNG,-1
1272,엄습,NNG,-1
1273,엄하,VA,-1
1274,없애,VV,-1
1275,엇갈리,VV,-1
1276,엇박자,NNG,-1
1277,엉덩방아,NNG,-1
1278,엉큼,XR,-1
1279,엉터리,NNG,-1
1280,여간내기,NNG,-1
1281,역부족,NNG,-1
1282,역습,NNG,-1
1283,역차별,NNG,-1
1284,역행,NNG,-1
1285,역효과,NNG,-1
1286,연루,NNG,-1
1287,연명,NNG,-1
1288,연패,NNG,-1
1289,열대야,NNG,-1
1290,열등감,NNG,-1
1291,염증,NNG,-1
1292,영결식,NNG,-1
1293,예민,XR,-1
1294,오보,NNG,-1
1295,오역,NNG,-1
1296,어기,VV,-1
1297,오작동,NNG,-1
1298,오점,NNG,-1
1299,오진,NNG,-1
1300,장기수,NNG,-1
1301,옥죄,VV,-1
1302,올가미,NNG,-1
1303,옹색,XR,-1
1304,와전,NNG,-1
1305,와해,NNG,-1
1306,왜곡,NNG,-1
1307,외도,NNG,-1
1308,외롭,VA,-1
1309,외설,NNG,-1
1310,외채,NNG,-1
1311,외풍,NNG,-1
1312,요란,NNG,-1
1313,요원,NNG,-1
1314,요주의,NNG,-1
1315,용의자,NNG,-1
1316,우려감,NNG,-1
1317,우발,NNG,-1
1318,우스꽝,XR,-1
1319,우여곡절,NNG,-1
1320,우울,NNG,-1
1321,울리,VV,-1
1322,울먹,XR,-1
1323,울상,NNG,-1
1324,움츠러들,VV,-1
1325,움츠리,VV,-1
1326,웅크리,VV,-1
1327,원시,NNG,-1
1328,원죄,NNG,-1
1329,위계,NNG,-1
1330,위기,NNG,-1
1331,위독,XR,-1
1332,위암,NNG,-1
1333,위약금,NNG,-1
1334,위자료,NNG,-1
1335,위태,NNG,-1
1336,유괴,NNG,-1
1337,유급,NNG,-1
1338,유령,NNG,-1
1339,유명무실,NNG,-1
1340,유방암,NNG,-1
1341,유보,NNG,-1
1342,유언,NNG,-1
1343,유언장,NNG,-1
1344,유죄,NNG,-1
1345,유치,XR,-1
1346,유해성,NNG,-1
1347,유혈,NNG,-1
1348,으슥,XR,-1
1349,은둔,NNG,-1
1350,은어,NNG,-1
1351,음란물,NNG,-1
1352,음지,NNG,-1
1353,읍소,NNG,-1
1354,응급,NNG,-1
1355,의구심,NNG,-1
1356,의존,NNG,-1
1357,의혹,NNG,-1
1358,이단,NNG,-1
1359,이방인,NNG,-1
1360,이중고,NNG,-1
1361,짓누르,VV,-1
1362,이질감,NNG,-1
1363,이질,NNG,-1
1364,이탈,NNG,-1
1365,인기,NNG,1
1366,이혼,NNG,-1
1367,인색,NNG,-1
1368,인플레,NNG,-1
1369,인플레이션,NNG,-1
1370,일방,NNG,-1
1371,일용직,NNG,-1
1372,임시방편,NNG,-1
1373,잊히,VV,-1
1374,자객,NNG,-1
1375,자극,NNG,-1
1376,자린고비,NNG,-1
1377,자만,NNG,-1
1378,자만심,NNG,-1
1379,자살자,NNG,-1
1380,자연재해,NNG,-1
1381,자폐아,NNG,-1
1382,자폐증,NNG,-1
1383,자학,NNG,-1
1384,작심삼일,NNG,-1
1385,잔망,NNG,-1
1386,잔머리,NNG,-1
1387,잔인,NNG,-1
1388,잔혹,NNG,-1
1389,잔혹사,NNG,-1
1390,잘못,MAG,-1
1391,잡티,NNG,-1
1392,장님,NNG,-1
1393,장례,NNG,-1
1394,장례식,NNG,-1
1395,장염,NNG,-1
1396,저소득,NNG,-1
1397,저승,NNG,-1
1398,저조,NNG,-1
1399,최후,NNG,-1
1400,잔잔,XR,1
1401,잘리,VV,-1
1402,저체온증,NNG,-1
1403,저해,NNG,-1
1404,적나라,XR,-1
1405,적대,NNG,-1
1406,적신호,NNG,-1
1407,적체,NNG,-1
1408,전근대,NNG,-1
1409,전력난,NNG,-1
1410,전립선암,NNG,-1
1411,전범,NNG,-1
1412,전염병,NNG,-1
1413,전쟁터,NNG,-1
1414,전전긍긍,NNG,-1
1415,전횡,NNG,-1
1416,절규,NNG,-1
1417,절도,NNG,-1
1418,절도범,NNG,-1
1419,절판,NNG,-1
1420,정색,NNG,-1
1421,정체기,NNG,-1
1422,제자리걸음,NNG,-1
1423,조급,XR,-1
1424,조문,NNG,-1
1425,조삼모사,NNG,-1
1426,조촐,XR,-1
1427,족쇄,NNG,-1
1428,졸라매,VV,-1
1429,졸음,NNG,-1
1430,종기,NNG,-1
1431,종말론,NNG,-1
1432,종속,NNG,-1
1433,종신형,NNG,-1
1434,종지부,NNG,-1
1435,좌불안석,NNG,-1
1436,좌절감,NNG,-1
1437,죄목,NNG,-1
1438,죄송,XR,-1
1439,죄악,NNG,-1
1440,죄의식,NNG,-1
1441,주름살,NNG,-1
1442,주먹구구,NNG,-1
1443,주먹구구식,NNG,-1
1444,주먹질,NNG,-1
1445,주의보,NNG,-1
1446,주저앉,VV,-1
1447,주춤,MAG,-1
1448,과세,NNG,-1
1449,중압,NNG,-1
1450,중압감,NNG,-1
1451,중언부언,NNG,-1
1452,중절,NNG,-1
1453,중징계,NNG,-1
1454,중태,NNG,-1
1455,중풍,NNG,-1
1456,중환자실,NNG,-1
1457,지경,NNG,-1
1458,지끈,MAG,-1
1459,지뢰,NNG,-1
1460,지뢰밭,NNG,-1
1461,지루,XR,-1
1462,지리멸렬,NNG,-1
1463,지병,NNG,-1
1464,지진,NNG,-1
1465,지탄,NNG,-1
1466,직장암,NNG,-1
1467,진노,NNG,-1
1468,진드기,NNG,-1
1469,진통,NNG,-1
1470,진퇴양난,NNG,-1
1471,진흙탕,NNG,-1
1472,질식,NNG,-1
1473,질책,NNG,-1
1474,집요,XR,-1
1475,짓눌리,VV,-1
1476,징그럽,VA,-1
1477,징벌,NNG,-1
1478,징역,NNG,-1
1479,짝퉁,NNG,-1
1480,쪼그라들,VV,-1
1481,쫓겨나,VV,-1
1482,찌르,VV,-1
1483,찌질,XR,-2
1484,찜찜,XR,-2
1485,차압,NNG,-1
1486,찬밥,NNG,-1
1487,참극,NNG,-1
1488,참살,NNG,-1
1489,참패,NNG,-1
1490,채찍,NNG,-1
1491,천대,NNG,-1
1492,천시,NNG,-1
1493,천연덕,XR,-1
1494,천재지변,NNG,-1
1495,철부지,NNG,-1
1496,철야,NNG,-1
1497,철없,VA,-1
1498,첨예,XR,-1
1499,첩보전,NNG,-1
1500,청산가리,NNG,-1
1501,체납,NNG,-1
1502,체납자,NNG,-1
1503,체면치레,NNG,-1
1504,초긴장,NNG,-1
1505,초라,XR,-1
1506,초토화,NNG,-1
1507,촉박,NNG,-1
1508,촌놈,NNG,-1
1509,촌티,NNG,-1
1510,최저,NNG,-1
1511,최저치,NNG,-1
1512,추락,NNG,-1
1513,추모식,NNG,-1
1514,추모제,NNG,-1
1515,추문,NNG,-1
1516,추위,NNG,-1
1517,추징,NNG,-1
1518,추풍낙엽,NNG,-1
1519,출혈,NNG,-1
1520,출혈성,NNG,-1
1521,충동,NNG,-1
1522,취약,NNG,-1
1523,패하,VV,-1
1524,치맛바람,NNG,-1
1525,치매,NNG,-1
1526,칙칙,XR,-1
1527,침공,NNG,-1
1528,침수,NNG,-1
1529,침울,XR,-1
1530,침입,NNG,-1
1531,침입자,NNG,-1
1532,침체,NNG,-1
1533,타박,NNG,-1
1534,탄압,NNG,-1
1535,탄원,NNG,-1
1536,탄원서,NNG,-1
1537,탈모,NNG,-1
1538,탈영,NNG,-1
1539,탈영병,NNG,-1
1540,탈퇴,NNG,-1
1541,탐욕,NNG,-1
1542,터트리,VV,-1
1543,텃세,NNG,-1
1544,토하,VV,-1
1545,퇴물,NNG,-1
1546,퇴위,NNG,-1
1547,퇴임,NNG,-1
1548,퇴조,NNG,-1
1549,퇴행,NNG,-1
1550,투기성,NNG,-1
1551,투병,NNG,-1
1552,투서,NNG,-1
1553,튕기,VV,-1
1554,트러블,NNG,-1
1555,파면,NNG,-1
1556,파묻히,VV,-1
1557,파산,NNG,-1
1558,파열,NNG,-1
1559,파킨슨병,NNG,-1
1560,파토,NNG,-1
1561,파행,NNG,-1
1562,파혼,NNG,-1
1563,패닉,NNG,-1
1564,패러독스,NNG,-1
1565,패배,NNG,-1
1566,패배주의,NNG,-1
1567,편두통,NNG,-1
1568,편협,NNG,-1
1569,폄하,NNG,-1
1570,폄훼,NNG,-1
1571,폐가,NNG,-1
1572,폐사,NNG,-1
1573,폐쇄,NNG,-1
1574,폐식용유,NNG,-1
1575,폐암,NNG,-1
1576,폐원,NNG,-1
1577,폐인,NNG,-1
1578,폐장,NNG,-1
1579,폐점,NNG,-1
1580,폐차,NNG,-1
1581,폭격,NNG,-1
1582,폭도,NNG,-1
1583,폭동,NNG,-1
1584,폭락,NNG,-1
1585,폭력단,NNG,-1
1586,폭로,NNG,-1
1587,폭설,NNG,-1
1588,폭염,NNG,-1
1589,폭우,NNG,-1
1590,표류,NNG,-1
1591,표절,NNG,-1
1592,푸념,NNG,-1
1593,푼돈,NNG,-1
1594,품절,NNG,-1
1595,풍파,NNG,-1
1596,피격,NNG,-1
1597,피나,VV,-1
1598,피랍,NNG,-1
1599,피로감,NNG,-1
1600,피바다,NNG,-1
1601,피부암,NNG,-1
1602,피비린내,NNG,-1
1603,피소,NNG,-1
1604,피싱,NNP,-1
1605,피해액,NNG,-1
1606,필요악,NNG,-1
1607,핍진,NNG,-1
1608,하강,NNG,-1
1609,하강기,NNG,-1
1610,하락,NNG,-1
1611,하비,NNG,-1
1612,하수,NNG,-1
1613,하차,NNG,-1
1614,하한선,NNG,-1
1615,하향,NNG,-1
1616,하향세,NNG,-1
1617,하혈,NNG,-1
1618,한계점,NNG,-1
1619,한시름,NNG,-1
1620,한탄,NNG,-1
1621,한파,NNG,-1
1622,할증,NNG,-1
1623,할증료,NNG,-1
1624,피하,VV,-1
1625,할퀴,VV,-1
1626,함구령,NNG,-1
1627,항소,NNG,-1
1628,해묵,VV,-1
1629,해임,NNG,-1
1630,해적,NNG,-1
1631,해직,NNG,-1
1632,핵융합,NNG,-1
1633,핵폭탄,NNG,-1
1634,허름,XR,-1
1635,허리케인,NNP,-1
1636,허망,NNG,-1
1637,허무,NNG,-1
1638,허무주의,NNG,-1
1639,허물,NNG,-1
1640,허세,NNG,-1
1641,허송세월,NNG,-1
1642,허약,XR,-1
1643,허영,NNG,-1
1644,허탈,NNG,-1
1645,허허벌판,NNG,-1
1646,헉헉대,VV,-1
1647,험로,NNG,-1
1648,헛걸음,NNG,-1
1649,헛되,VA,-1
1650,헛바퀴,NNG,-1
1651,헛소리,NNG,-1
1652,헛소문,NNG,-1
1653,헛수고,NNG,-1
1654,헤지,VV,-1
1655,헤프,VA,-1
1656,현기증,NNG,-1
1657,혈투,NNG,-1
1658,혐의,NNG,-1
1659,협소,XR,-1
1660,호시탐탐,NNG,-1
1661,혹서,NNG,-1
1662,혹평,NNG,-1
1663,혹한,NNG,-1
1664,혼나,VV,-1
1665,혼내,VV,-1
1666,혼란기,NNG,-1
1667,혼비백산,NNG,-1
1668,혼잡,NNG,-1
1669,혼탁,NNG,-1
1670,홀대,NNG,-1
1671,홀리,VV,-1
1672,화상,NNG,-1
1673,화장발,NNG,-1
1674,환각,NNG,-1
1675,황당무계,XR,-1
1676,황망,NNG,-1
1677,황사,NNG,-1
1678,회의감,NNG,-1
1679,회의론,NNG,-1
1680,획일화,NNG,-1
1681,횡령,NNG,-1
1682,횡령죄,NNG,-1
1683,훔치,VV,-1
1684,휘말리,VV,-1
1685,휘젓,VV,-1
1686,휘청,MAG,-1
1687,휠체어,NNG,-1
1688,휴면,NNG,-1
1689,느끼,XR,-1
1690,흐트리,VV,-1
1691,흘러넘치,VV,-1
1692,흘리,VV,-1
1693,흘려보내,VV,-1
1694,흙먼지,NNG,-1
1695,흙탕물,NNG,-1
1696,흠집,NNG,-1
1697,힘겹,VA,-1
1698,힘없,VA,-1
1699,가볍,VA,1
1700,간단,XR,1
1701,간편,XR,1
1702,감싸,VV,1
1703,강하,VV,1
1704,강한,VV+ETM,1
1705,고즈넉,XR,1
1706,괜찮,VA,1
1707,귀엽,VA,1
1708,귀여운,VA+ETM,1
1709,깔끔,XR,1
1710,깨끗,XR,1
1711,꾸준,XR,1
1712,단단,XR,1
1713,대범,XR,1
1714,드리,VV,1
1715,무난,XR,1
1716,부드럽,VA,1
1717,부드러운,VA+ETM,1
1718,불티나,VA,1
1719,빛나,VV,1
1720,빠르,VA,1
1721,빠른,VA+ETM,1
1722,살리,VV,1
1723,살판나,VV,1
1724,상큼,XR,1
1725,새롭,VA,1
1726,새로운,VA+ETM,1
1727,섬세,XR,1
1728,손쉽,VA,1
1729,손쉬운,VA+ETM,1
1730,손잡,VV,1
1731,시원,XR,1
1732,신기,XR,1
1733,알맞,VA,1
1734,앞서,VV,1
1735,어울리,VV,1
1736,이쁘,VA,1
1737,이쁜,VA+ETM,1
1738,익숙,XR,1
1739,재미있,VA,1
1740,적당,XR,1
1741,즐기,VV,1
1742,특별,NNG,1
1743,튼튼,XR,1
1744,편하,VA,1
1745,편한,VA+ETM,1
1746,정겹,VA,2
1747,정겨운,VA+ETM,2
1748,가깝,VA,1
1749,가까운,VA+ETM,1
1750,가꾸,VV,1
1751,가점,NNG,1
1752,가족,NNG,1
1753,간결,XR,1
1754,간단명료,XR,1
1755,간략,XR,1
1756,갈채,NNG,1
1757,감동,NNG,1
1758,감량,NNG,1
1759,감사패,NNG,1
1760,감흥,NNG,1
1761,값싸,VA,1
1762,강세,NNG,1
1763,개그,NNG,1
1764,개그맨,NNG,1
1765,개근,NNG,1
1766,개방,NNG,1
1767,개선,NNG,1
1768,개화,NNG,1
1769,거느리,VV,1
1770,거뜬,XR,1
1771,거목,NNG,1
1772,거침없,VA,1
1773,건실,XR,1
1774,걸맞,VA,1
1775,견고,XR,1
1776,견실,XR,1
1777,결속력,NNG,1
1778,겸손,NNG,1
1779,겸손히,MAG,1
1780,호재,NNG,1
1781,경쾌,XR,1
1782,고급,NNG,1
1783,고기능,NNG,1
1784,농축,NNG,1
1785,고도,NNG,1
1786,고득점,NNG,1
1787,고르,VA,1
1788,고른,VA+ETM,1
1789,고맙,VA,1
1790,고마움,NNG,1
1791,고마운,VA+ETM,1
1792,고성능,NNG,1
1793,성장,NNG,1
1794,고소득,NNG,1
1795,고속도,NNG,1
1796,고속화,NNG,1
1797,고수익,NNG,1
1798,고찰,NNG,1
1799,고취,NNG,1
1800,고탄력,NNG,1
1801,고품격,NNG,1
1802,고학력,NNG,1
1803,고해상도,NNG,1
1804,고혹,NNG,1
1805,고화질,NNG,1
1806,골몰,NNG,1
1807,곱씹,VV,1
1808,공감대,NNG,1
1809,공경,NNG,1
1810,공공복지,NNG,1
1811,공공사업,NNG,1
1812,공공성,NNG,1
1813,공익사업,NNG,1
1814,공익,NNG,1
1815,공짜,NNG,1
1816,공헌,NNG,1
1817,과감,XR,1
1818,급사,NNG,-1
1819,관대,XR,1
1820,관심거리,NNG,1
1821,관심,NNG,1
1822,괄목상대,NNG,1
1823,광활,XR,1
1824,굉장,XR,1
1825,교감,NNG,1
1826,구출,NNG,1
1827,군침,NNG,1
1828,굳건,XR,1
1829,굵직굵직,XR,1
1830,굵직,XR,1
1831,구하,VV,1
1832,귀빈,NNG,1
1833,귀염,NNG,1
1834,귀염둥이,NNG,1
1835,귀요미,NNG,1
1836,귀하,VA,1
1837,귀한,VA+ETM,1
1838,균형,NNG,1
1839,푸르,VA,1
1840,극진,XR,1
1841,근사,XR,1
1842,급상승,NNG,1
1843,급성장,NNG,1
1844,긍정,NNG,1
1845,긍지,NNG,1
1846,기나길,VA,1
1847,기라성,NNG,1
1848,기민,XR,1
1849,기부,NNG,1
1850,기쁘,VA,1
1851,기쁨,NNG,1
1852,기사회생,NNG,1
1853,긴요,XR,1
1854,깜찍,XR,1
1855,깨닫,VV,1
1856,깨달음,NNG,1
1857,꿈꾸,VV,1
1858,꿋꿋,XR,1
1859,끄덕이,VV,1
1860,끄떡,MAG,1
1861,끈기,NNG,1
1862,끌어올리,VV,1
1863,낙관,NNG,1
1864,날렵,XR,1
1865,날아오르,VV,1
1866,남다르,VA,1
1867,낭보,NNG,1
1868,내로라,XR,1
1869,넉넉,XR,1
1870,널널,XR,1
1871,널찍,XR,1
1872,넘버원,NNG,1
1873,노른자위,NNG,1
1874,노벨상,NNP,1
1875,눈여기,VV,1
1876,눈웃음,NNG,1
1877,늘어놓,VV,1
1878,능동,NNG,1
1879,능수능란,XR,1
1880,능숙,XR,1
1881,능하,NNG,1
1882,다가가,VV,1
1883,다각,NNG,1
1884,다각화,NNG,1
1885,다양,NNG,1
1886,다용도,NNG,1
1887,다이나믹,NNP,1
1888,다이내믹,NNG,1
1889,다중화,NNG,1
1890,다채,XR,1
1891,단골,NNG,1
1892,단골손님,NNG,1
1893,단꿈,NNG,1
1894,단련,NNG,1
1895,단비,NNG,1
1896,단아,XR,1
1897,단합,NNG,1
1898,달아오르,VV,1
1899,달콤,XR,1
1900,담백,XR,1
1901,당첨,NNG,1
1902,당첨금,NNG,1
1903,대단,XR,1
1904,도약,NNG,1
1905,대성,NNG,1
1906,대성공,NNG,1
1907,대세,NNG,1
1908,대의,NNG,1
1909,대타협,NNG,1
1910,도드라지,VA,1
1911,도움,NNG,2
1912,도전,NNG,1
1913,꾸미,VV,1
1914,늘씬,XR,1
1915,도취,NNG,-2
1916,독과점,NNG,-2
1917,독창,NNG,2
1918,돈독,XR,1
1919,돌파,NNG,1
1920,되살리,VV,1
1921,되살아나,VV,1
1922,되찾,VV,1
1923,두둑,XR,1
1924,드높이,MAG,2
1925,든든,XR,2
1926,들뜨,VV,1
1927,들썩,MAG,1
1928,들썩이,VV,1
1929,등극,NNG,1
1930,따내,VV,1
1931,따듯,XR,2
1932,따라잡,VV,1
1933,떠오르,VV,1
1934,떼돈,NNG,1
1935,똑똑,XR,2
1936,뛰어나,VA,2
1937,뛰어넘,VV,1
1938,마르,NNG,-1
1939,만만,XR,-1
1940,만발,NNG,1
1941,만장일치,NNG,1
1942,만회,NNG,1
1943,말끔,XR,1
1944,맛있,VA,1
1945,맞아떨어지,VV,1
1946,매끈,XR,1
1947,매너,NNG,1
1948,매력,NNG,1
1949,맵시,NNG,1
1950,맹렬,XR,1
1951,맹위,NNG,1
1952,멀쩡,XR,1
1953,멋쟁이,NNG,1
1954,명가,NNG,1
1955,명곡,NNG,1
1956,명당,NNG,1
1957,명물,NNG,1
1958,명예,NNG,1
1959,명작,NNG,1
1960,명쾌,XR,1
1961,명화,NNG,1
1962,모범,NNG,1
1963,무궁무진,NNG,1
1964,무르익,VV,1
1965,무이자,NNG,1
1966,무적,NNG,1
1967,첨가,NNG,1
1968,미녀,NNG,1
1969,미담,NNG,1
1970,미려,XR,1
1971,미소,NNG,1
1972,민첩,XR,1
1973,바람직,XR,1
1974,박수갈채,NNG,1
1975,박애,NNG,1
1976,반갑,VA,2
1977,반가움,NNG,2
1978,반값,NNG,1
1979,반듯,XR,1
1980,반등세,NNG,1
1981,부패,NNG,1
1982,반짝,MAG,1
1983,받치,VV,1
1984,발돋움,NNG,1
1985,번듯,XR,1
1986,번뜩,MAG,1
1987,번쩍,MAG,1
1988,번창,NNG,1
1989,베풀,VV,1
1990,북돋,VV,1
1991,북적,NNG,1
1992,불붙,VV,-1
1993,불어넣,VV,-1
1994,블루칩,NNG,1
1995,비껴가,VV,-1
1996,빠져나,VV,-1
1997,뽐내,VV,2
1998,뿌듯,XR,1
1999,두텁,VA,2
2000,명랑,XR,1
2001,빛내,VV,1
2002,신기원,NNG,1
2003,슬림,XR,1
2004,사로잡,VV,2
2005,사투,NNG,-1
2006,산뜻,XR,1
2007,살균,NNG,1
2008,살아나,VV,1
2009,상승력,NNG,1
2010,상승세,NNG,1
2011,상승효과,NNG,1
2012,상쾌,XR,1
2013,상팔자,NNG,-1
2014,색다르,VA,1
2015,생기,NNG,1
2016,생생,XR,1
2017,선각자,NNG,1
2018,선구,NNG,1
2019,선구자,NNG,1
2020,선도자,NNG,1
2021,선도,NNG,1
2022,선두,NNG,1
2023,선물,NNG,1
2024,선진,NNG,1
2025,선취,NNG,1
2026,선행,NNG,1
2027,선호,NNG,1
2028,설욕,NNG,-1
2029,성공,NNG,1
2030,성대,XR,1
2031,성사,NNG,1
2032,성실,NNG,1
2033,성행,NNG,1
2034,성황,NNG,1
2035,성황리,NNG,1
2036,세련,NNG,1
2037,세련미,NNG,1
2038,소망,NNG,1
2039,소속감,NNG,-1
2040,소중,XR,1
2041,손꼽히,VV,1
2042,솔선수범,NNG,1
2043,솔직,XR,-1
2044,수긍,NNG,1
2045,수락,NNG,1
2046,수려,XR,1
2047,수상자,NNG,1
2048,수양,NNG,1
2049,수완,NNG,1
2050,수월,XR,1
2051,수익금,NNG,1
2052,수익력,NNG,1
2053,수익,NNG,1
2054,수혜자,NNG,1
2055,수호천사,NNG,1
2056,숙련,NNG,1
2057,숙련공,NNG,1
2058,숙면,NNG,1
2059,순발력,NNG,1
2060,순수익,NNG,1
2061,순탄,XR,1
2062,쉼터,NNG,-1
2063,승리,NNG,1
2064,승리자,NNG,1
2065,승산,NNG,1
2066,승승장구,NNG,1
2067,승전보,NNG,1
2068,신들리,VV,1
2069,신뢰,NNG,1
2070,신뢰감,NNG,1
2071,신선,XR,1
2072,신식,NNG,1
2073,실력자,NNG,1
2074,실력파,NNG,1
2075,실용,NNG,1
2076,실익,NNG,1
2077,실효성,NNG,-1
2078,성심성의,NNG,1
2079,소탈,XR,1
2080,손꼽,VV,1
2081,심층,NNG,1
2082,십상,NNG,-1
2083,아끼,VV,1
2084,싱싱,XR,1
2085,쏠쏠,XR,-1
2086,아낌없,VA,1
2087,아름답,VA,1
2088,아리땁,VA,1
2089,아물,VV,-1
2090,안도감,NNG,1
2091,안락,NNG,1
2092,안락감,NNG,1
2093,안부,NNG,-1
2094,안성마춤,NNG,1
2095,안성맞춤,NNG,1
2096,안전모,NNG,1
2097,안전벨트,NNG,1
2098,안정감,NNG,1
2099,안정세,NNG,1
2100,안착,NNG,1
2101,안티에이징,NNG,1
2102,알뜰,NNG,1
2103,알아듣,VV,1
2104,알짜,NNG,1
2105,알짜배기,NNG,1
2106,압도,NNG,1
2107,애교,NNG,1
2108,애국,NNG,1
2109,애국심,NNG,1
2110,애사심,NNG,1
2111,애용,NNG,1
2112,애정,NNG,1
2113,애호가,NNG,1
2114,야무지,VA,1
2115,야심만만,XR,1
2116,야심작,NNG,1
2117,약발,NNG,-1
2118,약효,NNG,-1
2119,얼짱,NNP,1
2120,엄중,XR,-1
2121,엄친,NNG,1
2122,엄친아,NNG,1
2123,열심,NNG,1
2124,열정,NNG,1
2125,열중,NNG,1
2126,엿보,VV,-1
2127,영롱,XR,1
2128,영예,NNG,1
2129,영웅,NNG,1
2130,방용,NNG,1
2131,온건,NNG,1
2132,온기,NNG,1
2133,온수,NNG,-1
2134,온순,XR,1
2135,온전,XR,1
2136,온정,NNG,1
2137,온화,XR,1
