,단어,점수
7993,싫어하는 태도나,-2
7994,싫어하다,-2
7995,싫어하여,-2
7996,싫어함을,-2
7997,싫어해,-2
7998,싫은,-2
7999,싫은 것이,-2
8000,싫은 듯이,-2
8001,싫은 생각,-2
8002,싫은 소리,-2
8003,싫은 일을,-2
8004,싫은 체하며,-2
8005,싫은 환경에,-2
8006,싫을,-2
8007,싫을 정도로,-2
8008,싫이,-2
8009,싫증,-2
8010,싫증 남으로,-2
8011,싫증이,-2
8012,싫증이 나거나,-2
8013,싫증이 나다,-2
8014,싫증이 나서,-2
8015,싫증이 난,-2
8016,싫증이나,-2
8017,싫증이나 게으름이,-2
8018,심각성,-2
8019,심각하게,-2
8020,심각하게 생각하고,-2
8021,심각한,-2
8022,심각한 상태를,-2
8023,심리적인 충격,-2
8024,심술,-2
8025,심술궂게,-2
8026,심술궂고,-2
8027,심술궂다,-2
8028,심술궂은,-2
8029,심술궂은 행동을,-2
8030,심술꾸러기,-2
8031,심술부리다,-2
8032,심술스럽다,-2
8033,심술을,-2
8034,심술을 부리는,-2
8035,심술을 부리다,-2
8036,심술이,-2
8037,심술이 매우,-2
8038,심술이나,-2
8039,심술이나 안타깝게,-2
8040,심술이나 화가,-2
8041,심술쟁이,-2
8042,심신 미약,-1
8043,심신 박약,-1
8044,심심하고,-1
8045,심오하다,-2
8046,심오한,1
8047,심장 마비,-1
8048,심장 질환,-2
8049,심장마비,-2
8050,심장병,-2
8051,심장병 따위로,-2
8052,심쿵,2
8053,심하거나,-2
8054,심하거나 지나치다,-2
8055,심하게,-2
8056,심하게 구박하거나,-2
8057,심하게 기울어지는,-2
8058,심하게 기울어지며,-2
8059,심하게 꾸짖어,-2
8060,심하게 놀러,-2
8061,심하게 놀리다,-2
8062,심하게 당한,-2
8063,심하게 되다,-2
8064,심하게 따지며,-2
8065,심하게 떠는,-2
8066,심하게 물크러질,-2
8067,심하게 손해를,-2
8068,심하게 썩거나,-2
8069,심하게 앓는,-2
8070,심하게 어지러워지는,-2
8071,심하게 얽은,-2
8072,심하게 욕하며,-2
8073,심하게 울렁거리는,-2
8074,심하게 울렁거리다,-2
8075,심하게 을러대고,-2
8076,심하게 일어나다,-2
8077,심하게 짓눌러,-2
8078,심하게 트림하는,-2
8079,심하게 풍기는,-2
8080,심하게 학대하다,-2
8081,심하다,-2
8082,심하면,-2
8083,심하면 아프다,-2
8084,심하면 피가,-2
8085,심한,-2
8086,심한 것을,-2
8087,심한 고생이나,-2
8088,심한 고통,-2
8089,심한 고통이나,-2
8090,심한 냄새가,-2
8091,심한 복통을,-2
8092,심한 상태에,-2
8093,심한 아픔,-2
8094,심한 압박감을,-2
8095,심한 추위를,-2
8096,심한 통증,-2
8097,심한 통증을,-2
8098,심한 혐오감을,-2
8099,심해지는 병,-2
8100,심히 모자라는,-2
8101,심히 아파서,-2
8102,싱거운,-1
8103,싱거운 데가,-1
8104,싱거운 사람을,-1
8105,싱겁게,-1
8106,싱겁다,-1
8107,싱그럽다,2
8108,싱글거리다,2
8109,싱글대다,2
8110,싱글벙글,2
8111,싱글벙글하다,2
8112,싱긋대다,1
8113,싱싱하고,2
8114,싱싱하고 맑은,2
8115,싱싱하고 힘찬,2
8116,싱싱하다,2
8117,싱싱한,2
8118,싱싱한 모양,2
8119,싱싱히,2
8120,싶지 아니한,-1
8121,싶지 않았던,-1
8122,ㅆ,1
8123,ㅆㅂ,-1
8124,싸근싸근히,2
8125,싸글싸글히,2
8126,싸늘한,-1
8127,싸늘한 느낌,-1
8128,싸늘한 느낌이,-1
8129,싸우는 짓,-2
8130,싸우다,-2
8131,싸움,-1
8132,싸움에서 패하고,-2
8133,싹싹하고,2
8134,싹싹하고 상냥하게,2
8135,싹싹한,1
8136,싹싹한 데가,1
8137,쌀쌀맞고,-1
8138,쌀쌀맞다,-1
8139,쌀쌀한,-1
8140,쌀쌀한 데가,-1
8141,쌓엿던 먼지,-1
8142,쌓인 원망과,-2
8143,쌓인 원한이나,-2
8144,쌓인 은혜,2
8145,쌓인 음기,-2
8146,써글써글히,2
8147,썩 좋거나,2
8148,썩 훌륭하거나,2
8149,썩거나,-2
8150,썩는,-2
8151,썩는 병,-2
8152,썩소,-1
8153,썩어서,-2
8154,썩이다,-2
8155,썩임,-2
8156,썰렁한,-1
8157,썰렁한 모양,-1
8158,썸,1
8159,쏘아붙이는,-2
8160,쏘아붙이는 소리,-2
8161,쑤시고,-1
8162,쑤시는,-1
8163,쑤시는 것같이,-1
8164,쑤시는 것처럼,-1
8165,쑤시는 모양,-1
8166,쑤시는 짓을,-1
8167,쑤시다,-1
8168,쑤시듯 아픈,-2
8169,쑤시듯이,-1
8170,쑤시듯이 아프다,-2
8171,쑤시며,-1
8172,쑥스럽거나 미안하여,-1
8173,쑥스럽다,-1
8174,쓰기 좋게,1
8175,쓰라리다,-2
8176,쓰라린,-2
8177,쓰라린 경험을,-2
8178,쓰라린 느낌이,-2
8179,쓰라린 아픔을,-2
8180,쓰라림,-2
8181,쓰라림 따위가,-2
8182,쓰러뜨리다,0
8183,쓰러져,-2
8184,쓰러지거나,-2
8185,쓰러지다,-2
8186,쓰러질,-2
8187,쓰러질 듯이,-2
8188,쓰러질 듯하게,-2
8189,쓰러질 듯하고,-2
8190,쓰러질 듯하다,-2
8191,쓰러질 듯한,-2
8192,쓰리고,-2
8193,쓰리고 아리다,-2
8194,쓰리고 아픈,-2
8195,쓰리고 아픔,-2
8196,쓰리다,-2
8197,쓰리며 아픈,-2
8198,쓰며,-2
8199,쓰지 못하게,-1
8200,쓰지 아니함,-2
8201,쓴,-1
8202,쓴 맛이,-1
8203,쓸 만하게,1
8204,쓸데없거나,-2
8205,쓸데없는,-2
8206,쓸데없는 것들을,-2
8207,쓸데없는 말을,-2
8208,쓸데없는 말이나,-2
8209,쓸데없는 소리,-2
8210,쓸데없는 소리를,-2
8211,쓸데없다,-2
8212,쓸데없음을,-2
8213,쓸데없음을 이르는,-2
8214,쓸데없이,-2
8215,쓸데없이 나돌아,-1
8216,쓸데없이 지루하게,-2
8217,쓸데없이 집적거리며,-2
8218,쓸데없이 짓궃게,-2
8219,쓸모 있게,1
8220,쓸모 있는,1
8221,쓸모가 없는,-2
8222,쓸모가 없다,-2
8223,쓸모가 없음을,-2
8224,쓸모가 없이,-2
8225,쓸모없고,-1
8226,쓸모없고 하찮은,-1
8227,쓸모없다,-2
8228,쓸모없이,-2
8229,쓸쓸하게,-2
8230,쓸쓸하고,-2
8231,쓸쓸하고 막막하다,-2
8232,쓸쓸하고 외로운,-2
8233,쓸쓸하고 외로워,-2
8234,쓸쓸하다,-2
8235,쓸쓸한,-2
8236,쓸쓸한 느낌을,-2
8237,쓸쓸한 등불이라는,-2
8238,쓸쓸한 밤을,-2
8239,쓸쓸함,-2
8240,쓸쓸히,-2
8241,쓸쓸히 자는,-2
8242,씀벅대다,-1
8243,씁쓰레,-1
8244,씁쓰레하게,-1
8245,씁쓰레하다,-1
8246,씁쓰름하다,-1
8247,씁씁하다,-1
8248,씩씩하게,1
8249,씩씩하게 나아감,2
8250,씩씩하고,1
8251,씩씩하고 시원시원한,2
8252,씩씩하고 힘차다,2
8253,씩씩하다,1
8254,씹다,-1
8255,씹히는,-1
8256,씹히는 모양,-1
8257,씻어서 깨끗하게,1
8258,ㅇㄴ,-1
8259,ㅇㅅㅇ,1
8260,ㅇㅈ,1
8261,ㅇㅋ,1
8262,ㅇㅎ,1
8263,아기자기하거나,1
8264,아기자기하거나 간드러진,1
8265,아기자기하게,1
8266,아기자기하게 즐겁고,1
8267,아까움,-1
8268,아까워서,-1
8269,아까워하다,-1
8270,아깝게,-1
8271,아깝게 생각하다,-1
8272,아깝다,-1
8273,아끼고,1
8274,아끼고 귀중히,2
8275,아끼고 사랑하는,2
8276,아끼고 소중히,2
8277,아끼고 위하는,2
8278,아끼다,1
8279,아끼어,1
8280,아끼어 친밀하게,1
8281,아낌없이,1
8282,아내를 아끼고,1
8283,아늑한,1
8284,아늑한 곳을,1
8285,아는 것이 깊고,1
8286,아는 것이 없음,-1
8287,아는 벗,1
8288,아는 힘,1
8289,아니꼬운,-2
8290,아니꼬운 일을,-2
8291,아니꼬울 때,-2
8292,아니꼽거나,-2
8293,아니꼽거나 시샘이,-2
8294,아니꼽다,-2
8295,아니다,-2
8296,아니하고,-2
8297,아니하고 가볍다,-2
8298,아니하고 걱정스럽다,-2
8299,아니하고 괴로움,-2
8300,아니하고 괴롭다,-2
8301,아니하고 데면데면하게,-2
8302,아니하고 데면데면하다,-2
8303,아니하고 들어맞다,1
8304,아니하고 조마조마하게,-2
8305,아니하고 조마조마하다,-2
8306,아니하고 조마조마한,-2
8307,아니하고 조마조마함,-2
8308,아니하다,-2
8309,아니하여 못마땅하게,-2
8310,아니하여 섭섭하거나,-2
8311,아니하여 싫거나,-2
8312,아니한 상태가,-2
8313,아니한다고 투덜거리다,-2
8314,아담하고,1
8315,아담하고 깨끗한,1
8316,아담하고 말끔하게,1
8317,아담하고 말끔하다,1
8318,아담하고 말끔한,1
8319,아둔하고,-2
8320,아둔하고 약빠르지,-2
8321,아득하다,-1
8322,아랫배가 아픈,-1
8323,아량을 베푸는,1
8324,아르엔에이 바이러스,-1
8325,아름다우며,2
8326,아름다우며 멋들어지게,2
8327,아름다운,2
8328,아름다운 경지,2
8329,아름다운 경치,2
8330,아름다운 경치를,2
8331,아름다운 글,2
8332,아름다운 글귀,2
8333,아름다운 글귀를,2
8334,아름다운 깃,2
8335,아름다운 뜻,2
8336,아름다운 말과,2
8337,아름다운 말과 글,2
8338,아름다운 말이나,2
8339,아름다운 말이나 글,2
8340,아름다운 문장,2
8341,아름다운 문장이라는,2
8342,아름다운 사람을,2
8343,아름다운 수식이,2
8344,아름다운 여인의,2
8345,아름다운 여자를,2
8346,아름다운 영예,2
8347,아름다운 영예를,2
8348,아름다운 옷,2
8349,아름다운 용모와,2
8350,아름다운 용모와 자태,2
8351,아름다운 이미지로,2
8352,아름다운 일,2
8353,아름다운 장식,2
8354,아름다운 재목,2
8355,아름다운 점,2
8356,아름다운 태가,2
8357,아름다운 태도,2
8358,아름다운 털,2
8359,아름다움,2
8360,아름다움과,2
8361,아름다움을,2
8362,아름다움을 나타내는,2
8363,아름다움을 살펴,2
8364,아름다움을 요구한다,1
8365,아름다움을 추구하는,2
8366,아름다움이나,2
8367,아름다워,2
8368,아름다워 눈으로,2
8369,아름다워서,2
8370,아름다워서 관상용으로,2
8371,아름답거나,2
8372,아름답게,2
8373,아름답게 꾸며져,2
8374,아름답게 꾸미고,2
8375,아름답게 빛나고,2
8376,아름답고,2
8377,아름답고 고운,2
8378,아름답고 고운 빛깔,2
8379,아름답고 부드러운,2
8380,아름답고 섬세하게,2
8381,아름답고 예쁘게,2
8382,아름답고 요염함,2
8383,아름답고 정연하게,2
8384,아름답고 훌륭한,2
8385,아름답다,2
8386,아름답다고 찬양하는,2
8387,아름답다고 찬양함,2
8388,아름답지 못하고,-1
8389,아리고,-2
8390,아리고 자리다,-2
8391,아리다,-2
8392,아리땁다,2
8393,아무 값어치나 의의가 없다,-2
8394,아무 성과도,-1
8395,아무 쓸모가 없음을,-2
8396,아무 탈이 없고,2
8397,아무것도 모르면서,-1
8398,아무것도 없는,-2
8399,아무것도 없다,-2
8400,아무것도 없어서,-2
8401,아무것도 없으면서,-2
8402,아무렇게나,-1
8403,아무에게나 함부로,-1
8404,아물아물,-1
8405,아물아물 돌리는,-1
8406,아물아물 돌리다,-1
8407,아삭아삭한,1
8408,아삭아삭한 모양,1
8409,아삭하다,1
8410,아수록하다,-1
8411,아쉬움,-1
8412,아쉬움 없이,1
8413,아쉬워하는,-1
8414,아쉬워하는 마음,-1
8415,아쉬워하다,-1
8416,아쉽거나,-1
8417,아쉽거나 섭섭한,-1
8418,아쉽다,-1
8419,아슬아슬하고,-1
8420,아슬아슬하고 위험한,-1
8421,아아 슬프도다,-2
8422,아오안,-1
8423,아웃 오브 안중,-1
8424,아주 가깝게,1
8425,아주 가깝다,1
8426,아주 고요해짐,1
8427,아주 고통스럽거나,-2
8428,아주 공평하여,1
8429,아주 귀찮게,-2
8430,아주 깨끗하다,2
8431,아주 깨끗한,2
8432,아주 꺼리는,-2
8433,아주 늘씬한,1
8434,아주 다정하고,2
8435,아주 당당하고,2
8436,아주 더럽게,-2
8437,아주 뛰어나고,2
8438,아주 맑고,2
8439,아주 맑아지는,2
8440,아주 망치다,-2
8441,아주 매끄럽다,1
8442,아주 맥없이,-2
8443,아주 멋지게,2
8444,아주 못된,-2
8445,아주 밝고,1
8446,아주 방정맞게,-2
8447,아주 보잘것없다,-2
8448,아주 보잘것없음,-2
8449,아주 부드럽고,1
8450,아주 쉽다,1
8451,아주 시원스럽게,2
8452,아주 심하게,-2
8453,아주 심한,-2
8454,아주 알맞게,2
8455,아주 야단스럽고,-2
8456,아주 야무지고,2
8457,아주 어리석고,-2
8458,아주 예사롭게,1
8459,아주 온전한,2
8460,아주 요긴한,2
8461,아주 요란스럽게,-2
8462,아주 잘되다,2
8463,아주 잘됨,2
8464,아주 저버리다,-2
8465,아주 적절하게,2
8466,아주 적절한,2
8467,아주 좋고,2
8468,아주 좋아서,2
8469,아주 좋은,2
8470,아주 즐겁고,2
8471,아주 지겹도록,-2
8472,아주 치사하고,-2
8473,아주 친하게,2
8474,아주 친하다,2
8475,아주 탐스러울,2
8476,아주 튼튼하다,2
8477,아주 화목하고,2
8478,아찔하다,-1
8479,아찔하여지다,-1
8480,아첨을,-1
8481,아첨을 떠는,-1
8482,아첨을 떨다,-1
8483,아첨을 하며,-1
8484,아첨하고,-1
8485,아첨하는,-1
8486,아첨하는 데가,-1
8487,아첨하는 모양,-1
8488,아첨하다,-1
8489,아첨하여,-1
8490,아첨하여 따르고,-1
8491,아첨함을,-1
8492,아파,-2
8493,아파 오다,-2
8494,아파서,-2
8495,아파서 애달프게,-2
8496,아파서 얄미울,-2
8497,아파서 자꾸,-2
8498,아파하는,-2
8499,아파하는 일,-2
8500,아파하는 증상,-2
8501,아파하다,-2
8502,아프거나,-2
8503,아프거나 무서워서,-2
8504,아프게,-2
8505,아프게 느껴지다,-2
8506,아프게 되는,-2
8507,아프게 되다,-2
8508,아프게 치다,-2
8509,아프고,-2
8510,아프고 가엽다,-2
8511,아프고 괴롭게,-2
8512,아프고 괴롭다,-2
8513,아프고 답답하게,-2
8514,아프고 답답하다,-2
8515,아프고 메스꺼워,-2
8516,아프다,-2
8517,아프며,-2
8518,아프며 약하면,-2
8519,아프면서,-2
8520,아픈,-2
8521,아픈 경우를,-2
8522,아픈 느낌,-2
8523,아픈 느낌이,-2
8524,아픈 데가,-2
8525,아픈 듯하면서도,-2
8526,아픈 듯한,-2
8527,아픈 모양,-2
8528,아픈 병,-2
8529,아픈 병증,-2
8530,아픈 임질,-2
8531,아픈 증상,-2
8532,아픈 증상이,-2
8533,아픈 증세에,-2
8534,아플,-2
8535,아플 만큼,-2
8536,아픔,-2
8537,아픔을,-2
8538,아픔을 느끼다,-2
8539,아픔을 호소하는,-2
8540,악당,-1
8541,악독하게,-2
8542,악독한,-2
8543,악독한 방법으로,-2
8544,악독한 사람을,-2
8545,악마,-2
8546,악마에,-1
8547,악마에 비유하여,-1
8548,악명 높은,-1
8549,악명높은,-1
8550,악몽,-2
8551,악성,-2
8552,악순환,-2
8553,악업,-2
8554,악업을,-2
8555,악에,-2
8556,악에 받쳐서,-2
8557,악연,-2
8558,악을 쓰고,-2
8559,악의,-2
8560,악의의,-1
8561,악의적,-1
8562,악의적인,-2
8563,악인연,-2
8564,악지를,-1
8565,악지를 부려,-1
8566,악취,-1
8567,악플,-2
8568,악하고,-2
8569,악하고 모질게,-2
8570,악하고 모질다,-2
8571,악하고 모짊,-2
8572,악하다,-2
8573,악한,-2
8574,악한 마음을,-1
8575,악한 짓을,-2
8576,악한 첩,-2
8577,악화되다,-2
8578,안 되거나,-1
8579,안 되어,-1
8580,안 좋은,-2
8581,안구 정화,1
8582,안구 테러,-1
8583,안궁,-1
8584,안달,-1
8585,안달복달,-1
8586,안달복달하다,-1
8587,안달이 나서,-1
8588,안도,1
8589,안도감,1
8590,안도하다,1
8591,안되고 애처롭게,-1
8592,안락,1
8593,안락하게,1
8594,안락하게 지내는,1
8595,안락하게 지내도록,1
8596,안락하다,1
8597,안목,1
8598,안물,-1
8599,안색이 흙빛과,-1
8600,안습,-1
8601,안심,1
8602,안심감,1
8603,안심이,1
8604,안심이 되는,1
8605,안심찮다,-2
8606,안심하다,1
8607,안쓰러워하다,-1
8608,안쓰럽다,-1
8609,안에서 비정상적으로,-1
8610,안장서 죽기만을,-1
8611,안전,2
8612,안전하다,1
8613,안전하지 못한,-1
8614,안전한,2
8615,안전함,1
8616,안절부절,-1
8617,안절부절못하는,-1
8618,안절부절못하다,-1
8619,안절부절하다,-1
8620,안정,1
8621,안정감,1
8622,안정감이 없는,-1
8623,안정감이 없다,-1
8624,안정되게,1
8625,안정되게 하다,1
8626,안정되지 못하고,-1
8627,안정되지 못하여,-1
8628,안정되지 못한,-1
8629,안정되지 아니함,-1
8630,안정을 찾은,1
8631,안정한,1
8632,안정한 곳이라는,1
8633,안존하다,1
8634,안좋은 상황,-2
8635,안처하다,1
8636,안타까울,-2
8637,안타까울 정도로,-2
8638,안타까워,-2
8639,안타까워서,-2
8640,안타까워하는,-2
8641,안타까워하는 모양,-2
8642,안타까워하다,-2
8643,안타깝거나,-2
8644,안타깝거나 쓰라리다,-2
8645,안타깝게,-2
8646,안타깝게 뉘우쳐져,-2
8647,안타깝게 다가오는,-2
8648,안타깝게 애쓰며,-1
8649,안타깝게 여기다,-2
8650,안타깝게 자꾸,-2
8651,안타깝게 죄이거나,-2
8652,안타깝게 타는,-2
8653,안타깝게 타다,-2
8654,안타깝게 타들어,-2
8655,안타깝고,-2
8656,안타깝고 만족스럽지,-2
8657,안타깝다,-2
8658,않고 대충대충,-1
8659,않고 올바르다,1
8660,않고 좀스럽게,-2
8661,않아 느슨하다,-1
8662,않아 싱겁게,-1
8663,않아 언짢은,-1
8664,않으나 쓰리다,-1
8665,알기 쉽게,1
8666,알기 어렵다,-1
8667,알리지 않거나,-1
8668,알맞게,1
8669,알맞게 내리는,1
8670,알맞게 노르스름하게,1
8671,알맞게 노르스름하다,1
8672,알맞게 높다,1
8673,알맞게 높아,1
8674,알맞게 되다,1
8675,알맞게 두껍게,1
8676,알맞게 따뜻하다,1
8677,알맞게 뜨뜻하다,1
8678,알맞게 서늘하게,1
8679,알맞게 작으면서도,1
8680,알맞다,1
8681,알못,-1
8682,알아듣기 어려울,-1
8683,알아듣지 못하도록,-1
8684,알아듣지 못한,-1
8685,알아듣지 못할,-1
8686,알아들을 수 없는,-1
8687,알아서 깨달음,1
8688,알아서 스스로,1
8689,알아차리지 못하다,-1
8690,알알한,-1
8691,알알한 듯하다,-1
8692,알알한 모양,-1
8693,알지 못하는,-1
8694,알지 못하여,-1
8695,알지 못함을,-1
8696,알짝지근하다,-1
8697,알짤지근한,-1
8698,알짤지근한 모양,-1
8699,알차고,2
8700,알차고 실하게,2
8701,앍은 자국이,-1
8702,앓거나,-2
8703,앓거나 허약하여져서,-2
8704,앓고,-2
8705,앓고 난,-2
8706,앓는,-2
8707,앓는 결핵,-2
8708,앓는 모양,-2
8709,앓는 병,-1
8710,앓는 사람이,-2
8711,앓는 상태에,-2
8712,앓다,-2
8713,앓아도,-2
8714,앓아서,-1
8715,앓을,-1
8716,앓음,-2
8717,암담한,-1
8718,암담한 상태나,-1
8719,암상스러운,-2
8720,암상스러운 사람을,-2
8721,암상스럽게,-2
8722,암상스럽게 불평을,-2
8723,암상스럽게 토달거리다,-2
8724,암으로,-2
8725,암으로 말미암아,-1
8726,압도하다,1
8727,압력을 가하여,-1
8728,압박감을,-1
8729,압박감을 주다,-1
8730,압박하여,-1
8731,압억되다,-2
8732,앙 기모띠,2
8733,앙갚음으로,-2
8734,앙갚음하려고,-2
8735,앙갚음하려고 하는,-2
8736,앙갚음할,-2
8737,앙갚음할 마음을,-2
8738,앙칼지게,-1
8739,앙큼하게,-1
8740,앙큼하게 하다,-1
8741,앙큼하다,0
8742,앞뒤 생각 없이,-1
8743,앞뒤를 가리지 않고,-1
8744,앞뒤를 고려하지 않고,-1
8745,앞뒤를 헤아리지 아니하고,-1
8746,앞뒤를 헤아리지 않고,-1
8747,앞선 상태에,1
8748,앞으로 나가지 못하고,-1
8749,앞으로 나아가게,1
8750,앞으로 나아가지 못하고,-1
8751,앞으로 좋게,1
8752,앞이 막막하게,-2
8753,앞잡이,-1
8754,앞잡이 노릇,-1
8755,앞잡이 노릇을,-1
8756,앞질러,1
8757,앞질러 나서는,1
8758,애가 쓰이다,-1
8759,애가 자꾸 타는,-1
8760,애가 자꾸 타다,-1
8761,애가 타는,-1
8762,애가 타다,-1
8763,애가 타서,-1
8764,애가 탐,-1
8765,애교가 있어서,1
8766,애달파하는,-2
8767,애달파하는 일,-2
8768,애달파하다,-2
8769,애달프게,-2
8770,애달프게 자꾸,-2
8771,애달프게 짖는,-2
8772,애달프다,-2
8773,애도함,-2
8774,애를 먹는,-1
8775,애를 먹다,-1
8776,애를 써,-1
8777,애를 써서,-1
8778,애를 쓰는,-1
8779,애를 쓰다,-1
8780,애를 태우다,-1
8781,애석,-2
8782,애석하다,-2
8783,애쓰는,-1
8784,애쓰는 모양,-1
8785,애쓰다,-1
8786,애옥살림하다,-1
8787,애절한,-2
8788,애절한 그리움,-2
8789,애정,1
8790,애정 어린,2
8791,애정이나,1
8792,애정이나 감정을,1
8793,애지석지,2
8794,애지석지하다,2
8795,애지중지,2
8796,애지중지하다,2
8797,애착,1
8798,애착하다,1
8799,애처가,1
8800,애처로이,-2
8801,애처롭거나,-2
8802,애처롭게,-2
8803,애처롭고,-2
8804,애처롭고 쓸쓸하다,-2
8805,애처롭다,-2
8806,애타는,-1
8807,애타는 마음,-1
8808,애타심,1
8809,애타적,1
8810,애탄,-2
8811,애통,-2
8812,애통하다,-2
8813,애통할,-2
8814,애통할 때,-2
8815,애통히,-2
8816,애틋하게,1
8817,애틋하게 생각하고,1
8818,야금야금 빼앗다,-1
8819,야단스러워지는,-1
8820,야단스러워지는 모양,-1
8821,야단스럽게,-1
8822,야단스럽게 떠들어,-1
8823,야단스럽게 부르짖으며,-1
8824,야단스럽게 울기도,-1
8825,야단스럽고,-1
8826,야단스럽고 부산하게,-1
8827,야들야들하게,1
8828,야들야들하게 보드랍고,1
8829,야들야들한,1
8830,야들야들한 느낌이,1
8831,야멸치게,-2
8832,야멸치게 말하다,-2
8833,야멸치고,-2
8834,야멸치고 인정이,-2
8835,야무지게,2
8836,야무지고,2
8837,야무지고 굳세게,2
8838,야무지고 튼튼하게,2
8839,야무지다,2
8840,야무지지 못하고,-2
8841,야무지지 못하다,-2
8842,야무지지 못하여,-2
8843,야무지지 못한,-2
8844,야무진,1
8845,야무진 느낌을,1
8846,야물다,1
8847,야물지 못하고,-1
8848,야박스럽다,-2
8849,야박히,-2
8850,야비하다,-2
8851,야비한,-2
8852,야살스러운,-2
8853,야살스러운 데가,-2
8854,야살스러움,-2
8855,야살스럽게,-2
8856,야살스럽게 웃는,-2
8857,야속,-2
8858,야속스럽다,-2
8859,야속스레,-2
8860,야속하게,-2
8861,야속하게 여겨,-2
8862,야속하게 여기는,-2
8863,야속하다,-2
8864,야속히,-2
8865,야위거나,-1
8866,야위거나 메말라,-1
8867,야위고,-1
8868,야위다,-1
8869,야위어,-1
8870,야윈,-1
8871,야윈 데가,-1
8872,야윈 모양,-1
8873,야유할,-2
8874,야유할 때,-2
8875,야풍,-2
8876,야필패,-1
8877,약간 고까워하는,-2
8878,약간 곯은,-2
8879,약간 다급하게,-1
8880,약간 머뭇거리다,-1
8881,약간 쉰,-1
8882,약간 시들어,-1
8883,약간 움츠러드는,-1
8884,약간 짓무르고,-1
8885,약간 차갑게,-1
8886,약빠르고,-1
8887,약빠르고 밉다,-1
8888,약빠르지,-1
8889,약빠르지 못하다,-1
8890,약삭빠르다,1
8891,약속을 지키다,1
8892,약속이 성립하다,1
8893,약은 사람,-2
8894,약을 올리거나,-2
8895,약이 올라,-2
8896,약점,-2
8897,약점을,-1
8898,약점을 잡아,-1
8899,약탈하거나,-2
8900,약탈하거나 노략질하는,-2
8901,약탈하거나 노략질함을,-2
8902,약하거나,-1
8903,약하고,-1
8904,약하다,-1
8905,약하면,-1
8906,약하면 피는,-1
8907,약하여,-1
8908,약하여서,-1
8909,약하여져서,-1
8910,약하여지는,-1
8911,약하여지는 병,-1
8912,약하여지는 증상,-1
8913,약하여진 증상,-1
8914,약한,-1
8915,약한 상태에,-1
8916,약한 자는,-1
8917,약해져서,-1
8918,약해지다,-1
8919,약해진,-1
8920,약해진 눈,-1
8921,얄망궂고,-1
8922,얄망궃고,-2
8923,얄망궃고 능청스러운,-2
8924,얄미운,-2
8925,얄미운 데가,-2
8926,얄미운 태도로,-2
8927,얄미울,-2
8928,얄미울 정도로,-2
8929,얄밉게,-2
8930,얄밉게 구는,-2
8931,얄밉게 넘어다보는,-2
8932,얄밉게 놀기만,-2
8933,얄밉게 빈정거리며,-2
8934,얄밉게 우는,-2
8935,얄밉게 이죽이죽하면서,-2
8936,얄밉게 흔들리거나,-2
8937,얄밉고,-2
8938,얄밉다,-2
8939,얌전하고,1
8940,얌전하지 않아,-2
8941,얌치없이,-1
8942,얌치없이 태연하다,-1
8943,양기가 부족하여,-1
8944,양기가 허하여,-1
8945,양득,1
8946,양보하지 아니하다,-1
8947,양보하지 않고,-1
8948,양심에 거리끼어,-1
8949,양심에 벗어나는,-1
8950,양심을 속이다,-1
8951,얕보다,-1
8952,얕잡거나,-2
8953,얕잡거나 업신여기다,-2
8954,얕잡아,-2
8955,얕잡아 보다,-2
8956,얕잡아 봄,-2
8957,어그러뜨리다,-1
8958,어그러지고,-1
8959,어그러지고 사나운,-1
8960,어그러지다,-1
8961,어긋나,-1
8962,어긋나 나쁘다,-2
8963,어긋나 있게,-1
8964,어긋나 있다,-1
8965,어긋나게,-1
8966,어긋나고,-1
8967,어긋나고 비뚤어져서,-1
8968,어긋나는,-1
8969,어긋나는 데가,-1
8970,어긋나는 생각,-2
8971,어긋나는 생각을,-2
8972,어긋나다,-1
8973,어긋나지 아니하게,1
8974,어긋나지 아니하고,1
8975,어긋나지 않고,1
8976,어긋남에도 불구하고,-1
8977,어긋남이 없는,1
8978,어긋남이 없다,1
8979,어긋남이 없이,1
8980,어기다,-1
8981,어두운 빛을,-1
8982,어두운 상태,-1
8983,어두침침하게,-1
8984,어두침침하게 까무스름하다,-1
8985,어두침침하고,-1
8986,어두침침하고 쓸쓸하다,-1
8987,어둑하다,-1
8988,어둡거나,-1
8989,어둡거나 험하여,-1
8990,어둡고,-1
8991,어둡고 침침하다,-1
8992,어둡다,-1
8993,어떤 두려움으로,-1
8994,어떤 병이,-1
8995,어떤 병이나,-1
8996,어떤 약점을,-1
8997,어려우며,-2
8998,어려운,-2
8999,어려운 고비를,-2
9000,어려운 대목에서,-2
9001,어려운 데가,-2
9002,어려운 모양,-2
9003,어려운 버릇,-2
9004,어려운 병,-2
9005,어려운 상태가,-2
9006,어려운 상태이다,-2
9007,어려운 상황을,-2
9008,어려운 일에,-2
9009,어려운 일을,-2
9010,어려운 일이나,-2
9011,어려운 지경에,-2
9012,어려운 지경에서,-2
9013,어려운 처지나,-2
9014,어려운 처지에,-2
9015,어려운 형편에,-2
9016,어려울,-2
9017,어려울 정도로,-2
9018,어려움,-2
9019,어려움 없이,1
9020,어려움에,-2
9021,어려움을 극복하다,1
9022,어려워,-2
9023,어려워서,-2
9024,어려워서 애를 먹는,-2
9025,어려워하는,-2
9026,어려워하는 모양,-2
9027,어려워하다,-2
