,단어,점수
4280,먹을 수 없게,-1
4281,먹음새가 좋아서,1
4282,먹지 못하는,-1
4283,먹튀,-1
4284,먼지,-1
4285,먼지 따위가,-1
4286,멀건,-1
4287,멀건 모양,-1
4288,멀겋게,-1
4289,멀겋다,-1
4290,멀끔하게,2
4291,멀끔하게 번듯이,2
4292,멀끔하다,2
4293,멀끔한,2
4294,멀끔한 모양,2
4295,멀끔히,2
4296,멀끔히 가다듬어,2
4297,멀리하다,-1
4298,멀리함,-1
4299,멀쑥하게,1
4300,멀쑥하다,1
4301,멀쑥한,1
4302,멀쑥한 모양,1
4303,멀어진 듯한,-1
4304,멀쩡하다,1
4305,멈칫하거나,-1
4306,멋,2
4307,멋들어지게,2
4308,멋들어지게 부드럽고,1
4309,멋스러운,2
4310,멋스러운 경치를,2
4311,멋스럽다,2
4312,멋없다,-2
4313,멋없이,-2
4314,멋없이 가볍게,-1
4315,멋없이 걷는,-2
4316,멋없이 까다롭게,-2
4317,멋없이 까다롭다,-2
4318,멋없이 우쭐하는,-2
4319,멋없이 우쭐하다,-2
4320,멋없이 행동하는,-2
4321,멋없이 행동하다,-2
4322,멋없이 흔들리는,-2
4323,멋없이 흔들리다,-2
4324,멋을,2
4325,멋이 없다,-2
4326,멋이 있는,2
4327,멋이 있다,2
4328,멋이나,2
4329,멋있거나,2
4330,멋있는,2
4331,멋있다,2
4332,멋쟁이,2
4333,멋지게,2
4334,멋지고,2
4335,멋지고 부드러운,2
4336,멋지고 훌륭한,2
4337,멋지다,2
4338,멋진,1
4339,멋쩍거나,-1
4340,멋쩍고,-1
4341,멋쩍다,-1
4342,멋쩍은,-1
4343,멋쩍은 사람,-1
4344,멋쩍음,-1
4345,멍청이,-2
4346,멍청하거나,-2
4347,멍청하고,-2
4348,멍청하다,-2
4349,멍청한,-2
4350,멍청한 모양,-2
4351,멍청한 사람,-2
4352,멍청한 정도로,-2
4353,멍하고,-1
4354,멍하고 앞이,-1
4355,멍한,-1
4356,멍한 모양,-1
4357,멍한 상태로,-1
4358,메말라,-2
4359,메스꺼움,-2
4360,메스꺼워,-2
4361,메스꺼워 구역질이,-2
4362,메스꺼워 토하며,-2
4363,메스껍고,-2
4364,메스껍고 느끼하다,-2
4365,메스껍고 느끼해지다,-2
4366,메스껍다,-2
4367,메슥메슥하여,-2
4368,메슥메슥한,-2
4369,메슥메슥한 느낌이,-2
4370,멘붕,-2
4371,면색여토하다,-2
4372,면직을,-1
4373,면직을 당하다,-1
4374,멸망시키다,-2
4375,멸망함,-2
4376,멸명되다,-2
4377,멸시,-2
4378,멸시감,-2
4379,멸시당하는,-2
4380,멸시당하는 느낌,-2
4381,멸시되다,-2
4382,멸시하거나,-2
4383,멸시하다,-2
4384,멸여,-2
4385,멸여되다,-2
4386,멸여하다,-2
4387,명랑하고,2
4388,명랑하고 천진하게,2
4389,명랑하다,2
4390,명량하고,2
4391,명량하다,2
4392,명량한,2
4393,명령을 거짓으로,-1
4394,명망을 잃거나,-2
4395,명망을 잃다,-2
4396,명망을 잃음,-2
4397,명망이 높은,2
4398,명백하지 않은,-1
4399,명복을 빌고,1
4400,명복을 빌다,1
4401,명성,2
4402,명성이 높다,-1
4403,명예,2
4404,명예 훼손,-2
4405,명예로운,2
4406,명예롭다,1
4407,명예롭지 못한,-2
4408,명예훼손,-1
4409,명존세,-2
4410,명쾌하다,2
4411,명쾌한,1
4412,명쾌함,1
4413,모두 잃거나,-2
4414,모두 지쳐,-2
4415,모략,-1
4416,모르거나,-1
4417,모르게 없어져,-1
4418,모르는,-1
4419,모르는 듯하다,-1
4420,모르는 모양,-1
4421,모르는 사람,-1
4422,모르는 체하다,-1
4423,모르는 체하며,-1
4424,모르는 체함,-1
4425,모범으로,2
4426,모범으로 삼아,2
4427,모범이 될,2
4428,모순,-1
4429,모순되다,-1
4430,모순된,-1
4431,모순된 것을,-1
4432,모순을 초월한,1
4433,모시,-1
4434,모양,0
4435,모양새가 밉살스러운,-1
4436,모양이 꼼꼼하고,1
4437,모양이 아름다워,2
4438,모양이 흉하게,-2
4439,모양이 흉하고,-2
4440,모여 수선스럽게,-1
4441,모욕,-2
4442,모욕을,-2
4443,모욕을 당하거나,-2
4444,모자라 아쉽거나,-1
4445,모자라거나,-1
4446,모자라거나 낮다,-1
4447,모자라거나 없어서,-1
4448,모자라게 되다,-1
4449,모자라기는,-1
4450,모자라는,-1
4451,모자라는 듯하다,-1
4452,모자라는 상태를,-1
4453,모자라다,-1
4454,모자라서,-1
4455,모자라서 안타깝고,-1
4456,모자란,-1
4457,모자란 듯하다,-1
4458,모자란 듯한,-1
4459,모자람이 없을,1
4460,모자람이 없이,1
4461,모조리 뒤지어 훔치다,-1
4462,모조리 파괴되어,-2
4463,모조리 파괴하여,-2
4464,모조리 훔치거나,-2
4465,모진,-2
4466,모진 고통을,-2
4467,모질게,-2
4468,모질고,-2
4469,모질고 억세다,-2
4470,모질고 잔인한,-2
4471,모질다,-2
4472,모짊,-2
4473,모호하거나,-1
4474,모호하게,-1
4475,모호하게 하다,-1
4476,모호하다,-1
4477,모호하여,-1
4478,목구멍에 걸려,-2
4479,목구멍이 헐어서,-1
4480,목소리가 쉰,-1
4481,목숨을 끊다,-2
4482,목숨이 거의 다 되어,-2
4483,목숨이 거의 다 된 생태,-2
4484,목숨이 얼마 남지 않은,-2
4485,목숨이 위태로울,-2
4486,목이 마르고,-1
4487,목이 뻣뻣해지기도,-1
4488,목이 잠기는,-1
4489,목이 텁텁하여,-1
4490,목적을 달성한,2
4491,목적을 이룸,2
4492,몰래,-1
4493,몰래 가지다,-1
4494,몰래 사고파는,-1
4495,몰래 삼,-1
4496,몰래 팖,-1
4497,몰래 훔치거나,-1
4498,몰래 훔치다,-1
4499,몰래 훔침으로써,-1
4500,몰아대거나,-1
4501,몰아대다,-1
4502,몰아붙이듯이,-2
4503,몰아붙이듯이 공격하다,-2
4504,몰아세우다,-1
4505,몰아쳐서,-2
4506,몰인정,-1
4507,몸가짐을 점잖고,2
4508,몸가짐이 의젓하고,1
4509,몸보신하다,1
4510,몸살,-1
4511,몸살나다,-2
4512,몸에 부스럼이나,-1
4513,몸을 가누지 못함,-1
4514,몸을 깜찍하게,1
4515,몸을 단련하거나,1
4516,몸을 더럽히다,-2
4517,몸을 뒤척거리다,-1
4518,몸을 보하는,1
4519,몸을 움츠리는,-1
4520,몸을 움츠린다는,-1
4521,몸을 움츠림을,-1
4522,몸을 조리함,1
4523,몸을 튼튼하게,2
4524,몸이 거북하다,-2
4525,몸이 건강하고,2
4526,몸이 굳어지다,-1
4527,몸이 떨리는,-1
4528,몸이 불편하거나,-2
4529,몸이 불편하다,-2
4530,몸이 불편하여,-2
4531,몸이 불편함,-2
4532,몸이 붓고,-1
4533,몸이 붓는,-1
4534,몸이 뻐근하게,-1
4535,몸이 실하고,2
4536,몸이 야위는,-1
4537,몸이 야위어,-1
4538,몸이 약하거나,-1
4539,몸이 약하여,-1
4540,몸이 약하여서,-1
4541,몸이 약하여져서,-1
4542,몸이 여위게,-1
4543,몸이 여위고,-1
4544,몸이 여위어,-1
4545,몸이 움츠러들거나,-1
4546,몸이 지쳐,-1
4547,몸이 참,-1
4548,몸이 허약하여,-1
4549,몸이 회복되다,2
4550,몸져눕게,-2
4551,몸져눕게 만들다,-2
4552,몸져눕는,-2
4553,몸져눕는 상태가,-2
4554,몸짱,1
4555,몹시 가난하고,-2
4556,몹시 가난하여,-2
4557,몹시 가난한,-2
4558,몹시 가렵고,-2
4559,몹시 가쁘고,-2
4560,몹시 갑갑하고,-2
4561,몹시 거북스럽게,-2
4562,몹시 거북하거나,-2
4563,몹시 거칠게,-2
4564,몹시 거칠고,-2
4565,몹시 거칠다,-2
4566,몹시 거칠어,-2
4567,몹시 겁을,-2
4568,몹시 게으름을,-2
4569,몹시 경망스럽게,-2
4570,몹시 고단하다,-2
4571,몹시 고단하여,-2
4572,몹시 고생스러운,-2
4573,몹시 고통을,-2
4574,몹시 괴로운,-2
4575,몹시 괴롭고,-2
4576,몹시 괴롭다,-2
4577,몹시 괴롭히거나,-2
4578,몹시 구속하다,-2
4579,몹시 군색함,-2
4580,몹시 군소리를,-2
4581,몹시 굳은,-2
4582,몹시 굼뜨고,-2
4583,몹시 궁하고,-2
4584,몹시 귀찮게,-2
4585,몹시 귀찮아하도록,-2
4586,몹시 긴장하거나,-2
4587,몹시 까불어서,-2
4588,몹시 까칠하다,-2
4589,몹시 꺼불다,-2
4590,몹시 꺼칠하다,-2
4591,몹시 끌리도록,1
4592,몹시 난처하거나,-2
4593,몹시 낡고,-2
4594,몹시 노엽거나,-2
4595,몹시 노하여,-2
4596,몹시 놀라,-2
4597,몹시 놀라거나,-2
4598,몹시 느리고,-2
4599,몹시 답답하고,-2
4600,몹시 답답한,-2
4601,몹시 대단하고,2
4602,몹시 더듬는,-2
4603,몹시 더러운,-2
4604,몹시 더러워진,-2
4605,몹시 더럽고,-2
4606,몹시 더럽다,-2
4607,몹시 더운,-2
4608,몹시 두려워서,-2
4609,몹시 두렵고,-2
4610,몹시 뒤엉키어,-2
4611,몹시 따뜻하다,2
4612,몹시 딱하고,-2
4613,몹시 뜨거운,-2
4614,몹시 뜨겁다,-2
4615,몹시 만족스러운,2
4616,몹시 많거나,2
4617,몹시 멋없이,-2
4618,몹시 메스꺼워,-2
4619,몹시 못마땅하거나,-2
4620,몹시 못살게,-2
4621,몹시 무덥고,-2
4622,몹시 무서운,-2
4623,몹시 무섭거나,-2
4624,몹시 무질서하게,-2
4625,몹시 미련하거나,-2
4626,몹시 미련하고,-2
4627,몹시 미련한,-2
4628,몹시 미움을,-2
4629,몹시 바쁘게,-2
4630,몹시 반드러운,2
4631,몹시 반드럽다,2
4632,몹시 버릇없이,-2
4633,몹시 번드럽다,2
4634,몹시 분하거나,-2
4635,몹시 분하고,-2
4636,몹시 분하여,-2
4637,몹시 불평스럽게,-2
4638,몹시 비굴하게,-2
4639,몹시 사나운,-2
4640,몹시 사납다,-2
4641,몹시 사랑스럽다,2
4642,몹시 사랑하거나,2
4643,몹시 사랑하고,2
4644,몹시 살기,-2
4645,몹시 상하다,-2
4646,몹시 상한,-2
4647,몹시 상함,-2
4648,몹시 샐그러뜨리며,-2
4649,몹시 샘바르고,-2
4650,몹시 서두르며,-2
4651,몹시 설레어,2
4652,몹시 성을,-2
4653,몹시 소란하고,-2
4654,몹시 소모되어,-2
4655,몹시 수척하다,-2
4656,몹시 쉬거나,-2
4657,몹시 슬퍼하면서,-2
4658,몹시 슬프게,-2
4659,몹시 슬프고,-2
4660,몹시 시끄럽고,-2
4661,몹시 시끄럽다,-2
4662,몹시 시들한,-2
4663,몹시 시장하거나,-2
4664,몹시 시큰둥한,-2
4665,몹시 싫어하는,-2
4666,몹시 싫어하여,-2
4667,몹시 싫어함을,-2
4668,몹시 심하게,-2
4669,몹시 심하여,-2
4670,몹시 심한,-2
4671,몹시 싱겁게,-2
4672,몹시 싸늘한,-2
4673,몹시 쑤시고,-2
4674,몹시 쓰리고,-2
4675,몹시 씁쓰레하게,-2
4676,몹시 아끼고,2
4677,몹시 아니꼽다,-2
4678,몹시 아리고,-2
4679,몹시 아쉽다,-2
4680,몹시 아프거나,-2
4681,몹시 아프게,-2
4682,몹시 아프고,-2
4683,몹시 아픈,-2
4684,몹시 악독하게,-2
4685,몹시 악한,-2
4686,몹시 안타깝게,-2
4687,몹시 앓는,-2
4688,몹시 앓다,-2
4689,몹시 앓음,-2
4690,몹시 암상스럽게,-2
4691,몹시 애를,-2
4692,몹시 애쓰다,-2
4693,몹시 야무지고,2
4694,몹시 야위고,-2
4695,몹시 야윈,-2
4696,몹시 약하여지는,-2
4697,몹시 어긋나고,-2
4698,몹시 어려운,-2
4699,몹시 어색하거나,-2
4700,몹시 어수선하게,-2
4701,몹시 어수선하다,-2
4702,몹시 어수선한,-2
4703,몹시 어지러워,-2
4704,몹시 어지럽고,-2
4705,몹시 억누르는,-2
4706,몹시 억누르다,-2
4707,몹시 억울하거나,-2
4708,몹시 언짢거나,-2
4709,몹시 얼떨떨하다,-2
4710,몹시 얽은,-2
4711,몹시 여윈,-2
4712,몹시 외로워하다,-2
4713,몹시 요망스럽게,-2
4714,몹시 우물거리며,-2
4715,몹시 우물쭈물하는,-2
4716,몹시 우직스럽게,-2
4717,몹시 울렁거리는,-2
4718,몹시 울렁거리다,-2
4719,몹시 원망스럽고,-2
4720,몹시 원망하듯,-2
4721,몹시 위태로움,-2
4722,몹시 자지러지게,-2
4723,몹시 즐겨서,2
4724,몹시 즐기는,2
4725,몹시 지저분하게,-2
4726,몹시 지쳐,-2
4727,몹시 지쳐서,-2
4728,몹시 지치거나,-2
4729,몹시 지친,-2
4730,몹시 찡그리다,-2
4731,몹시 참혹함을,-2
4732,몹시 초라하다,-2
4733,몹시 취하여,-2
4734,몹시 침침해지다,-2
4735,몹시 탄식하다,-2
4736,몹시 피곤하거나,-2
4737,몹시 피로하여,-2
4738,몹시 하찮고,-2
4739,몹시 해지거나,-2
4740,몹시 허둥거리는,-2
4741,몹시 허약할,-2
4742,몹시 허약해진,-2
4743,몹시 허전하다,-2
4744,몹시 허전한,-2
4745,몹시 호된,-2
4746,몹시 화가,-2
4747,몹시 화나게,-2
4748,몹시 화를,-2
4749,몹시 흉악하게,-2
4750,몹시 흉악하다,-2
4751,몹시 흉악한,-2
4752,몹시 흉악함,-2
4753,몹시 흉하거나,-2
4754,몹시 흐려지다,-2
4755,몹시 흐리멍덩하게,-2
4756,몹시 흥분하거나,-2
4757,몹시 희다,0
4758,몹시 힘겹게,-2
4759,몹시 힘들거나,-2
4760,몹쓸,-2
4761,몹쓸 행동을,-2
4762,못,0
4763,못 가누다,-1
4764,못 견디게,-2
4765,못 견디다,-2
4766,못 되다,-2
4767,못 되도록,-2
4768,못 미쳐,-1
4769,못 쓰게,-1
4770,못 하게,-1
4771,못 하게 하다,-1
4772,못 하다,-1
4773,못나게,-2
4774,못나고,-2
4775,못난,-2
4776,못난 사람,-2
4777,못난 사람을,-2
4778,못난 사람의,-2
4779,못난 사람이나,-1
4780,못난 수단,-2
4781,못난 짓,-2
4782,못난이,-2
4783,못남,-2
4784,못났다,-2
4785,못되게,-2
4786,못되게 굴어,-2
4787,못된,-2
4788,못된 꾀,-2
4789,못된 꾀로,-2
4790,못된 사람을,-2
4791,못된 사람이나,-2
4792,못된 성품을,-2
4793,못된 일에,-2
4794,못된 일을,-2
4795,못된 입,-2
4796,못된 장난을,-2
4797,못된 짓,-2
4798,못된 짓을,-2
4799,못마땅하거나,-2
4800,못마땅하게,-2
4801,못마땅하게 노려보다,-2
4802,못마땅하게 여겨,-2
4803,못마땅하게 여기는,-2
4804,못마땅하게 여기다,-2
4805,못마땅하게 여기어,-2
4806,못마땅하게 여김,-2
4807,못마땅하게 여김을,-2
4808,못마땅하다,-2
4809,못마땅하며,-2
4810,못마땅하여,-2
4811,못마땅하여 군소리를,-2
4812,못마땅하여 기분이,-2
4813,못마땅하여 시들하다,-2
4814,못마땅하여서 내는,-2
4815,못마땅한,-2
4816,못마땅한 것을,-2
4817,못마땅한 것이,-2
4818,못마땅한 사람이나,-2
4819,못마땅할,-2
4820,못마땅할 때,-2
4821,못마땅할 때에,-2
4822,못마땅해하면서,-2
4823,못살게,-2
4824,못살게 구는,-2
4825,못살게 군다는,-2
4826,못살게 굴거나,-2
4827,못살게 굴다,-2
4828,못살게 굴며,-2
4829,못생겨서,-2
4830,못생겨서 흉하게,-2
4831,못생겼다,-2
4832,못생기다,-2
4833,못생긴,-1
4834,못생김,-2
4835,못하거나,-2
4836,못하게,-2
4837,못하게 되다,-2
4838,못하게 망치다,-2
4839,못하게 방해하다,-2
4840,못하게 하다,-2
4841,못하겠다고,-2
4842,못하겠다고 버티다,-2
4843,못하고,-2
4844,못하고 나쁘다,-2
4845,못하고 몸져눕는,-2
4846,못하고 실없이,-2
4847,못하고 어물어물하다,-2
4848,못하고 엉성하고,-2
4849,못하고 쪼들리게,-2
4850,못하고 허술한,-2
4851,못하고 희미하게,-1
4852,못하는 결점,-2
4853,못하는 모양,-1
4854,못하는 상태,-1
4855,못하는 상태가,-2
4856,못하는 상태로,-1
4857,못하다,-2
4858,못하던,-1
4859,못하던 일,-1
4860,못하도록,-1
4861,못하도록 억지로,-2
4862,못하여,-1
4863,못하여 당하다,-2
4864,못하여 순진하고,-1
4865,못하여 안타깝다,-2
4866,못하여 어수선하고,-2
4867,못한,-1
4868,못한 데가,-2
4869,못한 상태이다,-2
4870,못한 자는,-1
4871,못한 형편을,-2
4872,못할 만큼,-1
4873,못할 만한,-1
4874,못함을,-1
4875,몽땅 빼앗거나,-2
4876,몽땅 없애다,-2
4877,무가치,-1
4878,무가치하고,-2
4879,무가치하고 무의미하게,-2
4880,무거운 걸음으로,-2
4881,무거운 기운이,-2
4882,무거운 발걸음으로,-2
4883,무거운 분위기나,-2
4884,무겁거나 하여,-1
4885,무겁고 투박하다,-2
4886,무겁다,-1
4887,무게 있게,1
4888,무게가 있게,1
4889,무게가 있는,1
4890,무게가 있다,1
4891,무관심,-1
4892,무관심하다,-2
4893,무관심한,-1
4894,무궁무진하다,1
4895,무기력,-2
4896,무기력하다,-1
4897,무기력한,-2
4898,무기력함,-1
4899,무너뜨리다,-2
4900,무너지게,-2
4901,무너지게 하다,-2
4902,무너지는,-2
4903,무너지는 소리가,-2
4904,무너지다,-2
4905,무너짐,-2
4906,무뇌충,-2
4907,무능력,-1
4908,무능하다,-1
4909,무능한,-1
4910,무단 결석,-2
4911,무단결석,-2
4912,무더위로,-2
4913,무디다,-2
4914,무뚝뚝하다,-1
4915,무량한 마음을,1
4916,무례하다,-2
4917,무례한,-2
4918,무례한 것으로,-2
4919,무례한 데가,-2
4920,무례한 사람을,-2
4921,무례함,-2
4922,무료로,1
4923,무르게 생긴,-1
4924,무르고 부드러운,1
4925,무르고 부드럽다,1
4926,무릎이 시리고,-1
4927,무리에서 기피되어,-1
4928,무리에서 기피하여,-1
4929,무리하게,-1
4930,무리하다,-1
4931,무모하다,-1
4932,무모한,-1
4933,무분별한,-2
4934,무사히,1
4935,무서운,-2
4936,무서운 꿈에,-2
4937,무서운 느낌이,-2
4938,무서운 말이나,-2
4939,무서운 사람,-2
4940,무서울,-2
4941,무서울 정도로,-2
4942,무서움,-2
4943,무서움 때문에,-2
4944,무서움을,-2
4945,무서움을 느낄,-2
4946,무서워,-2
4947,무서워서,-2
4948,무서워서 간신히,-2
4949,무서워서 지르는,-2
4950,무서워하는,-2
4951,무서워하는 증상,-2
4952,무서워하여,-2
4953,무섭거나,-2
4954,무섭거나 놀라서,-2
4955,무섭거나 두려운,-2
4956,무섭거나 아파서,-2
4957,무섭거나 징그러울,-2
4958,무섭거나 차가움을,-2
4959,무섭거나 추워서,-2
4960,무섭고,-2
4961,무섭고 끔찍하다,-2
4962,무섭고 끔찍한,-2
4963,무섭고 두려워서,-2
4964,무섭기까지,-2
4965,무섭다,-2
4966,무시당하다,-2
4967,무시하다,-1
4968,무안을,-2
4969,무안을 당하거나,-2
4970,무안을 당하다,-2
4971,무안하거나,-2
4972,무안하고,-2
4973,무안하고 부끄럽게,-2
4974,무안하고 부끄럽다,-2
4975,무엇에 얽매여서,-1
4976,무엇을 바라거나,1
4977,무엇을 보고도 제대로 알지 못하는 사람,-2
4978,무엇을 융통하거나,1
4979,무엇을 잃거나,-2
4980,무엇을 좋아하여,2
4981,무엇을 토하다,-1
4982,무엇이 훌륭하거나,2
4983,무용적 조화와,1
4984,무의미하게,-2
4985,무의미하다,-2
4986,무의미한,-1
4987,무의미한 말이나,-1
4988,무의하다,-2
4989,무자비하다,-2
4990,무자비한,-1
4991,무정한,-2
4992,무정한 행동이나,-2
4993,무지근한,-1
4994,무지근한 증상이,-1
4995,무지러져서,-1
4996,무지하고,-2
4997,무지하고 포악하며,-2
4998,무지하고 하찮은,-2
4999,무질서하게,-2
5000,무질서하게 고부라져,-2
5001,무질서하게 몰려드는,-2
5002,무질서하게 부러지거나,-2
5003,무질서하게 일어나는,-2
5004,무질서하고,-2
5005,무질서한,-2
5006,무질서한 정치,-2
5007,무책임,-2
5008,무책임하다,-2
5009,무탈하다,2
5010,무편무당하다,1
5011,무한이기주의,-1
5012,무해하다,2
5013,무해한,1
5014,무형적 손해를,-1
5015,무효로,-1
5016,무효로 하다,-1
5017,무효로 함,-1
5018,문드러져,-1
5019,문드러지다,-1
5020,문란하게,-2
5021,문란하여진,-1
5022,문란하여진 법도,-1
5023,문맹,-1
5024,문맹 상태를,-1
5025,문제 삼아,-1
5026,문제의 아름다움과,2
5027,문체가 화려하게,1
5028,문학에 뛰어나고,2
5029,물건 따위를 아끼지 아니하고,-1
5030,물건을 훔쳐,-2
5031,물건을 훔치거나,-1
5032,물건을 훔치는,-1
5033,물건을 훔치려고,-2
5034,물건을 훔친다는,-2
5035,물건이 귀엽게,2
5036,물러나다,-1
5037,물러서거나,-1
5038,물리거나,-1
5039,물리거나 지루해져서,-1
5040,물리거나 질리다,-1
5041,물리거나 질림,-1
5042,물어 주다,-1
5043,물어뜯거나,-1
5044,물에 빠져,-1
5045,물이 맑고,1
5046,물이 오르다,1
5047,물정에 밝은,1
5048,물질대사가 안되어,-1
5049,물질적인 이득이나,2
5050,물집,-1
5051,뭇사람을 구제함,1
5052,뭐서워서 자꾸,-2
5053,므흣하다,1
5054,미개하다,-1
5055,미개하여,-2
5056,미개한,-2
5057,미끄러운,1
5058,미끄러운 모양,1
5059,미끈하다,1
5060,미덥지,0
5061,미덥지 못하게,-2
5062,미덥지 못하다,-2
5063,미덥지 못한,-2
5064,미덥지 못한 행동을,-2
5065,미덥지 아니하고,-2
5066,미덥지 아니한,-2
5067,미덥지 않은,-2
5068,미띤,-1
5069,미련이,-2
5070,미련이 남아,-2
5071,미련하거나,-2
5072,미련하고,-2
5073,미련하고 험상궃은,-2
5074,미련하다,-2
5075,미련하여,-2
5076,미련한,-2
5077,미련한 데가,-2
5078,미련한 사람을,-2
5079,미루거나,-1
5080,미루다,-1
5081,미루지 않고,1
5082,미묘하여,1
5083,미세함,1
5084,미소,2
5085,미소를 보냄을,1
5086,미숙하다,-1
5087,미숙하여,-1
5088,미숙한,-1
5089,미안하게,-1
5090,미안하고,-1
5091,미안하고 딱하게,-2
5092,미안하고 딱하다,-2
5093,미안하다,-1
5094,미안하여,-1
5095,미안하여 어색하다,-2
5096,미안함,-1
5097,미약하다,-1
5098,미운,-2
5099,미운 듯한,-2
5100,미운 듯한 데가,-2
5101,미운 사람을,-2
5102,미운 얼굴이나,-2
5103,미운 짓을,-2
5104,미움을,-2
5105,미움을 받을,-2
5106,미움을 받을 만한,-2
5107,미워하고,-2
5108,미워하고 깎아내리려,-2
5109,미워하고 꺼림,-2
5110,미워하는,-2
5111,미워하는 감정,-2
5112,미워하는 기색,-2
5113,미워하는 마음,-2
5114,미워하는 생각이나,-2
5115,미워하다,-2
5116,미워할,-2
5117,미워함,-2
5118,미워함을,-2
5119,미워함을 이르는,-2
5120,미워해,-2
5121,미인,2
5122,미천한,-2
5123,미천한 사람을,-2
5124,미치겠다,-2
5125,미치지 못하게,-1
5126,미치지 못함을,-1
5127,미치지 못해,-1
5128,미친,-2
5129,미친 사람처럼,-2
5130,미친 증세가,-2
5131,미친개의,-1
5132,미칠 만하게,-1
5133,미혹한,-2
5134,미혹한 마음,-2
5135,믿고,1
5136,믿고 의지하다,1
5137,믿다,1
5138,믿을 만하고,2
5139,믿을 수 없을 정도로,1
5140,믿음,1
5141,믿음성,2
5142,믿음성 있게,2
5143,믿음을,1
5144,믿음직스러운,2
5145,믿음직스러워,2
5146,믿음직스럽게,2
5147,믿음직스럽고,2
5148,믿음직스럽다,2
5149,믿음직하고,2
5150,믿음직할,2
5151,믿음직할 정도로,2
5152,믿지 못하는,-2
5153,믿지 못하다,-2
5154,믿지 못할,-2
5155,믿지 아니하거나,-2
5156,밀려나다,-1
5157,밀려나지 않고,0
5158,밀린 사람,-1
5159,밉게,-2
5160,밉게 노는,-2
5161,밉게 보이는,-2
5162,밉게 생긴,-2
5163,밉게 여기거나,-2
5164,밉게 여기는,-2
5165,밉다,-2
5166,밉살스러운,-2
5167,밉살스러운 데가,-2
5168,밉살스럽게,-2
5169,밉살스럽게 달라붙어,-2
5170,밉살스럽게 이리저리로,-2
5171,밉살스럽게 재깔이며,-2
5172,밉살스럽게 지껄이며,-2
5173,밉살스럽고,-2
5174,밉살스럽고 짓궃게,-2
5175,밋밋하다,-1
5176,ㅂㅅ,-1
5177,바닥이 훤하게,0
5178,바라거나,0
5179,바라거나 의지하다,1
5180,바라거나 탐내는,0
5181,바라는,0
5182,바라진,-1
5183,바라진 상태,-1
5184,바람을 피우며,-1
5185,바람이 없고,0
5186,바람직스럽다,2
5187,바람직하다,2
5188,바람직한,2
5189,바래서,-1
5190,바로잡다,1
5191,바로잡아 새로운,1
5192,바르거나,2
5193,바르거나 옳게,2
5194,바르게,2
5195,바르게 고치다,1
5196,바르게 만들다,1
5197,바르고,2
5198,바르고 곧게,2
5199,바르고 곧다,2
5200,바르다,2
5201,바르며,2
5202,바르며 상냥하게,2
5203,바르며 상냥하다,2
5204,바르지 못하고,-1
5205,바르지 못하다,-1
5206,바르지 못한,-1
5207,바르지 못함,-1
5208,바르지 아니하고,-1
5209,바른,2
5210,바른 도리,2
5211,바른 말이나,2
5212,바른 일과,2
5213,바른 정치,2
5214,바른 정치로,1
5215,바른 지혜로써,2
5216,바를 이루어,2
5217,바보,-2
5218,바보같이,-1
5219,바보같이 웃는,-1
5220,바쁘게,-1
5221,바스러질 정도로,-1
5222,바이러스,-1
5223,바지직대다,-1
5224,바짝 재촉하다,-1
5225,박복함,0
5226,박약,-1
5227,박탈되고,-2
5228,박탈되어,-2
5229,박탈하고,-2
5230,박탈하다,-2
5231,박탈하여,-2
5232,박할,-2
5233,박할하다,-2
5234,반가운,2
5235,반가운 비,2
5236,반갑다,2
5237,반기다,2
5238,반기지 않는,-2
5239,반대하거나,-2
5240,반대하다,-2
5241,반드러운,2
5242,반드러운 모양,2
5243,반드럽게,2
5244,반드럽다,2
5245,반드르르하다,2
5246,반들반들,1
5247,반들반들 윤기가,1
5248,반들반들하다,1
5249,반듯하게,1
5250,반듯하고,1
5251,반듯하고 의젓한,2
5252,반란,-2
5253,반반하게,-2
5254,반반하게 생긴,-2
5255,반발하다,-2
5256,반벙어리처럼,-1
5257,반성하고,1
5258,반신불수가,-2
5259,반신불수가 되는,-2
5260,반역,-2
5261,반역을,-2
5262,반역을 꾀함,-2
5263,반지랍지 못한,-1
5264,반품남,-1
5265,반품녀,-1
5266,반하다,1
5267,반항하다,-2
5268,반항하려는,-2
5269,반항하려는 말이나,-2
5270,반항하여,-2
5271,반해버리다,1
5272,반했다,1
5273,받는 괴로움,-2
5274,받는 벌,-2
5275,받는 재앙,-2
5276,받는 해,-2
5277,받다,1
5278,받들어 공경하다,2
5279,받아들여지지 않고,-2
5280,받아들이기는커녕,-2
5281,받아들이지 않고,-2
5282,받지 못하게,-1
5283,받지 못하다,-1
5284,발기 불능,-2
5285,발길질을,-1
5286,발길질을 하다,-1
5287,발끈 성을,-2
5288,발끈대다,-2
5289,발달된,1
5290,발달된 문명,1
5291,발달하게 되다,1
5292,발달하게 하다,1
5293,발라서,1
5294,발라서 흐뭇하다,1
5295,발랄하다,2
5296,발연기,-1
5297,발열,-1
5298,발열과,0
5299,발열과 오한,-1
5300,발열이,0
5301,발육되지 못하여,-1
5302,발육이 장애를,-2
5303,발을 헛디디거나,-1
5304,발작,-2
5305,발전,1
5306,발전되도록,1
5307,발전시키는,1
5308,발전시키는 일,1
5309,발전이나,1
5310,발전하게 하다,1
5311,발전하는,1
5312,발전하다,1
