,단어,품사,점수
0,많다,V,2
1,네일,N,0
2,플러스,N,0
3,시간,N,0
4,취소,N,0
5,정지연,N,0
6,사거리,N,0
7,카카오톡,N,0
8,제주시,N,0
9,그램,N,0
10,여부,N,0
11,하다,V,0
12,변동,N,0
13,아라동,N,0
14,스타,N,0
15,시간대,N,0
16,빠르다,V,1
17,검색,N,0
18,시청,N,0
19,제거,N,0
20,제주,N,0
21,월랑,N,0
22,동시,N,0
23,환불,N,-1
24,이달,N,0
25,날짜,N,0
26,보내다,V,0
27,계좌,N,0
28,맞은편,N,0
29,예약,N,0
30,불가,N,-2
31,올리브,N,0
32,지다,V,0
33,쇼시,N,0
34,아트,N,0
35,시술,N,0
36,연락처,N,0
37,본죽,N,0
38,주다,V,0
39,성함,N,0
40,카톡,N,0
41,국민,N,0
42,친구,N,0
43,받다,V,0
44,오후,N,0
45,아이디,N,0
46,겨울,N,0
47,디자인,N,0
48,양식,N,0
49,예약금,N,0
50,사진,N,0
51,당일,N,0
52,노형동,N,0
53,가능,N,1
54,많다,V,2
55,네일,N,0
56,플러스,N,0
57,시간,N,0
58,취소,N,0
59,정지연,N,0
60,사거리,N,0
61,카카오톡,N,0
62,제주시,N,0
63,그램,N,0
64,여부,N,0
65,하다,V,0
66,변동,N,0
67,아라동,N,0
68,스타,N,0
69,시간대,N,0
70,빠르다,V,1
71,검색,N,0
72,시청,N,0
73,제거,N,0
74,제주,N,0
75,월랑,N,0
76,동시,N,0
77,환불,N,-1
78,이달,N,0
79,날짜,N,0
80,보내다,V,0
81,계좌,N,0
82,맞은편,N,0
83,예약,N,0
84,불가,N,-2
85,올리브,N,0
86,지다,V,0
87,쇼시,N,0
88,아트,N,0
89,시술,N,0
90,연락처,N,0
91,본죽,N,0
92,주다,V,0
93,성함,N,0
94,카톡,N,0
95,국민,N,0
96,친구,N,0
97,받다,V,0
98,오후,N,0
99,아이디,N,0
100,겨울,N,0
101,디자인,N,0
102,양식,N,0
103,예약금,N,0
104,사진,N,0
105,당일,N,0
106,노형동,N,0
107,가능,N,1
108,많다,V,2
109,네일,N,0
110,플러스,N,0
111,시간,N,0
112,취소,N,0
113,정지연,N,0
114,사거리,N,0
115,카카오톡,N,0
116,제주시,N,0
117,그램,N,0
118,여부,N,0
119,하다,V,0
120,변동,N,0
121,아라동,N,0
122,스타,N,0
123,시간대,N,0
124,빠르다,V,1
125,검색,N,0
126,시청,N,0
127,제거,N,0
128,제주,N,0
129,월랑,N,0
130,동시,N,0
131,환불,N,-1
132,이달,N,0
133,날짜,N,0
134,보내다,V,0
135,계좌,N,0
136,맞은편,N,0
137,예약,N,0
138,불가,N,-2
139,올리브,N,0
140,지다,V,0
141,쇼시,N,0
142,아트,N,0
143,시술,N,0
144,연락처,N,0
145,본죽,N,0
146,주다,V,0
147,성함,N,0
148,카톡,N,0
149,국민,N,0
150,친구,N,0
151,받다,V,0
152,오후,N,0
153,아이디,N,0
154,겨울,N,0
155,디자인,N,0
156,양식,N,0
157,예약금,N,0
158,사진,N,0
159,당일,N,0
160,노형동,N,0
161,가능,N,1
162,많다,V,2
163,네일,N,0
164,플러스,N,0
165,시간,N,0
166,취소,N,0
167,정지연,N,0
168,사거리,N,0
169,카카오톡,N,0
170,제주시,N,0
171,그램,N,0
172,여부,N,0
173,하다,V,0
174,변동,N,0
175,아라동,N,0
176,스타,N,0
177,시간대,N,0
178,빠르다,V,1
179,검색,N,0
180,시청,N,0
181,제거,N,0
182,제주,N,0
183,월랑,N,0
184,동시,N,0
185,환불,N,-1
186,이달,N,0
187,날짜,N,0
188,보내다,V,0
189,계좌,N,0
190,맞은편,N,0
191,예약,N,0
192,불가,N,-2
193,올리브,N,0
194,지다,V,0
195,쇼시,N,0
196,아트,N,0
197,시술,N,0
198,연락처,N,0
199,본죽,N,0
200,주다,V,0
201,성함,N,0
202,카톡,N,0
203,국민,N,0
204,친구,N,0
205,받다,V,0
206,오후,N,0
207,아이디,N,0
208,겨울,N,0
209,디자인,N,0
210,양식,N,0
211,예약금,N,0
212,사진,N,0
213,당일,N,0
214,노형동,N,0
215,가능,N,1
216,많다,V,2
217,네일,N,0
218,플러스,N,0
219,시간,N,0
220,취소,N,0
221,정지연,N,0
222,사거리,N,0
223,카카오톡,N,0
224,제주시,N,0
225,그램,N,0
226,여부,N,0
227,하다,V,0
228,변동,N,0
229,아라동,N,0
230,스타,N,0
231,시간대,N,0
232,빠르다,V,1
233,검색,N,0
234,시청,N,0
235,제거,N,0
236,제주,N,0
237,월랑,N,0
238,웨딩,N,1
239,동시,N,0
240,환불,N,-1
241,이달,N,0
242,날짜,N,0
243,보내다,V,0
244,계좌,N,0
245,맞은편,N,0
246,예약,N,0
247,불가,N,-2
248,올리브,N,0
249,지다,V,0
250,쇼시,N,0
251,아트,N,0
252,시술,N,0
253,연락처,N,0
254,본죽,N,0
255,주다,V,0
256,성함,N,0
257,카톡,N,0
258,국민,N,0
259,친구,N,0
260,받다,V,0
261,오후,N,0
262,아이디,N,0
263,겨울,N,0
264,디자인,N,0
265,양식,N,0
266,예약금,N,0
267,사진,N,0
268,당일,N,0
269,노형동,N,0
270,가능,N,1
271,많다,V,2
272,네일,N,0
273,플러스,N,0
274,시간,N,0
275,취소,N,0
276,정지연,N,0
277,사거리,N,0
278,카카오톡,N,0
279,제주시,N,0
280,그램,N,0
281,여부,N,0
282,하다,V,0
283,변동,N,0
284,아라동,N,0
285,스타,N,0
286,시간대,N,0
287,빠르다,V,1
288,검색,N,0
289,시청,N,0
290,제거,N,0
291,제주,N,0
292,월랑,N,0
293,웨딩,N,1
294,동시,N,0
295,환불,N,-1
296,이달,N,0
297,날짜,N,0
298,보내다,V,0
299,계좌,N,0
300,맞은편,N,0
301,예약,N,0
302,불가,N,-2
303,올리브,N,0
304,지다,V,0
305,쇼시,N,0
306,아트,N,0
307,시술,N,0
308,연락처,N,0
309,본죽,N,0
310,주다,V,0
311,성함,N,0
312,카톡,N,0
313,국민,N,0
314,친구,N,0
315,받다,V,0
316,오후,N,0
317,아이디,N,0
318,겨울,N,0
319,디자인,N,0
320,양식,N,0
321,예약금,N,0
322,사진,N,0
323,당일,N,0
324,노형동,N,0
325,가능,N,1
326,많다,V,2
327,네일,N,0
328,플러스,N,0
329,시간,N,0
330,현아,N,0
331,취소,N,0
332,정지연,N,0
333,사거리,N,0
334,카카오톡,N,0
335,제주시,N,0
336,그램,N,0
337,여부,N,0
338,하다,V,0
339,변동,N,0
340,아라동,N,0
341,스타,N,0
342,시간대,N,0
343,빠르다,V,1
344,검색,N,0
345,시청,N,0
346,제거,N,0
347,제주,N,0
348,월랑,N,0
349,동시,N,0
350,환불,N,-1
351,이달,N,0
352,날짜,N,0
353,보내다,V,0
354,계좌,N,0
355,맞은편,N,0
356,예약,N,0
357,불가,N,-2
358,올리브,N,0
359,지다,V,0
360,쇼시,N,0
361,아트,N,0
362,시술,N,0
363,연락처,N,0
364,본죽,N,0
365,주다,V,0
366,성함,N,0
367,카톡,N,0
368,국민,N,0
369,친구,N,0
370,받다,V,0
371,오후,N,0
372,아이디,N,0
373,겨울,N,0
374,디자인,N,0
375,양식,N,0
376,예약금,N,0
377,사진,N,0
378,당일,N,0
379,노형동,N,0
380,가능,N,1
381,많다,V,2
382,네일,N,0
383,플러스,N,0
384,시간,N,0
385,취소,N,0
386,정지연,N,0
387,사거리,N,0
388,카카오톡,N,0
389,제주시,N,0
390,그램,N,0
391,여부,N,0
392,하다,V,0
393,변동,N,0
394,아라동,N,0
395,스타,N,0
396,시간대,N,0
397,빠르다,V,1
398,검색,N,0
399,시청,N,0
400,제거,N,0
401,제주,N,0
402,월랑,N,0
403,동시,N,0
404,환불,N,-1
405,이달,N,0
406,날짜,N,0
407,보내다,V,0
408,계좌,N,0
409,맞은편,N,0
410,예약,N,0
411,불가,N,-2
412,올리브,N,0
413,지다,V,0
414,쇼시,N,0
415,아트,N,0
416,시술,N,0
417,연락처,N,0
418,본죽,N,0
419,주다,V,0
420,성함,N,0
421,카톡,N,0
422,국민,N,0
423,친구,N,0
424,받다,V,0
425,오후,N,0
426,아이디,N,0
427,겨울,N,0
428,디자인,N,0
429,양식,N,0
430,예약금,N,0
431,사진,N,0
432,당일,N,0
433,노형동,N,0
434,가능,N,1
435,많다,V,2
436,네일,N,0
437,유희,N,0
438,플러스,N,0
439,시간,N,0
440,취소,N,0
441,정지연,N,0
442,사거리,N,0
443,카카오톡,N,0
444,제주시,N,0
445,그램,N,0
446,여부,N,0
447,하다,V,0
448,변동,N,0
449,아라동,N,0
450,스타,N,0
451,시간대,N,0
452,빠르다,V,1
453,검색,N,0
454,시청,N,0
455,제거,N,0
456,제주,N,0
457,월랑,N,0
458,동시,N,0
459,환불,N,-1
460,이달,N,0
461,날짜,N,0
462,보내다,V,0
463,계좌,N,0
464,맞은편,N,0
465,예약,N,0
466,불가,N,-2
467,올리브,N,0
468,지다,V,0
469,쇼시,N,0
470,아트,N,0
471,시술,N,0
472,연락처,N,0
473,본죽,N,0
474,주다,V,0
475,성함,N,0
476,카톡,N,0
477,국민,N,0
478,친구,N,0
479,받다,V,0
480,오후,N,0
481,아이디,N,0
482,겨울,N,0
483,디자인,N,0
484,양식,N,0
485,예약금,N,0
486,사진,N,0
487,당일,N,0
488,노형동,N,0
489,가능,N,1
490,많다,V,2
491,네일,N,0
492,유희,N,0
493,플러스,N,0
494,시간,N,0
495,취소,N,0
496,정지연,N,0
497,사거리,N,0
498,카카오톡,N,0
499,제주시,N,0
500,그램,N,0
501,여부,N,0
502,하다,V,0
503,변동,N,0
504,아라동,N,0
505,스타,N,0
506,시간대,N,0
507,빠르다,V,1
508,검색,N,0
509,시청,N,0
510,제거,N,0
511,제주,N,0
512,월랑,N,0
513,동시,N,0
514,환불,N,-1
515,이달,N,0
516,날짜,N,0
517,보내다,V,0
518,계좌,N,0
519,맞은편,N,0
520,예약,N,0
521,불가,N,-2
522,올리브,N,0
523,지다,V,0
524,쇼시,N,0
525,아트,N,0
526,시술,N,0
527,연락처,N,0
528,본죽,N,0
529,주다,V,0
530,성함,N,0
531,카톡,N,0
532,국민,N,0
533,친구,N,0
534,받다,V,0
535,오후,N,0
536,아이디,N,0
537,겨울,N,0
538,디자인,N,0
539,양식,N,0
540,예약금,N,0
541,사진,N,0
542,당일,N,0
543,노형동,N,0
544,가능,N,1
545,많다,V,2
546,네일,N,0
547,유희,N,0
548,플러스,N,0
549,시간,N,0
550,취소,N,0
551,정지연,N,0
552,사거리,N,0
553,카카오톡,N,0
554,제주시,N,0
555,그램,N,0
556,여부,N,0
557,하다,V,0
558,변동,N,0
559,아라동,N,0
560,스타,N,0
561,시간대,N,0
562,빠르다,V,1
563,검색,N,0
564,시청,N,0
565,제거,N,0
566,제주,N,0
567,월랑,N,0
568,동시,N,0
569,환불,N,-1
570,이달,N,0
571,날짜,N,0
572,보내다,V,0
573,계좌,N,0
574,맞은편,N,0
575,예약,N,0
576,불가,N,-2
577,올리브,N,0
578,지다,V,0
579,쇼시,N,0
580,아트,N,0
581,시술,N,0
582,연락처,N,0
583,본죽,N,0
584,주다,V,0
585,성함,N,0
586,카톡,N,0
587,국민,N,0
588,친구,N,0
589,받다,V,0
590,오후,N,0
591,아이디,N,0
592,겨울,N,0
593,디자인,N,0
594,양식,N,0
595,예약금,N,0
596,사진,N,0
597,당일,N,0
598,노형동,N,0
599,가능,N,1
600,없다,V,-2
601,강원도,N,0
602,맛집,N,2
603,속초,N,0
604,잡다,V,0
605,활기,N,2
606,회의,N,0
607,해조류,N,0
608,검은깨,N,0
609,진입,N,0
610,오징어순대,N,0
611,멋지다,V,2
612,확보,N,0
613,우럭,N,0
614,붐비다,V,0
615,제주,N,0
616,기다리다,V,0
617,괜찮다,V,2
618,금지,N,-2
619,뜨다,V,0
620,읽다,V,0
621,동명항,N,0
622,아쉽다,V,-2
623,올리다,V,0
624,아몬드,N,0
625,아니다,V,-2
626,동시,N,0
627,여성,N,0
628,살아나다,V,0
629,당도,N,0
630,두껍다,V,0
631,처음,N,0
632,진미,N,0
633,전문,N,0
634,날림,N,0
635,살집,N,0
636,부르다,V,0
637,상상,N,0
638,되다,V,0
639,적잖다,V,1
640,맴돌다,V,0
641,모두,N,0
642,가리다,V,0
643,차원,N,0
644,원노,N,0
645,주차장,N,0
646,부드럽다,V,2
647,들다,V,0
648,해산물,N,0
649,머리,N,0
650,기억,N,0
651,원산지,N,0
652,덜다,V,0
653,띵하다,V,0
654,크나크다,V,1
655,방울,N,0
656,열쇠,N,0
657,대접,N,1
658,소면,N,0
659,돌멩이,N,0
660,배경,N,0
661,껍데기,N,0
662,종류,N,0
663,소라,N,0
664,리알,N,0
665,폭넓다,V,0
666,가열,N,0
667,완성,N,0
668,같다,V,0
669,녹두,N,0
670,현수막,N,0
671,먹이다,V,0
672,도구,N,0
673,생선,N,0
674,먹다,V,0
675,씹다,V,0
676,하이라이트,N,0
677,주차,N,0
678,달라붙다,V,0
679,손색,N,0
680,윗부분,N,0
681,조화,N,2
682,맞닿다,V,0
683,어른,N,0
684,밑간,N,0
685,다지다,V,0
686,퍼먹다,V,0
687,쓰다,V,0
688,내부,N,0
689,떠먹다,V,0
690,미역국,N,0
691,운영,N,0
692,게딱지,N,0
693,앞니,N,0
694,공유,N,0
695,곁들이다,V,0
696,오픈,N,0
697,세계,N,0
698,보관,N,0
699,만들다,V,0
700,단박,N,0
701,성인,N,0
702,부대끼다,V,0
703,분량,N,0
704,뽑아내다,V,0
705,발견,N,0
706,게찜,N,0
707,변경,N,0
708,전부,N,0
709,시리다,V,0
710,담그다,V,0
711,요소,N,0
712,그릇,N,0
713,액체,N,0
714,국물,N,0
715,스미다,V,0
716,쌀밥,N,0
717,입맛,N,0
718,바쁘다,V,-1
719,정의,N,0
720,어렵다,V,-2
721,흔하다,V,-1
722,특유,N,0
723,감자,N,0
724,양념,N,0
725,진하다,V,1
726,차갑다,V,0
727,새우,N,0
728,어울리다,V,2
729,끈적거리다,V,-1
730,상황,N,0
731,싱그럽다,V,2
732,생기다,V,0
733,토속,N,0
734,앉다,V,0
735,지다,V,0
736,설탕,N,0
737,아깝다,V,-2
738,쉽다,V,1
739,재미,N,2
740,지지다,V,0
741,거리,N,0
742,녹장,N,0
743,모임,N,0
744,배정,N,0
745,퍼지다,V,0
746,자아내다,V,0
747,내다,V,0
748,아이,N,0
749,만큼,N,0
750,모듬,N,0
751,구미,N,0
752,깔리다,V,0
753,전분,N,0
754,어린이,N,0
755,신고,N,0
756,식전,N,0
757,차리다,V,0
758,기본,N,0
759,프로,N,0
760,길다랗다,V,0
761,변하다,V,1
762,놀라워하다,V,1
763,가지,N,0
764,말랑,N,0
765,생각,N,0
766,국수,N,0
767,이색,N,0
768,분과,N,0
769,튀김,N,0
770,가라앉다,V,0
771,앙금,N,0
772,요리,N,0
773,양배추,N,0
774,푸드,N,0
775,채우다,V,0
776,감싸다,V,0
777,오가다,V,0
778,차디차다,V,0
779,들어가다,V,0
780,방문,N,0
781,드러나다,V,0
782,기우,N,0
783,담음,N,0
784,진진,N,0
785,영랑,N,0
786,옆구리,N,0
787,지나다,V,0
788,안다,V,0
789,희다,V,0
790,밑반찬,N,0
791,실내,N,0
792,으깨다,V,0
793,갖추다,V,1
794,주문,N,0
795,향의,N,0
796,식당,N,0
797,사업자,N,0
798,손질,N,0
799,덕분,N,0
800,빻다,V,0
801,꼬치,N,0
802,친구,N,0
803,느끼다,V,0
804,두다,V,0
805,사람,N,0
806,집다,V,0
807,샛노랗다,V,0
808,자극,N,0
809,구석구석,N,0
810,찌르다,V,0
811,소리,N,0
812,호박,N,0
813,삭다,V,0
814,즐거움,N,2
815,담기다,V,0
816,메인,N,0
817,의도,N,0
818,가루,N,0
819,실감,N,0
820,시간,N,0
821,노랗다,V,0
822,세척,N,0
823,상징,N,0
824,새기다,V,0
825,단독,N,0
826,제주시,N,0
827,본격,N,0
828,과정,N,0
829,익히다,V,0
830,살점,N,0
831,외국인,N,0
832,대표,N,0
833,신선도,N,2
834,드리다,V,0
835,냄새,N,0
836,몸통,N,0
837,제작,N,0
838,풍경,N,0
839,다리,N,0
840,안심,N,0
841,마리,N,0
842,무의,N,0
843,집게발,N,0
844,동해,N,0
845,사용,N,0
846,메이다,V,0
847,요즘,N,0
848,즐기다,V,2
849,각인,N,0
850,달래다,V,0
851,두께,N,0
852,무침,N,0
853,자라다,V,0
854,남기다,V,0
855,초록,N,0
856,의자,N,0
857,특성,N,1
858,뜨겁다,V,0
859,식사,N,0
860,맞추다,V,0
861,사먹다,V,0
862,대게,N,0
863,사다,V,0
864,평소,N,0
865,호박죽,N,0
866,일어나다,V,0
867,부담,N,-2
868,드레싱,N,0
869,넓다,V,0
870,새빨갛다,V,0
871,시장,N,0
872,마시다,V,0
873,과하다,V,-1
874,속살,N,0
875,조금,N,0
876,완두콩,N,0
877,돋보이다,V,2
878,정보,N,0
879,채소,N,0
880,이상,N,0
881,광어,N,0
882,장점,N,2
883,장판,N,0
884,방지,N,0
885,고루,N,0
886,상태,N,0
887,빼앗기다,V,0
888,구매,N,0
889,기쁨,N,2
890,흡족,N,0
891,꾸미다,V,0
892,뽀얗다,V,0
893,피하다,V,0
894,줄이다,V,0
895,거부,N,-1
896,용담,N,0
897,졸이다,V,0
898,맞다,V,0
899,의미,N,0
900,도착,N,0
901,부서지다,V,0
902,믿음,N,2
903,아름답다,V,2
904,넘어가다,V,0
905,배다,V,0
906,느낌,N,0
907,이어지다,V,0
908,금정,N,0
909,접하다,V,0
910,가볍다,V,0
911,예전,N,0
912,엷다,V,0
913,쉬다,V,0
914,이르다,V,0
915,짜다,V,0
916,끓이다,V,0
917,갈다,V,0
918,물론,N,0
919,자녀,N,0
920,이동,N,0
921,떫다,V,-2
922,물엿,N,0
923,인용,N,0
924,파악,N,0
925,못하다,V,-2
926,농가,N,0
927,달다,V,0
928,다다르다,V,0
929,풋내,N,0
930,원래,N,0
931,바닷가,N,0
932,전화,N,0
933,놀랍다,V,1
934,물회,N,0
935,초록빛,N,0
936,고춧가루,N,0
937,짐작,N,0
938,터지다,V,0
939,튀기다,V,0
940,불쾌,N,-2
941,맛보다,V,0
942,하다,V,0
943,모양,N,0
944,공개,N,0
945,잘다,V,0
946,메리트,N,2
947,감탄,N,2
948,육수,N,0
949,흐트러지다,V,0
950,만나다,V,0
951,빠르다,V,0
952,아래,N,0
953,벗겨지다,V,0
954,이전,N,0
955,멈추다,V,0
956,전체,N,0
957,갇히다,V,0
958,이다,V,0
959,환경,N,0
960,남다르다,V,2
961,금하다,V,-1
962,고기,N,0
963,마무리,N,0
964,중앙,N,0
965,간판,N,0
966,지나치다,V,-1
967,기호,N,0
968,방치,N,0
969,뿌리,N,0
970,반찬,N,0
971,입가심,N,0
972,볶음밥,N,0
973,테이블,N,0
974,찰기,N,0
975,비교,N,0
976,스프,N,0
977,취향,N,1
978,예상,N,0
979,단체,N,0
980,들여오다,V,0
981,상호,N,0
982,해물,N,0
983,국산,N,0
984,바닥,N,0
985,놓이다,V,0
986,지도,N,0
987,넣다,V,0
988,탄탄,N,0
989,후식,N,0
990,육즙,N,0
991,참기름,N,0
992,감자떡,N,0
993,각종,N,0
994,팔다,V,0
995,통신,N,0
996,최적,N,2
997,칼로리,N,0
998,인심,N,2
999,껍질,N,0
1000,옥수수,N,0
1001,알알,N,0
1002,사이,N,0
1003,비우다,V,0
1004,감기다,V,0
1005,반갑다,V,2
1006,편하다,V,2
1007,수족관,N,0
1008,시작,N,0
1009,있다,V,0
1010,유용,N,2
1011,활용,N,0
1012,갑각류,N,0
1013,설레다,V,2
1014,벗기다,V,0
1015,모르다,V,0
1016,뭉치다,V,0
1017,색다르다,V,2
1018,향미,N,0
1019,한국,N,0
1020,숙회,N,0
1021,여럿,N,0
1022,조리,N,0
1023,번거롭다,V,-2
1024,메뉴,N,0
1025,주변,N,0
1026,일품,N,2
1027,풀다,V,0
1028,예정,N,0
1029,물질,N,0
1030,다르다,V,0
1031,해초,N,0
1032,한식,N,0
1033,점심때,N,0
1034,소개,N,0
1035,음식,N,0
1036,찍다,V,0
1037,숟가락,N,0
1038,고이다,V,0
1039,라면,N,0
1040,나오다,V,0
1041,만족,N,2
1042,군침,N,2
1043,한입,N,0
1044,본연,N,0
1045,달려가다,V,0
1046,까먹다,V,0
1047,찢기다,V,0
1048,상위,N,0
1049,치알,N,0
1050,가격,N,0
1051,설명,N,0
1052,익다,V,0
1053,섭취,N,0
1054,멍게,N,0
1055,고풍,N,0
1056,반죽,N,0
1057,연어,N,0
1058,흐르다,V,0
1059,지금,N,0
1060,약관,N,0
1061,일석이조,N,2
1062,내장,N,0
1063,밥알,N,0
1064,비하다,V,0
1065,미역,N,0
1066,필수,N,1
1067,낙지젓,N,0
1068,보드랍다,V,2
1069,차이,N,0
1070,높다,V,0
1071,긁어내다,V,0
1072,머릿속,N,0
1073,전채,N,0
1074,이재홍,N,0
1075,커뮤니케이션,N,0
1076,놀라다,V,1
1077,값싸다,V,2
1078,소문나다,V,1
1079,멀다,V,0
1080,가위,N,0
1081,찾아가다,V,0
1082,머금다,V,0
1083,지역,N,0
1084,달리다,V,0
1085,완제품,N,0
1086,세다,V,0
1087,습관,N,0
1088,무게,N,0
1089,베다,V,0
1090,재료,N,0
1091,유지,N,0
1092,수분,N,0
1093,소화,N,0
1094,막히다,V,0
1095,향토,N,0
1096,가닥가닥,N,0
1097,강점,N,2
1098,짠맛,N,0
1099,판매,N,0
1100,해수욕장,N,0
1101,입다,V,0
1102,솟다,V,0
1103,가깝다,V,1
1104,살펴보다,V,0
1105,그렇다,V,2
1106,손쉽다,V,2
1107,끝나다,V,0
1108,공간,N,0
1109,끝내다,V,0
1110,바르다,V,0
1111,매료,N,0
1112,젓갈,N,0
1113,제품,N,0
1114,나가다,V,0
1115,순간,N,0
1116,포크,N,0
1117,표시,N,0
1118,호호,N,0
1119,근처,N,0
1120,건포도,N,0
1121,입식,N,0
1122,흩어지다,V,0
1123,안길,N,0
1124,바깥,N,0
1125,좌식,N,0
1126,등딱지,N,0
1127,통째,N,0
1128,그러다,V,0
1129,더불다,V,0
1130,인기,N,2
1131,기대,N,0
1132,흥미,N,0
1133,동그랗다,V,0
1134,쓴맛,N,0
1135,풀리다,V,0
1136,실수,N,0
1137,이용,N,0
1138,접시,N,0
1139,오롯,N,0
1140,비다,V,0
1141,그때,N,0
1142,길잡이,N,0
1143,부수다,V,0
1144,메추,N,0
1145,위치,N,0
1146,제거,N,0
1147,택하다,V,0
1148,기분,N,0
1149,규모,N,0
1150,특징,N,0
1151,번호,N,0
1152,뿌리다,V,0
1153,식초,N,0
1154,뱃속,N,0
1155,좋다,V,2
1156,차다,V,0
1157,직원,N,0
1158,모습,N,0
1159,찾아오다,V,0
1160,남다,V,0
1161,춥다,V,0
1162,구멍,N,0
1163,비틀어지다,V,0
1164,식후,N,0
1165,국내,N,0
1166,건더기,N,0
1167,날아가다,V,0
1168,분위기,N,0
1169,파도,N,0
1170,줄기,N,0
1171,볶다,V,0
1172,기성,N,0
1173,식욕,N,0
1174,사이버,N,0
1175,당기다,V,0
1176,닿다,V,0
1177,붙다,V,0
1178,물기,N,0
1179,쑤다,V,0
1180,통하다,V,0
1181,영업,N,0
1182,많다,V,2
1183,긁다,V,0
1184,불편,N,-2
1185,얇다,V,0
1186,끼얹다,V,0
1187,숙성,N,0
1188,특색,N,2
1189,참깨,N,0
1190,가게,N,0
1191,대다,V,0
1192,쪄내다,V,0
1193,걸리다,V,0
1194,끼다,V,0
1195,동네,N,0
1196,방송,N,0
1197,썰다,V,0
1198,편리,N,0
1199,비리다,V,-2
1200,입구,N,0
1201,부분,N,0
1202,비린내,N,-2
1203,냉기,N,0
1204,스펙트럼,N,0
1205,견주다,V,0
1206,밀다,V,0
1207,넘기다,V,0
1208,반가움,N,2
1209,크기,N,0
1210,조미료,N,0
1211,경우,N,0
1212,찌다,V,0
1213,질다,V,0
1214,윤기,N,2
1215,감칠맛,N,2
1216,받다,V,0
1217,고향,N,0
1218,아래층,N,0
1219,김치,N,0
1220,겨울,N,0
1221,간과,N,0
1222,길다,V,0
1223,정서,N,0
1224,식히다,V,0
1225,어종,N,0
1226,자르다,V,0
1227,제주특별자치도,N,0
1228,우러나오다,V,0
1229,삶다,V,0
1230,특별,N,2
1231,깊다,V,0
1232,오다,V,0
1233,별다르다,V,1
1234,게살,N,0
1235,적히다,V,0
1236,삼키다,V,0
1237,전망대,N,0
1238,번지다,V,0
1239,시야,N,0
1240,힘들다,V,0
1241,등대,N,0
1242,모으다,V,0
1243,식감,N,0
1244,총각,N,0
1245,전문점,N,0
1246,정도,N,0
1247,마음,N,0
1248,먼지,N,0
1249,지경,N,0
1250,월드,N,0
1251,붙이다,V,0
1252,젓가락,N,0
1253,건물,N,0
1254,나다,V,0
1255,갖다,V,0
1256,빼다,V,0
1257,오징어,N,0
1258,나중,N,0
1259,주식회사,N,0
1260,보다,V,0
1261,가다,V,0
1262,제공,N,0
1263,얼마,N,0
1264,적합,N,2
1265,둘러보다,V,0
1266,낙지,N,0
1267,따르다,V,0
1268,수준,N,0
1269,매력,N,2
1270,거하다,V,0
1271,실제,N,0
1272,대파,N,0
1273,풍미,N,2
1274,앞서다,V,1
1275,키위,N,0
1276,뒤이다,V,0
1277,벗다,V,0
1278,새롭다,V,2
1279,물량,N,0
1280,바라보다,V,0
1281,살수,N,0
1282,박히다,V,0
1283,열무,N,0
1284,신발,N,0
1285,연중무휴,N,1
1286,다음,N,0
1287,자박,N,0
1288,맛있다,V,2
1289,마요네즈,N,0
1290,고민,N,0
1291,유리창,N,0
1292,한편,N,0
1293,사실,N,0
1294,영리,N,0
1295,자리,N,0
1296,임팩트,N,0
1297,일반,N,0
1298,흡수,N,0
1299,고급,N,2
1300,간장,N,0
1301,색깔,N,0
1302,시선,N,0
1303,빼내다,V,0
1304,소금,N,0
1305,살다,V,0
1306,계시다,V,0
1307,배려,N,2
1308,질감,N,0
1309,살얼음,N,0
1310,식기,N,0
1311,않다,V,-2
1312,명소,N,2
1313,맵짜다,V,0
1314,위생,N,1
1315,매체,N,0
1316,레이팅,N,0
1317,버리다,V,0
1318,말다,V,0
1319,보통,N,0
1320,서브,N,0
1321,풍기다,V,0
1322,계란,N,0
1323,활기차다,V,2
1324,내음,N,0
1325,구름,N,0
1326,초장,N,0
1327,냉장고,N,0
1328,맵다,V,-1
1329,얹다,V,0
1330,구경,N,0
1331,채취,N,0
1332,알차다,V,2
1333,비싸다,V,-1
1334,내리다,V,0
1335,색감,N,0
1336,해풍,N,0
1337,고추,N,0
1338,기름,N,0
1339,신기,N,0
1340,한기,N,0
1341,가짓수,N,0
1342,반대,N,-1
1343,인원,N,0
1344,사라지다,V,0
1345,품질,N,1
1346,알다,V,0
1347,밀가루,N,0
1348,감동,N,2
1349,보이다,V,0
1350,뒤쪽,N,0
1351,충격,N,-1
1352,때문,N,0
1353,띄다,V,0
1354,마자,N,0
1355,엿보이다,V,0
1356,부착,N,0
1357,판국,N,0
1358,걸치다,V,0
1359,담다,V,0
1360,깨물다,V,0
1361,아이디어,N,0
1362,더하다,V,0
1363,자체,N,0
1364,부위,N,0
1365,누르다,V,0
1366,영금,N,0
1367,개인,N,0
1368,늙다,V,0
1369,맑다,V,2
1370,단맛,N,2
1371,말씀,N,0
1372,방식,N,0
1373,노형동,N,0
1374,뇌리,N,0
1375,만끽,N,0
1376,저작,N,0
1377,걱정,N,-2
1378,방법,N,0
1379,손님,N,0
1380,푸르다,V,0
1381,회전율,N,0
1382,오득,N,0
1383,생물,N,0
1384,고층,N,0
1385,고르다,V,0
1386,빛나다,V,2
1387,차오르다,V,0
1388,고구마,N,0
1389,고프다,V,0
1390,크다,V,2
1391,조합,N,0
