,단어,품사,점수
1365,불빛,N,0
1366,둘러보다,V,0
1367,블랑,N,0
1368,올해,N,0
1369,매력,N,2
1370,중산,N,0
1371,조형물,N,0
1372,로맨틱,N,2
1373,감성,N,2
1374,마노르,N,0
1375,플레이스,N,0
1376,한림공원,N,0
1377,블링,N,0
1378,커피,N,0
1379,빛나다,V,2
1380,각종,N,0
1381,동백,N,0
1382,인공,N,0
1383,선사,N,0
1384,포토,N,0
1385,조화,N,2
1386,사촌,N,0
1387,전구,N,0
1388,대나무,N,0
1389,인생,N,0
1390,떠오르다,V,0
1391,한창,N,0
1392,마노,N,0
1393,방문객,N,0
1394,르블랑,N,0
1395,쉬다,V,2
1396,목련,N,0
1397,산책로,N,0
1398,매다,V,0
1399,노다,V,0
1400,뛰어놀다,V,2
1401,관람,N,0
1402,간서,N,0
1403,힐링,N,2
1404,수선화,N,0
1405,검다,V,0
1406,하르방,N,0
1407,족발,N,0
1408,옥집,N,0
1409,인대,N,0
1410,예정,N,0
1411,울리다,V,0
1412,끌다,V,0
1413,찾아내다,V,0
1414,바퀴,N,0
1415,기다리다,V,0
1416,호근동,N,0
1417,상회,N,0
1418,침지,N,0
1419,명륜,N,0
1420,연탄불,N,0
1421,시저,N,0
1422,장사,N,0
1423,선봉,N,0
1424,먹지,N,0
1425,춤추다,V,0
1426,주제곡,N,0
1427,동점,N,0
1428,대답,N,0
1429,착하다,V,2
1430,사이판,N,0
1431,그릴,N,0
1432,천지동,N,0
1433,들르다,V,0
1434,에돔,N,0
1435,영민,N,0
1436,껍데기,N,0
1437,벽돌집,N,0
1438,축하,N,2
1439,경북,N,0
1440,삼춘,N,0
1441,존재,N,0
1442,정육,N,0
1443,불고기,N,0
1444,축산,N,0
1445,음료,N,0
1446,연시,N,0
1447,꾀다,V,0
1448,배달,N,0
1449,일전,N,0
1450,꿀꿀이,N,0
1451,상식,N,0
1452,체리필터,N,0
1453,행객,N,0
1454,뚱보,N,0
1455,공룡,N,0
1456,천안,N,0
1457,현사,N,0
1458,비디오,N,0
1459,대패,N,0
1460,원년,N,0
1461,탄생,N,0
1462,목장,N,0
1463,종합,N,0
1464,무쏘,N,0
1465,번화가,N,0
1466,여타,N,0
1467,사와,N,0
1468,입맛,N,0
1469,캄보디아,N,0
1470,식육,N,0
1471,충남,N,0
1472,레스토랑,N,0
1473,어제,N,0
1474,동현,N,0
1475,사모,N,0
1476,양주,N,0
1477,목살,N,0
1478,러시아,N,0
1479,행복,N,2
1480,막창,N,0
1481,특수,N,2
1482,술값,N,0
1483,생일,N,0
1484,멤버,N,0
1485,숯불,N,0
1486,놀이터,N,0
1487,외도,N,0
1488,잔디,N,0
1489,문전성시,N,0
1490,외도일동,N,0
1491,차리다,V,0
1492,냉수,N,0
1493,변하다,V,0
1494,숙성,N,0
1495,가게,N,0
1496,펴다,V,0
1497,공판장,N,0
1498,상차림,N,0
1499,홍콩,N,0
1500,진희,N,0
1501,일본식,N,0
1502,지나다,V,0
1503,풍년,N,0
1504,아기,N,0
1505,경일,N,0
1506,전화기,N,0
1507,진정하다,V,0
1508,석쇠,N,0
1509,집들이,N,0
1510,떠나오다,V,0
1511,소주,N,0
1512,마트,N,0
1513,일도이동,N,0
1514,광고,N,0
1515,희망,N,2
1516,마스,N,0
1517,오래전,N,0
1518,특이,N,2
1519,오리,N,0
1520,인분,N,0
1521,메뉴판,N,0
1522,오태식,N,0
1523,돗자리,N,0
1524,초벌,N,0
1525,뚝배기,N,0
1526,마수,N,0
1527,해바라기,N,0
1528,마셔야다,V,0
1529,형수님,N,0
1530,대꾸,N,0
1531,연탄,N,0
1532,두루치기,N,0
1533,송욱,N,0
1534,강호,N,0
1535,시장,N,0
1536,동욱,N,0
1537,낭만,N,2
1538,고양이,N,0
1539,백숙,N,0
1540,건입동,N,0
1541,해외여행,N,2
1542,이브,N,0
1543,무한리필,N,1
1544,깨다,V,0
1545,필리핀,N,0
1546,돼지갈비,N,0
1547,짓다,V,0
1548,게장,N,0
1549,리필,N,0
1550,코타키나발루,N,0
1551,인정,N,0
1552,까다,V,0
1553,갔다오다,V,0
1554,치킨,N,0
1555,전골,N,0
1556,오리구이,N,0
1557,한적,N,0
1558,남자,N,0
1559,인천,N,0
1560,전남,N,0
1561,등갈비,N,0
1562,하노이,N,0
1563,낚다,V,0
1564,동생,N,0
1565,생일날,N,2
1566,봉하,N,0
1567,희준,N,0
1568,각자,N,0
1569,진아,N,0
1570,웨이,N,0
1571,돔베,N,0
1572,샴페인,N,0
1573,내요,N,0
1574,새해,N,0
1575,잠깐,N,0
1576,정육점,N,0
1577,띄다,V,0
1578,반찬,N,0
1579,잡식,N,0
1580,포장집,N,0
1581,생고기,N,0
1582,한때,N,0
1583,부위,N,0
1584,축산물,N,0
1585,일내,N,0
1586,국제선,N,0
1587,눈길,N,0
1588,치비,N,0
1589,깡통,N,0
1590,부산,N,0
1591,만취,N,0
1592,태연,N,0
1593,발리,N,0
1594,저작,N,0
1595,충북,N,0
1596,태백산,N,0
1597,동문,N,0
1598,고프다,V,0
1599,초고추장,N,0
1600,위미항,N,0
1601,재미나다,V,2
1602,만덕,N,0
1603,맛없다,V,-2
1604,근방,N,0
1605,도니,N,0
1606,기회,N,0
1607,합류,N,0
1608,실질,N,0
1609,나르다,V,0
1610,구공탄,N,0
1611,지불,N,0
1612,주산,N,0
1613,오래간만,N,0
1614,공식,N,0
1615,재현,N,0
1616,뮤직,N,0
1617,화로구이,N,0
1618,소나기,N,0
1619,돌아보다,V,0
1620,마카오,N,0
1621,선우,N,0
1622,운영,N,0
1623,뛰어나다,V,2
1624,수다,N,0
1625,자치,N,0
1626,보상,N,0
1627,행사,N,2
1628,작성,N,0
1629,결심,N,1
1630,재밌다,V,2
1631,콩쿠르,N,0
1632,한림읍,N,0
1633,우체통,N,0
1634,병무청,N,0
1635,사정,N,0
1636,사이트,N,0
1637,전문,N,2
1638,영평동,N,0
1639,연속,N,0
1640,전기,N,0
1641,부드럽다,V,0
1642,원단,N,0
1643,기획,N,0
1644,과학,N,0
1645,상설,N,0
1646,기말고사,N,0
1647,코리아,N,0
1648,가구,N,0
1649,부서,N,0
1650,미술,N,0
1651,게이트,N,0
1652,마라리,N,0
1653,모레,N,0
1654,행정,N,0
1655,판매처,N,0
1656,허용,N,2
1657,유료,N,-1
1658,이스타,N,0
1659,유효,N,0
1660,마당,N,0
1661,체인,N,0
1662,가이드,N,0
1663,항법,N,0
1664,구호,N,0
1665,통합,N,0
1666,티지,N,0
1667,작업,N,0
1668,영사,N,0
1669,공단,N,0
1670,양쪽,N,0
1671,패키지,N,0
1672,메르세데스,N,0
1673,전하다,V,0
1674,거주,N,0
1675,균형,N,0
1676,성인,N,0
1677,제주마,N,0
1678,회계,N,0
1679,임명,N,0
1680,주민,N,0
1681,가시다,V,0
1682,사방,N,0
1683,중문동,N,0
1684,기술,N,0
1685,대명,N,0
1686,청소년,N,0
1687,지하,N,0
1688,어울리다,V,2
1689,대여,N,0
1690,절차,N,0
1691,기존,N,0
1692,해상,N,0
1693,기대감,N,2
1694,지지다,V,0
1695,물고기,N,0
1696,배송,N,0
1697,알아보다,V,0
1698,유망,N,2
1699,후불,N,0
1700,내다,V,0
1701,기준층,N,0
1702,학회,N,0
1703,미지,N,0
1704,이마,N,0
1705,고고,N,0
1706,결재,N,0
1707,뛰다,V,0
1708,전자,N,0
1709,만료,N,0
1710,프로,N,0
1711,온라인,N,0
1712,열림,N,0
1713,발언,N,0
1714,주도,N,0
1715,비자,N,0
1716,현지,N,0
1717,결손,N,0
1718,요약,N,0
1719,강사,N,0
1720,인재,N,0
1721,선거,N,0
1722,관하다,V,0
1723,항공권,N,0
1724,도남동,N,0
1725,내일,N,0
1726,어머님,N,0
1727,다이버,N,0
1728,패스,N,0
1729,첨단,N,0
1730,정성,N,0
1731,이벤트,N,0
1732,골다,V,0
1733,상훈,N,0
1734,상관,N,0
1735,마라,N,0
1736,현황,N,0
1737,해저,N,0
1738,아카이브,N,0
1739,리포트,N,0
1740,현대,N,0
1741,참시,N,0
1742,장축,N,0
1743,전관,N,0
1744,자기주,N,0
1745,주모,N,0
1746,통계,N,0
1747,제도,N,0
1748,조합장,N,0
1749,복지,N,0
1750,월간,N,0
1751,재생,N,0
1752,조다,V,0
1753,대표,N,0
1754,외국인,N,0
1755,복리,N,0
1756,로켓,N,0
1757,지원사,N,0
1758,수혜,N,0
1759,드론,N,0
1760,새창,N,0
1761,성공,N,2
1762,주말,N,2
1763,융합,N,0
1764,경력,N,0
1765,의사,N,0
1766,유치,N,0
1767,인력,N,0
1768,농원,N,0
1769,맞추다,V,0
1770,창업,N,0
1771,단축,N,0
1772,기프트,N,1
1773,당하다,V,0
1774,만마,N,0
1775,화산섬,N,0
1776,공고,N,0
1777,속살,N,0
1778,건너,N,0
1779,꾸다,V,0
1780,시간표,N,0
1781,보리,N,0
1782,재단,N,0
1783,상태,N,0
1784,구매,N,0
1785,상품,N,0
1786,구름다리,N,0
1787,결제,N,0
1788,브랜드,N,0
1789,메카,N,0
1790,모로,N,0
1791,게스트,N,0
1792,놀이,N,0
1793,보고서,N,0
1794,소인,N,0
1795,시의,N,0
1796,도심,N,0
1797,관악,N,0
1798,맞춤,N,0
1799,관광공사,N,0
1800,중소기업,N,0
1801,단동,N,0
1802,전화,N,0
1803,제주어,N,0
1804,운항,N,0
1805,글로벌,N,0
1806,전선,N,0
1807,청년,N,0
1808,체류,N,0
1809,아라일동,N,0
1810,잠수,N,0
1811,목적,N,0
1812,구입,N,0
1813,서적,N,0
1814,도마,N,0
1815,건의,N,0
1816,출판,N,0
1817,모양,N,0
1818,마제,N,0
1819,해양성,N,0
1820,브이,N,0
1821,소셜,N,0
1822,국외,N,0
1823,전시실,N,0
1824,속삭이다,V,0
1825,신용,N,0
1826,박사,N,0
1827,할인,N,2
1828,문연,N,0
1829,설화,N,0
1830,남다르다,V,2
1831,비즈니스,N,0
1832,택배,N,0
1833,대회,N,0
1834,영산,N,0
1835,비교,N,0
1836,기획사,N,0
1837,함소,N,0
1838,업무,N,0
1839,카트,N,0
1840,입금,N,0
1841,이하,N,0
1842,아카데미,N,0
1843,고기압,N,0
1844,바당,N,0
1845,박명,N,0
1846,자봉,N,0
1847,석부,N,0
1848,해외,N,0
1849,줄다,V,0
1850,기차,N,0
1851,존슨,N,0
1852,소망,N,2
1853,아다,V,0
1854,회식,N,0
1855,정리,N,0
1856,혼자,N,0
1857,광산,N,0
1858,수많다,V,2
1859,스다,V,0
1860,자태,N,0
1861,위원장,N,0
1862,옵션,N,0
1863,이용해,N,0
1864,화재,N,0
1865,여럿,N,0
1866,건너다,V,0
1867,인권,N,0
1868,기사,N,0
1869,상당,N,0
1870,전날,N,0
1871,산호초,N,0
1872,햇살,N,1
1873,기압골,N,0
1874,명함,N,0
1875,편도,N,0
1876,할증료,N,-1
1877,적십자사,N,0
1878,쿠폰,N,0
1879,유네스코,N,0
1880,호스트,N,0
1881,산학,N,0
1882,목포,N,0
1883,아쿠아리움,N,0
1884,보충,N,0
1885,빌리지,N,0
1886,열대어,N,0
1887,미술관,N,0
1888,중마,N,0
1889,물가,N,0
1890,티켓,N,0
1891,발행,N,0
1892,대상,N,0
1893,탐험,N,0
1894,안전,N,1
1895,타보,N,0
1896,찾아가다,V,0
1897,지중해,N,0
1898,클릭,N,0
1899,연구관,N,0
1900,용연,N,0
1901,금융,N,0
1902,높이,N,0
1903,평생교육,N,0
1904,자격,N,0
1905,익스,N,0
1906,렌터카,N,0
1907,유아,N,0
1908,공모,N,0
1909,연면,N,0
1910,위도,N,0
1911,딜러,N,0
1912,출항,N,0
1913,검차,N,0
1914,주체,N,0
1915,유류,N,0
1916,연인,N,2
1917,입니다,N,0
1918,학술,N,0
1919,올레길,N,0
1920,부티크,N,0
1921,시찰,N,0
1922,제품,N,0
1923,말타기,N,0
1924,표시,N,0
1925,동절기,N,0
1926,대한민국,N,0
1927,입장권,N,0
1928,실시간,N,0
1929,단속,N,0
1930,모집,N,0
1931,함양,N,0
1932,샤인,N,0
1933,공통,N,0
1934,찾아보다,V,0
1935,볼거리,N,0
1936,등기,N,0
1937,신분증,N,0
1938,제학,N,0
1939,롯데호텔,N,0
1940,평일,N,0
1941,평생,N,0
1942,동그랗다,V,0
1943,시스,N,0
1944,수영,N,0
1945,공존,N,0
1946,종목별,N,0
1947,고길천,N,0
1948,위원,N,0
1949,확대,N,1
1950,숙마,N,0
1951,번호,N,0
1952,승시,N,0
1953,몸짓,N,0
1954,개월,N,0
1955,뽐내다,V,1
1956,차다,V,0
1957,김포,N,0
1958,지면,N,0
1959,참여,N,0
1960,경제,N,0
1961,믿다,V,0
1962,지피지기,N,0
1963,사이버,N,0
1964,대인,N,0
1965,오븐,N,0
1966,진정,N,0
1967,발권,N,0
1968,최종,N,0
1969,만드다,V,0
1970,신비,N,2
1971,평면도,N,0
1972,주소,N,0
1973,자타,N,0
1974,자랑,N,1
1975,사범,N,0
1976,지참,N,0
1977,문자,N,0
1978,유산,N,0
1979,테마,N,0
1980,국동,N,0
1981,최남단,N,0
1982,한데,N,0
1983,수중,N,0
1984,실속,N,2
1985,합격자,N,2
1986,쿠팡,N,0
1987,보증,N,0
1988,기관,N,0
1989,부분,N,0
1990,병역,N,-1
1991,빌딩,N,0
1992,그룹,N,0
1993,병무,N,0
1994,혜택,N,2
1995,동자주,N,0
1996,제주항공,N,0
1997,지원,N,0
1998,하워드,N,0
1999,디지털,N,0
2000,수입,N,0
2001,연합,N,0
2002,양성,N,0
2003,여행자,N,0
2004,액티비티,N,0
2005,사전,N,0
2006,연기,N,0
2007,신청,N,0
2008,김의근,N,0
2009,특별,N,2
2010,최초,N,1
2011,산천,N,0
2012,비등,N,0
2013,출입국,N,0
2014,전망대,N,2
2015,잠수부,N,0
2016,발행자,N,0
2017,청사,N,0
2018,제세,N,0
2019,라리,N,0
2020,창조,N,1
2021,영향,N,0
2022,업체,N,0
2023,바코드,N,0
2024,군립,N,0
2025,북태평양,N,0
2026,모바일,N,0
2027,공정,N,2
2028,쇼핑,N,1
2029,왕복,N,0
2030,어떻다,V,0
2031,평년,N,0
2032,제공,N,0
2033,증진,N,0
2034,열도,N,0
2035,마주,N,0
2036,회정,N,0
2037,경유,N,0
2038,카드,N,0
2039,일반인,N,0
2040,버튼,N,0
2041,특가,N,2
2042,위원회,N,0
2043,군데,N,0
2044,목록,N,0
2045,프린팅,N,0
2046,인터넷,N,0
2047,신규,N,0
2048,흥원,N,0
2049,채용,N,0
2050,기온,N,0
2051,가본,N,0
2052,육성,N,0
2053,기업,N,0
2054,소아,N,0
2055,이도,N,0
2056,잡치다,V,-2
2057,쭈니,N,0
2058,프로그램,N,0
2059,메달,N,0
2060,도민,N,0
2061,광안리,N,0
2062,공예품,N,0
2063,씀씀이,N,0
2064,입영,N,0
2065,축제,N,2
2066,회원,N,0
2067,해협,N,0
2068,책자,N,0
2069,요번,N,0
2070,도착지,N,0
2071,시선,N,0
2072,박스,N,0
2073,여성상,N,0
2074,경남,N,0
2075,발급,N,0
2076,심사,N,0
2077,악화,N,-2
2078,본사,N,0
2079,운전,N,0
2080,환율,N,0
2081,간격,N,0
2082,데이트,N,2
2083,북단,N,0
2084,승선,N,0
2085,깜놀,N,-1
2086,인비,N,0
2087,진흥,N,0
2088,에너지,N,0
2089,이사,N,0
2090,밸류,N,0
2091,훈련,N,0
2092,대별,N,0
2093,적용,N,0
2094,대한해협,N,0
2095,허가,N,1
2096,보일시,N,0
2097,피디아,N,0
2098,위해,N,0
2099,쇼핑몰,N,0
2100,정당,N,0
2101,운행,N,0
2102,청청,N,2
2103,초대,N,0
2104,대마도,N,0
2105,요령,N,0
2106,리조,N,0
2107,실현,N,2
2108,공과금,N,0
2109,지상,N,0
2110,푸르다,V,2
2111,태권,N,0
2112,주력,N,0
2113,레저,N,2
2114,가을,N,0
2115,신재,N,0
2116,유일무이,N,1
2117,가져가다,V,0
2118,우편,N,0
2119,매장,N,0
2120,관마,N,0
2121,제반,N,0
2122,타원,N,0
2123,벤츠,N,0
2124,서광,N,0
2125,차동,N,0
2126,도모,N,0
2127,최저,N,-1
2128,본인,N,0
2129,상세,N,0
2130,군락,N,0
2131,초아,N,0
2132,등록번호,N,0
2133,장학진,N,0
2134,수기,N,0
2135,가장자리,N,0
2136,숯불갈비,N,0
2137,빌리다,V,0
2138,모으다,V,0
2139,사고,N,0
2140,버여,N,0
2141,무리,N,0
2142,후배,N,0
2143,결국,N,0
2144,취하,N,0
2145,지내다,V,0
2146,화장,N,0
2147,그립다,V,1
2148,방가,N,0
2149,재미,N,0
2150,힘드다,V,-2
2151,나지다,V,0
2152,대박,N,2
2153,모임,N,0
2154,면세점,N,0
2155,만남,N,0
2156,고향,N,2
2157,안주,N,0
2158,약속,N,0
2159,버티다,V,0
2160,상호,N,0
2161,사달,N,0
2162,보루,N,0
2163,하장,N,0
2164,플로,N,0
2165,스케줄,N,0
2166,미풍,N,0
2167,조림,N,0
2168,니즘,N,0
2169,숭어,N,0
2170,털다,V,0
2171,귀차,N,0
2172,우럭,N,0
2173,어르다,V,0
2174,술집,N,0
2175,청국장,N,0
2176,왕새우,N,0
2177,뚜껑,N,0
2178,새우,N,0
2179,콩나물,N,0
2180,곱창,N,0
2181,마리,N,0
2182,연정,N,0
2183,스타일,N,0
2184,보태다,V,0
2185,볶음밥,N,0
2186,고등어,N,0
2187,조개,N,0
2188,연어,N,0
2189,얼마,N,0
2190,삼겹살,N,0
2191,명호,N,0
2192,땡기다,V,2
2193,안동,N,0
2194,방어,N,0
2195,이외,N,0
2196,우동,N,0
2197,이날,N,0
2198,팔뚝,N,0
2199,필수,N,0
2200,대게,N,0
2201,태양,N,0
2202,평소,N,0
2203,모듬,N,0
2204,체인점,N,0
2205,휴대폰,N,0
2206,이것저것,N,0
2207,대접,N,0
2208,애용,N,0
2209,사이드,N,0
2210,꼬막,N,0
2211,깐풍기,N,0
2212,함덕,N,0
2213,추가,N,0
2214,두부,N,0
2215,자카야,N,0
2216,골뱅이,N,0
2217,조금,N,0
2218,손님,N,0
2219,튀김,N,0
2220,크림,N,0
2221,광어,N,0
2222,대다,V,0
2223,떡볶이,N,0
2224,한우,N,0
2225,동네,N,0
2226,닭똥집,N,0
2227,무료,N,0
2228,새우튀김,N,0
2229,새우전,N,0
2230,판매,N,0
2231,야무지다,V,2
2232,쫄다,V,-2
2233,고민,N,-2
2234,게으름,N,-1
2235,실하다,V,2
2236,시스템,N,0
2237,도회,N,0
2238,나물볶음,N,0
2239,진심,N,0
2240,밑반찬,N,0
2241,황소,N,0
2242,솥뚜껑,N,0
2243,출동,N,0
2244,사악,N,0
2245,활동,N,0
2246,찌다,V,0
2247,갑각류,N,0
2248,외도동,N,0
2249,가보,N,0
2250,생각나다,V,0
2251,소고기,N,2
2252,주기,N,0
2253,거짓말,N,-2
2254,구다,V,0
2255,김치,N,0
2256,부지런,N,2
2257,고집,N,-1
2258,복장,N,0
2259,포장,N,0
2260,천국,N,0
2261,쌓이다,V,0
2262,부동산,N,0
2263,외지,N,0
2264,주장,N,0
2265,무시,N,0
2266,소재지,N,0
2267,애월,N,0
2268,거주지,N,0
2269,다면,N,0
2270,현실,N,0
2271,토지,N,0
2272,각광,N,2
2273,조사,N,0
2274,빌라,N,0
2275,보도,N,0
2276,교통부,N,0
2277,기록,N,0
2278,현상,N,0
2279,여파,N,0
2280,쏠리다,V,0
2281,동향,N,0
2282,책정,N,0
2283,관심,N,0
2284,불경기,N,-2
2285,고려,N,0
2286,혁신,N,0
2287,지방,N,0
2288,던스,N,0
2289,단지,N,0
2290,거품,N,-1
2291,현재,N,0
2292,국토,N,0
2293,합리,N,2
2294,납득,N,1
2295,필지,N,0
2296,입지,N,0
2297,가까이,N,0
2298,한화,N,0
2299,표현,N,0
2300,인식,N,0
2301,틀림없다,V,0
2302,연출,N,0
2303,시너지,N,1
2304,평균,N,0
2305,인접,N,0
2306,경안,N,0
2307,예측,N,0
2308,예시,N,0
2309,시거,N,0
2310,비율,N,0
2311,효과,N,0
2312,한경,N,0
2313,얼어붙다,V,0
2314,걸로,N,0
2315,상승,N,0
2316,차이,N,0
2317,감소,N,0
2318,근본,N,0
2319,일어나다,V,0
2320,공장,N,0
2321,산정,N,0
2322,과하다,V,-2
2323,맞물리다,V,0
2324,전월,N,0
2325,조정,N,0
2326,거주민,N,0
2327,시행,N,0
2328,차지,N,0
2329,세다,V,0
2330,보성리,N,0
2331,정책,N,0
2332,이웃,N,2
2333,뛰어넘다,V,0
2334,보합세,N,0
2335,지우다,V,0
2336,투자자,N,0
2337,꼽다,V,0
2338,명실상부,N,0
2339,타운,N,0
2340,경기,N,0
2341,입주,N,0
2342,준공,N,0
2343,사실,N,0
2344,굳어지다,V,0
2345,분양가,N,0
2346,선정,N,0
2347,단계,N,0
2348,데이터,N,0
2349,살펴보다,V,0
2350,오해,N,-2
2351,구억리,N,0
2352,기반,N,0
2353,미분양,N,0
2354,확장,N,1
2355,선호도,N,0
2356,후광,N,2
2357,분기,N,0
2358,말미암다,V,0
2359,재지,N,0
2360,곤두세우다,V,-1
2361,한림,N,0
2362,금액,N,0
2363,거래,N,0
2364,전경,N,0
2365,이해,N,0
2366,부속,N,0
2367,세대수,N,0
2368,사도,N,0
2369,더불다,V,1
2370,레지,N,0
2371,파급,N,0
2372,임야,N,0
2373,작용,N,0
2374,영어,N,0
2375,중도,N,0
2376,인프라,N,0
2377,증거,N,0
2378,진행,N,0
2379,대비,N,0
2380,구체,N,0
2381,감소세,N,0
2382,언론,N,0
2383,용지,N,0
2384,거주자,N,0
2385,건축,N,0
2386,사업주,N,0
2387,반증,N,0
2388,대지,N,0
2389,전년,N,0
2390,오피스텔,N,0
2391,촉각,N,0
2392,나타나다,V,0
2393,환경,N,0
2394,그랜드,N,0
2395,상황,N,0
2396,내용,N,0
2397,청약,N,0
2398,발표,N,0
2399,케이스,N,0
2400,파생,N,0
2401,게재,N,0
2402,인정받다,V,0
2403,근거,N,0
2404,분석,N,0
2405,말씀,N,0
2406,전술,N,0
2407,필자,N,0
2408,생활,N,0
2409,점진,N,0
2410,청수리,N,0
2411,도외,N,0
2412,판단,N,0
2413,지지,N,0
2414,밀도,N,0
2415,그림,N,0
2416,비대,N,0
2417,순위,N,0
2418,세부,N,0
2419,수익,N,2
2420,급감,N,-1
2421,표선면,N,0
2422,이루어지다,V,2
2423,외지인,N,0
2424,나타내다,V,0
2425,땅값,N,0
2426,조천,N,0
2427,봉개동,N,0
2428,시세,N,0
2429,초과,N,0
2430,남원읍,N,0
2431,집계,N,0
2432,호재,N,0
2433,계약,N,0
2434,지역민,N,0
2435,기간,N,0
2436,속도,N,0
2437,사업자,N,0
2438,지속,N,0
2439,세대,N,0
2440,지목,N,0
2441,주자,N,0
2442,구좌,N,0
2443,도내,N,0
2444,향후,N,0
2445,거래량,N,0
2446,오류,N,-1
2447,바라보이다,V,0
2448,늘다,V,0
2449,결과,N,0
2450,주택,N,0
2451,집값,N,0
2452,복합,N,0
2453,대정,N,0
2454,아이파크,N,0
2455,잠재,N,2
2456,짚다,V,0
2457,총인구,N,0
2458,경면,N,0
2459,인구,N,0
2460,읍소,N,0
2461,가치,N,2
2462,카페,N,0
2463,정복기,N,0
2464,생존,N,1
2465,갈림길,N,0
2466,농담,N,1
2467,밤새다,V,0
2468,세분,N,0
2469,사건,N,0
2470,말레이시아,N,0
2471,촬영,N,0
2472,히바,N,0
2473,화용론,N,0
2474,쾌속,N,0
2475,분간,N,0
2476,진입,N,0
2477,되짚다,V,0
2478,태국,N,0
2479,음식,N,0
2480,몰타,N,0
2481,경사,N,0
2482,신제,N,0
2483,복습,N,0
2484,매화,N,0
2485,민담,N,0
2486,시리즈,N,0
2487,돌하루방,N,0
2488,라면,N,0
2489,장벽,N,0
2490,분류,N,0
2491,규명,N,0
2492,오거리,N,0
2493,자정,N,0
2494,족보,N,0
2495,땅바닥,N,0
2496,처음,N,0
2497,비추다,V,0
2498,과거,N,0
2499,상상,N,0
2500,사마르칸트,N,0
2501,쿠웨이트,N,0
2502,옛날,N,0
2503,필연,N,0
2504,전국,N,0
2505,벚꽃,N,0
2506,차원,N,0
2507,공무원,N,0
2508,원노,N,0
2509,타슈켄트,N,0
2510,진입로,N,0
2511,지금,N,0
2512,심리학,N,0
2513,대처,N,0
2514,한밤,N,0
2515,돌아다니다,V,0
2516,기억,N,0
2517,블로그,N,0
2518,낭패,N,-2
2519,비하다,V,0
2520,크리스,N,0
2521,낫다,V,0
2522,문제,N,0
2523,체력,N,0
2524,느리다,V,0
2525,인도,N,0
2526,학교,N,0
2527,고등,N,0
2528,컨텐츠,N,0
2529,놀라다,V,1
2530,걸다,V,0
2531,복원,N,0
2532,카메라,N,0
2533,멀다,V,-1
2534,지구대,N,0
2535,공지,N,0
2536,야자수,N,0
2537,미얀마,N,0
2538,행동,N,0
2539,텐데,N,0
2540,교과서,N,0
2541,불가리아,N,0
2542,소설,N,0
2543,스마트폰,N,0
2544,악산,N,0
2545,막히다,V,0
2546,등잔,N,0
2547,인상,N,0
2548,러닝,N,0
2549,미디어,N,0
2550,작아지다,V,0
2551,기타,N,0
2552,시커멓다,V,-1
2553,치다,V,0
2554,알콜,N,0
2555,무한정,N,0
2556,학생,N,0
2557,프링글스,N,0
2558,얼굴,N,0
2559,사회,N,0
2560,길가,N,0
2561,구독,N,0
2562,툴바,N,0
2563,공간,N,0
2564,끝내다,V,0
2565,연결,N,0
2566,패딩,N,0
2567,해당,N,0
2568,따위,N,0
2569,나가다,V,0
2570,순간,N,0
2571,감흥,N,0
2572,아파트,N,0
2573,혁명,N,1
2574,시각,N,0
2575,연구,N,0
2576,도시,N,0
2577,교재,N,0
2578,태상,N,0
2579,어둠,N,0
2580,이라크,N,0
2581,아랍어,N,0
2582,포기,N,-1
2583,가지다,V,0
2584,튀르크,N,0
2585,수렁,N,0
2586,저주,N,0
2587,초등학생,N,0
2588,오일장,N,0
2589,샛길,N,0
2590,묶이다,V,0
2591,잡담,N,0
2592,걷기,N,0
2593,석상,N,0
2594,시꺼멓다,V,0
2595,회상,N,0
2596,벗어나다,V,0
2597,돌담,N,0
2598,원본,N,0
2599,무한,N,0
2600,분리,N,0
2601,어렵다,V,-2
2602,전래,N,0
2603,염불,N,0
2604,대단위,N,0
2605,동이다,V,0
2606,라카,N,0
2607,무계획,N,0
2608,비석,N,0
2609,뭉뚱그리다,V,0
2610,급경사,N,0
2611,프랜차이즈,N,0
2612,달라지다,V,0
2613,밀크티,N,0
2614,집중,N,0
2615,알아듣다,V,0
2616,춥다,V,-1
2617,타리,N,0
2618,악기,N,0
2619,잠들다,V,0
2620,지구,N,0
2621,과자,N,0
2622,도서관,N,0
2623,관리자,N,0
2624,구슬,N,0
2625,알바니아,N,0
2626,인류학,N,0
2627,열매,N,1
2628,열리다,V,0
2629,복무,N,0
2630,서파,N,0
2631,튀니지,N,0
2632,관광객,N,2
2633,구도,N,0
2634,터미널,N,0
2635,평지,N,0
2636,담벼락,N,0
2637,인도네시아,N,0
2638,정하다,V,0
2639,키르기스스탄,N,0
2640,탄자니아,N,0
2641,삼각대,N,0
2642,방글라데시,N,0
2643,이때,N,0
2644,신고,N,0
2645,걸어다니다,V,0
2646,어학,N,0
2647,국수,N,0
2648,뒤섞다,V,0
2649,관음,N,0
2650,좁다,V,-1
2651,걸음,N,0
2652,비탈길,N,0
2653,건지,N,0
2654,동산,N,0
2655,영국사,N,0
2656,끼다,V,0
2657,개선,N,0
2658,카카오스토리,N,0
2659,부리다,V,0
2660,등등,N,0
2661,방문,N,0
2662,미스테리,N,0
2663,시작점,N,0
2664,마루,N,0
2665,활주,N,0
2666,미신,N,0
2667,벅스,N,0
2668,리뷰,N,0
