,단어,점수
1738,더러워지다,-2
1739,더러워진,-2
1740,더럽게,-2
1741,더럽고,-2
1742,더럽다,-2
1743,더럽혀서,-1
1744,더럽혀진,-2
1745,더럽히는,-2
1746,더럽히다,-2
1747,더부룩이,-2
1748,더부룩하고,-2
1749,더부룩하다,-2
1750,더부룩하면서,-1
1751,더부룩하여,-1
1752,더없이,2
1753,더욱,-2
1754,더위를,-1
1755,더위에,-2
1756,더하다,1
1757,더할,1
1758,덕망을,1
1759,덕망이,2
1760,덕을,2
1761,덕이,2
1762,덕이라는,2
1763,덕행을,2
1764,덕행이,2
1765,덜렁거리며,-1
1766,덤벼들어,-2
1767,덤비거나,-2
1768,덤비는,-2
1769,덤비다,-2
1770,덥거나,-1
1771,덥다,-1
1772,덧나다,-1
1773,덩이가,-2
1774,덮어,0
1775,데면데면하게,-1
1776,데면데면하다,-1
1777,데면데면함,-1
1778,도덕적,1
1779,도도하게,0
1780,도둑,-1
1781,도둑을,-2
1782,도둑질하다,-2
1783,도둑질한,-2
1784,도리,1
1785,도리가,-2
1786,도리를,1
1787,도리어,-1
1788,도리에,-2
1789,도망하는,-1
1790,도박에서,-2
1791,도살되다,-1
1792,도살하다,-1
1793,도와서,1
1794,도와주다,1
1795,도외시하다,-1
1796,도움,1
1797,도움을,2
1798,도움이,2
1799,도의심이,-1
1800,도적질,-1
1801,도중에,-2
1802,독감,-1
1803,독보적,1
1804,독사,-2
1805,독살스러운,-2
1806,독이,-2
1807,독차지함,-2
1808,독창적,2
1809,독창적인,2
1810,독특하다,1
1811,독하거나,-2
1812,독한,-2
1813,돈을,-2
1814,돈이,1
1815,돋는다,1
1816,돋보이다,1
1817,돋우다,1
1818,돌겠네,-2
1819,돌과,-2
1820,돌머리,-1
1821,돌보지,-1
1822,돌봄이,-1
1823,돌아보아지지,-1
1824,돌아보지,-1
1825,돕는,2
1826,돕다,2
1827,동경하고,2
1828,동기,1
1829,동기를,1
1830,동기부여하다,1
1831,동의?어보감,1
1832,동작이,-1
1833,동통,-1
1834,되거나,-1
1835,되는,-2
1836,되는대로,-2
1837,되바라지게,-2
1838,되어,-1
1839,되지,-1
1840,되지못한,-2
1841,되찾는,1
1842,되풀이되어,-1
1843,됨됨이가,2
1844,두근거리다,1
1845,두드러지게,2
1846,두드러지다,1
1847,두드러진,1
1848,두려운,-2
1849,두려움,-2
1850,두려움으로,-2
1851,두려움을,-2
1852,두려움이나,-2
1853,두려워,-2
1854,두려워서,-2
1855,두려워하는,-2
1856,두려워하다,-1
1857,두려워하여,-2
1858,두려워하지,1
1859,두려워함,-2
1860,두렵거나,-2
1861,두렵고,-2
1862,두렵다,-2
1863,두창을,-2
1864,두터운,2
1865,두텁다,1
1866,두통,-2
1867,두통이나,-1
1868,둔하게,-1
1869,둔하고,-2
1870,둔하다,-1
1871,둔한,-1
1872,뒤가,-1
1873,뒤끓다,-2
1874,뒤떨어져,-2
1875,뒤떨어지거나,-2
1876,뒤로,-1
1877,뒤바뀌어,-1
1878,뒤섞거나,-1
1879,뒤섞여,-1
1880,뒤섞이거나,-1
1881,뒤숭숭하게,-1
1882,뒤숭숭하다,-1
1883,뒤숭숭한,-1
1884,뒤숭숭함,-1
1885,뒤얽혀,-1
1886,뒤얽히게,-1
1887,뒤엉키어,-1
1888,뒤에,-1
1889,뒤져,-1
1890,뒤지어,-2
1891,뒤척거리다,-1
1892,뒤틀리다,-2
1893,뒤틀리어서,-2
1894,뒷거래하다,-1
1895,드높은,1
1896,드러나는,2
1897,드러내어,-1
1898,드문드문,-1
1899,드센,-1
1900,득점,2
1901,득템,2
1902,든든하고,2
1903,든든하다,2
1904,든든하지,-1
1905,든든히,2
1906,듣기,2
1907,듣기에,2
1908,듣보잡,-1
1909,들기,2
1910,들끓다,-2
1911,들떠서,2
1912,들뜬,1
1913,들먹이며,1
1914,들볶거나,-2
1915,들볶다,-1
1916,들어,-2
1917,들어맞다,2
1918,들어오지,-1
1919,들지,-2
1920,들추어내어,-2
1921,듯이,1
1922,등급이,-1
1923,등뼈가,-1
1924,등지게,-1
1925,따가운,-1
1926,따가울,-1
1927,따금대다,-1
1928,따끔거리는,-1
1929,따끔따끔히,-1
1930,따끔하게,-1
1931,따끔히,-1
1932,따돌리거나,-2
1933,따돌림을,-2
1934,따뜻이,2
1935,따뜻하게,2
1936,따뜻하고,2
1937,따뜻하다,2
1938,따뜻하며,2
1939,따뜻하여,2
1940,따뜻하지,-1
1941,따뜻한,2
1942,따르지,-2
1943,따름,1
1944,따분하고,-1
1945,따스함이,2
1946,따위가,2
1947,따위를,-2
1948,따지고,-1
1949,따지며,-2
1950,딱딱대다,-1
1951,딱딱한,-2
1952,딱하거나,-1
1953,딱하게,-1
1954,딱하고,-2
1955,딱하다,-2
1956,딱하여,-2
1957,딱한,-2
1958,딱함,-2
1959,딴전을,-1
1960,딸바보,1
1961,때가,-2
1962,때나,-1
1963,때려,-2
1964,때려서,-1
1965,때를,1
1966,때리는,-1
1967,때림을,-1
1968,떠넘기려고,-1
1969,떠드는,-1
1970,떠들거나,-1
1971,떠들다,-1
1972,떠들며,-1
1973,떠들썩대다,-1
1974,떠들썩하게,0
1975,떠들썩하다,-1
1976,떠들어,-1
1977,떠들어서,-1
1978,떠벌리다,-2
1979,떡실신,-2
1980,떨구다,-1
1981,떨다,-1
1982,떨림,-1
1983,떨며,-1
1984,떨어져,-1
1985,떨어지는,-1
1986,떨어지다,-1
1987,떨어트리다,-1
1988,떳떳하게,1
1989,떳떳하고,2
1990,떳떳하다,2
1991,떳떳하지,-2
1992,떳떳한,2
1993,떼를,-1
1994,또는,2
1995,또라이,-2
1996,또랑또랑하여,2
1997,또렷또렷,1
1998,또렷또렷하다,1
1999,또렷또렷한,1
2000,또렷이,1
2001,또렷하게,1
2002,또렷하다,1
2003,또렷하지,-1
2004,또렷한,1
2005,또박또박하게,1
2006,똑똑하고,2
2007,똑똑하다,2
2008,똑똑하지,-1
2009,똑똑한,2
2010,똑바르다,2
2011,똘똘하지,-1
2012,똘똘히,2
2013,똥꼬충,-2
2014,똥똥하게,-1
2015,똥똥한,-1
2016,뚜렷하게,1
2017,뚜렷하고,1
2018,뚜렷하다,1
2019,뚜렷하여,1
2020,뚜렷하지,-1
2021,뚝둑하고,-1
2022,뚫고,1
2023,뚫어트리다,1
2024,뚱뚱하다,-1
2025,뚱뚱한,-1
2026,뛰어나,2
2027,뛰어나거나,2
2028,뛰어나게,2
2029,뛰어나고,2
2030,뛰어나다,2
2031,뛰어나다는,2
2032,뛰어난,2
2033,뛰어남,2
2034,뛰어넘다,1
2035,뜨겁다,0
2036,뜨끔거리는,-1
2037,뜨끔뜨끔히,-1
2038,뜨끔하게,-1
2039,뜨뜻하고,1
2040,뜻깊은,2
2041,뜻대로,-2
2042,뜻밖의,-1
2043,뜻으로,-2
2044,뜻을,2
2045,뜻이,1
2046,뜻하지,-1
2047,뜻한,1
2048,띠꾸,-2
2049,로맨티시즘,1
2050,루머,-1
2051,리즈시절,1
2052,마구,-2
2053,마는,0
2054,마땅치,-1
2055,마땅하고,1
2056,마땅하지,-2
2057,마르거나,-1
2058,마맛자국이,-1
2059,마비,-1
2060,마비되거나,-1
2061,마비되고,-1
2062,마비되는,-2
2063,마비에서,-1
2064,마스터피스,2
2065,마약,-1
2066,마음대로,-1
2067,마음속에,1
2068,마음속이,-2
2069,마음씨가,1
2070,마음에,2
2071,마음으로,-2
2072,마음을,1
2073,마음의,-1
2074,마음이,1
2075,마이너스,-2
2076,마주치기를,-1
2077,마지못하여,-1
2078,마지못해,-1
2079,마초맨,1
2080,막되게,-2
2081,막되다,-2
2082,막되어,-2
2083,막막하게,-2
2084,막막하다,-2
2085,막연하다,-2
2086,막혀,-2
2087,막히는,-2
2088,막히다,-2
2089,막힌,-2
2090,막힘없이,2
2091,막힘이,2
2092,만나고,-1
2093,만나지,-1
2094,만만한,-1
2095,만성,-1
2096,만족,2
2097,만족과,2
2098,만족스러운,2
2099,만족스럽거나,2
2100,만족스럽게,2
2101,만족스럽다,2
2102,만족스럽지,-1
2103,만족시키는,2
2104,만족을,2
2105,만족하는,2
2106,만족하다,2
2107,만족한,2
2108,만족할,2
2109,만족함,2
2110,만큼,2
2111,많다,2
2112,많은,2
2113,많음,1
2114,많이,1
2115,말끔하게,2
2116,말끔하고,2
2117,말끔하다,2
2118,말끔하여,2
2119,말끔한,2
2120,말끔히,2
2121,말다툼하다,-2
2122,말대꾸하다,-2
2123,말대답을,-2
2124,말똥말똥,1
2125,말라,-1
2126,말라서,-1
2127,말라죽은,-2
2128,말라죽을,-2
2129,말로,-1
2130,말소리가,-1
2131,말썽을,-1
2132,말썽이,-1
2133,말쑥하고,2
2134,말쑥하다,2
2135,말쑥한,2
2136,말없이,-1
2137,말에,-1
2138,말을,-2
2139,말이,-2
2140,말짱하게,2
2141,말짱하다,2
2142,말하기,-1
2143,말할,1
2144,맑거나,2
2145,맑게,2
2146,맑고,2
2147,맑다,2
2148,맑다는,2
2149,맑아지는,2
2150,맑은,2
2151,맑지,-1
2152,맛깔나다,1
2153,맛깔스럽게,2
2154,맛도,2
2155,맛없다,-1
2156,맛없이,-1
2157,맛이,2
2158,맛있게,2
2159,맛있는,1
2160,맛있다,2
2161,맛집,2
2162,망그러지다,-1
2163,망상,-2
2164,망상과,1
2165,망설여지며,-1
2166,망설이거나,-1
2167,망설이고,-1
2168,망설이기만,-1
2169,망설이는,-1
2170,망설이다,-1
2171,망설이며,-1
2172,망신,-2
2173,망신스러운,-2
2174,망실,-1
2175,망실하다,-1
2176,망치는,-2
2177,망치다,-2
2178,망하는,-2
2179,망하다,-2
2180,망할,-2
2181,맞갖지,-2
2182,맞거나,-1
2183,맞게,2
2184,맞고,1
2185,맞지,-1
2186,맞추기,-2
2187,맞추어,1
2188,매끄러운,1
2189,매끄러워서,1
2190,매끄럽고,1
2191,매끄럽다,1
2192,매끈둥대다,1
2193,매끈하게,1
2194,매끈하지,-1
2195,매독,-2
2196,매독균의,-2
2197,매력에,2
2198,매력이,2
2199,매력있다,2
2200,매력적이다,2
2201,매력적인,1
2202,매로,-2
2203,매료되어,1
2204,매를,-1
2205,매몰차게,-2
2206,매몰차고,-2
2207,매섭게,-2
2208,매스껍고,-2
2209,매슥매슥하여,-2
2210,매여,-1
2211,매우,-2
2212,매질을,-2
2213,맥박이,-1
2214,맥없게,-2
2215,맥없는,-2
2216,맥없이,-2
2217,맥이,-2
2218,맵시,2
2219,맵시가,2
2220,맵짜게,-1
2221,맵짜다,-1
2222,맹세하다,1
2223,맺힌,-2
2224,머리가,-1
2225,머뭇거리거나,-1
2226,머뭇거리게,-1
2227,머뭇거리는,-1
2228,머뭇거리다,-1
2229,머뭇거리며,-1
2230,머뭇대다,-1
2231,머뭇머뭇하거나,-1
2232,머뭇머뭇하는,-1
2233,머뭇하다,-1
2234,머저리,-2
2235,먹기,-2
2236,먹을,-1
2237,먹음새가,1
2238,먹지,-1
2239,먹튀,-1
2240,먼지,-1
2241,멀건,-1
2242,멀겋게,-1
2243,멀겋다,-1
2244,멀끔하게,2
2245,멀끔하다,2
2246,멀끔한,2
2247,멀끔히,2
2248,멀리하다,-1
2249,멀리함,-1
2250,멀쑥하게,1
2251,멀쑥하다,1
2252,멀쑥한,1
2253,멀어진,-1
2254,멀쩡하다,1
2255,멈칫하거나,-1
2256,멋들어지게,1
2257,멋스러운,2
2258,멋스럽다,2
2259,멋없다,-2
2260,멋없이,-2
2261,멋을,2
2262,멋이,2
2263,멋이나,2
2264,멋있거나,2
2265,멋있는,2
2266,멋있다,2
2267,멋쟁이,2
2268,멋지게,2
2269,멋지고,2
2270,멋지다,2
2271,멋진,1
2272,멋쩍거나,-1
2273,멋쩍고,-1
2274,멋쩍다,-1
2275,멋쩍은,-1
2276,멋쩍음,-1
2277,멍청이,-2
2278,멍청하거나,-2
2279,멍청하고,-2
2280,멍청하다,-2
2281,멍청한,-2
2282,멍하고,-1
2283,멍한,-1
2284,메말라,-2
2285,메스꺼움,-2
2286,메스꺼워,-2
2287,메스껍고,-2
2288,메스껍다,-2
2289,메슥메슥하여,-2
2290,메슥메슥한,-2
2291,멘붕,-2
2292,면색여토하다,-2
2293,면직을,-1
2294,멸망시키다,-2
2295,멸망함,-2
2296,멸명되다,-2
2297,멸시,-2
2298,멸시감,-2
2299,멸시당하는,-2
2300,멸시되다,-2
2301,멸시하거나,-2
2302,멸시하다,-2
2303,멸여,-2
2304,멸여되다,-2
2305,멸여하다,-2
2306,명랑하고,2
2307,명랑하다,2
2308,명량하고,2
2309,명량하다,2
2310,명량한,2
2311,명령을,-1
2312,명망을,-2
2313,명망이,2
2314,명백하지,-1
2315,명복을,1
2316,명성,2
2317,명성이,-1
2318,명예,-2
2319,명예로운,2
2320,명예롭다,1
2321,명예롭지,-2
2322,명예훼손,-1
2323,명존세,-2
2324,명쾌하다,2
2325,명쾌한,1
2326,명쾌함,1
2327,모두,-2
2328,모략,-1
2329,모르거나,-1
2330,모르게,-1
2331,모르는,-1
2332,모범으로,2
2333,모범이,2
2334,모순,-1
2335,모순되다,-1
2336,모순된,-1
2337,모순을,1
2338,모시,-1
2339,모양,0
2340,모양새가,-1
2341,모양이,-2
2342,모여,-1
2343,모욕,-2
2344,모욕을,-2
2345,모자라,-1
2346,모자라거나,-1
2347,모자라게,-1
2348,모자라기는,-1
2349,모자라는,-1
2350,모자라다,-1
2351,모자라서,-1
2352,모자란,-1
2353,모자람이,1
2354,모조리,-2
2355,모진,-2
2356,모질게,-2
2357,모질고,-2
2358,모질다,-2
2359,모짊,-2
2360,모호하거나,-1
2361,모호하게,-1
2362,모호하다,-1
2363,모호하여,-1
2364,목구멍에,-2
2365,목구멍이,-1
2366,목소리가,-1
2367,목숨을,-2
2368,목숨이,-2
2369,목이,-1
2370,목적을,2
2371,몰래,-1
2372,몰아대거나,-1
2373,몰아대다,-1
2374,몰아붙이듯이,-2
2375,몰아세우다,-1
2376,몰아쳐서,-2
2377,몰인정,-1
2378,몸가짐을,2
2379,몸가짐이,1
2380,몸보신하다,1
2381,몸살,-1
2382,몸살나다,-2
2383,몸에,-1
2384,몸을,2
2385,몸이,2
2386,몸져눕게,-2
2387,몸져눕는,-2
2388,몸짱,1
2389,몹시,-2
2390,몹쓸,-2
2391,못나게,-2
2392,못나고,-2
2393,못난,-2
2394,못난이,-2
2395,못남,-2
2396,못났다,-2
2397,못되게,-2
2398,못된,-2
2399,못마땅하거나,-2
2400,못마땅하게,-2
2401,못마땅하다,-2
2402,못마땅하며,-2
2403,못마땅하여,-2
2404,못마땅하여서,-2
2405,못마땅한,-2
2406,못마땅할,-2
2407,못마땅해하면서,-2
2408,못살게,-2
2409,못생겨서,-2
2410,못생겼다,-2
2411,못생기다,-2
2412,못생긴,-1
2413,못생김,-2
2414,못하거나,-2
2415,못하게,-2
2416,못하겠다고,-2
2417,못하고,-1
2418,못하는,-1
2419,못하다,-2
2420,못하던,-1
2421,못하도록,-2
2422,못하여,-2
2423,못한,-2
2424,못할,-1
2425,못함을,-1
2426,몽땅,-2
2427,무가치,-1
2428,무가치하고,-2
2429,무거운,-2
2430,무겁거나,-1
2431,무겁고,-2
2432,무겁다,-1
2433,무게,1
2434,무게가,1
2435,무관심,-1
2436,무관심하다,-2
2437,무관심한,-1
2438,무궁무진하다,1
2439,무기력,-2
2440,무기력하다,-1
2441,무기력한,-2
2442,무기력함,-1
2443,무너뜨리다,-2
2444,무너지게,-2
2445,무너지는,-2
2446,무너지다,-2
2447,무너짐,-2
2448,무뇌충,-2
2449,무능력,-1
2450,무능하다,-1
2451,무능한,-1
2452,무단,-2
2453,무단결석,-2
2454,무더위로,-2
2455,무디다,-2
2456,무뚝뚝하다,-1
2457,무량한,1
2458,무례하다,-2
2459,무례한,-2
2460,무례함,-2
2461,무료로,1
2462,무르게,-1
2463,무르고,1
2464,무릎이,-1
2465,무리에서,-1
2466,무리하게,-1
2467,무리하다,-1
2468,무모하다,-1
2469,무모한,-1
2470,무분별한,-2
2471,무사히,1
2472,무서운,-2
2473,무서울,-2
2474,무서움,-2
2475,무서움을,-2
2476,무서워,-2
2477,무서워서,-2
2478,무서워하는,-2
2479,무서워하여,-2
2480,무섭거나,-2
2481,무섭고,-2
2482,무섭기까지,-2
2483,무섭다,-2
2484,무시당하다,-2
2485,무시하다,-1
2486,무안을,-2
2487,무안하거나,-2
2488,무안하고,-2
2489,무엇에,-1
2490,무엇을,-1
2491,무엇이,2
2492,무용적,1
2493,무의미하게,-2
2494,무의미하다,-2
2495,무의미한,-1
2496,무의하다,-2
2497,무자비하다,-2
2498,무자비한,-1
2499,무정한,-2
2500,무지근한,-1
2501,무지러져서,-1
2502,무지하고,-2
2503,무질서하게,-2
2504,무질서하고,-2
2505,무질서한,-2
2506,무책임,-2
2507,무책임하다,-2
2508,무탈하다,2
2509,무편무당하다,1
2510,무한이기주의,-1
2511,무해하다,2
2512,무해한,1
2513,무형적,-1
2514,무효로,-1
2515,문드러져,-1
2516,문드러지다,-1
2517,문란하게,-2
2518,문란하여진,-1
2519,문맹,-1
2520,문제,-1
2521,문제의,2
2522,문체가,1
2523,문학에,2
2524,물건,-1
2525,물건을,-2
2526,물건이,2
2527,물러나다,-1
2528,물러서거나,-1
2529,물리거나,-1
2530,물어,-1
2531,물어뜯거나,-1
2532,물에,-1
2533,물이,1
2534,물정에,1
2535,물질대사가,-1
2536,물질적인,2
2537,물집,-1
2538,뭇사람을,1
2539,뭐서워서,-2
2540,므흣하다,1
2541,미개하다,-1
2542,미개하여,-2
2543,미개한,-2
2544,미끄러운,1
2545,미끈하다,1
2546,미덥지,-2
2547,미띤,-1
2548,미련이,-2
2549,미련하거나,-2
2550,미련하고,-2
2551,미련하다,-2
2552,미련하여,-2
2553,미련한,-2
2554,미루거나,-1
2555,미루다,-1
2556,미루지,1
2557,미묘하여,1
2558,미세함,1
2559,미소,2
2560,미소를,1
2561,미숙하다,-1
2562,미숙하여,-1
2563,미숙한,-1
2564,미안하게,-1
2565,미안하고,-2
2566,미안하다,-1
2567,미안하여,-2
2568,미안함,-1
2569,미약하다,-1
2570,미운,-2
2571,미움을,-2
2572,미워하고,-2
2573,미워하는,-2
2574,미워하다,-2
2575,미워할,-2
2576,미워함,-2
2577,미워함을,-2
2578,미워해,-2
2579,미인,2
2580,미천한,-2
2581,미치겠다,-2
2582,미치지,-1
2583,미친,-2
2584,미친개의,-1
2585,미칠,-1
2586,미혹한,-2
2587,믿고,1
2588,믿다,1
2589,믿을,1
2590,믿음,1
2591,믿음성,2
2592,믿음을,1
2593,믿음직스러운,2
2594,믿음직스러워,2
2595,믿음직스럽게,2
2596,믿음직스럽고,2
2597,믿음직스럽다,2
2598,믿음직하고,2
2599,믿음직할,2
2600,믿지,-2
2601,밀려나다,-1
2602,밀려나지,0
2603,밀린,-1
2604,밉게,-2
2605,밉다,-2
2606,밉살스러운,-2
2607,밉살스럽게,-2
2608,밉살스럽고,-2
2609,밋밋하다,-1
2610,바닥이,0
2611,바라거나,0
2612,바라는,0
2613,바라진,-1
2614,바람을,-1
2615,바람이,0
2616,바람직스럽다,2
2617,바람직하다,2
2618,바람직한,2
2619,바래서,-1
2620,바로잡다,1
2621,바로잡아,1
2622,바르거나,2
2623,바르게,1
2624,바르고,2
2625,바르다,2
2626,바르며,2
2627,바르지,-1
2628,바른,2
2629,바를,2
2630,바보,-2
2631,바보같이,-1
2632,바쁘게,-1
2633,바스러질,-1
2634,바이러스,-1
2635,바지직대다,-1
2636,바짝,-1
2637,박복함,0
2638,박약,-1
2639,박탈되고,-2
2640,박탈되어,-2
2641,박탈하고,-2
2642,박탈하다,-2
2643,박탈하여,-2
2644,박할,-2
2645,박할하다,-2
2646,반가운,2
2647,반갑다,2
2648,반기다,2
2649,반기지,-2
2650,반대하거나,-2
2651,반대하다,-2
2652,반드러운,2
2653,반드럽게,2
2654,반드럽다,2
2655,반드르르하다,2
2656,반들반들,1
2657,반들반들하다,1
2658,반듯하게,1
2659,반듯하고,2
2660,반란,-2
2661,반반하게,-2
2662,반발하다,-2
2663,반벙어리처럼,-1
2664,반성하고,1
2665,반신불수가,-2
2666,반역,-2
2667,반역을,-2
2668,반지랍지,-1
2669,반품남,-1
2670,반품녀,-1
2671,반하다,1
2672,반항하다,-2
2673,반항하려는,-2
2674,반항하여,-2
2675,반해버리다,1
2676,반했다,1
2677,받는,-2
2678,받다,1
2679,받들어,2
2680,받아들여지지,-2
2681,받아들이기는커녕,-2
2682,받아들이지,-2
2683,받지,-1
2684,발기,-2
2685,발길질을,-1
2686,발끈,-2
2687,발끈대다,-2
2688,발달된,1
2689,발달하게,1
2690,발라서,1
2691,발랄하다,2
2692,발연기,-1
2693,발열,-1
2694,발열과,-1
2695,발열이,0
2696,발육되지,-1
2697,발육이,-2
2698,발을,-1
2699,발작,-2
2700,발전,1
2701,발전되도록,1
2702,발전시키는,1
2703,발전이나,1
2704,발전하게,1
2705,발전하는,1
2706,발전하다,1
2707,발컨,-1
2708,발휘하지,-1
2709,밝게,2
2710,밝고,2
2711,밝다,2
2712,밝아서,2
2713,밝은,2
2714,밝지,-1
2715,밥이나,-2
2716,방긋,2
2717,방긋방긋,2
2718,방면에,2
2719,방자하고,-1
2720,방자한,-1
2721,방정,-2
2722,방정맞게,-2
2723,방정맞고,-2
2724,방정맞은,-2
2725,방정을,-2
2726,방치되다,-1
2727,방탕하게,-2
2728,방탕하고,-2
2729,방탕하다,-1
2730,방탕한,-2
2731,방해가,-2
2732,방해하거나,-2
2733,방해하는,-2
2734,방해하다,-2
2735,방해하던,-2
2736,방해하여,-2
2737,방해함,-2
2738,방향도,-1
2739,배가,-1
2740,배를,-2
2741,배반하다,-2
2742,배반함,-2
2743,배신하다,-2
2744,배신하여,-2
2745,배우는,0
2746,배우다,1
2747,배우지,-1
2748,배워지고,1
2749,배은망덕,-2
2750,배척되다,-2
2751,배척하다,-2
2752,배탈,-2
2753,뱀과,-1
2754,버겁다,-2
2755,버그러져,-2
2756,버그러진,-2
2757,버려두어,-2
2758,버려지다,-2
2759,버릇,0
2760,버릇없게,-2
2761,버릇없고,-2
2762,버릇없는,-2
2763,버릇없이,-2
2764,버릇이,-2
2765,버리다,-2
2766,버린다는,-2
2767,버성기어,-1
2768,버젓하고,2
2769,버젓하지,-2
2770,버티거나,-2
2771,버프,1
2772,벅차다,0
2773,번거로운,-2
2774,번거롭게,-2
2775,번거롭다,-2
2776,번드럽게,0
2777,번드럽다,0
2778,번듯이,1
2779,번듯하게,1
2780,번듯하고,1
2781,번지르르하게,0
2782,번창한,2
2783,번하다,1
2784,벌레가,-1
2785,벌로,-2
2786,벌받을,-2
2787,벌벌,-1
2788,벌을,0
2789,범인,-2
2790,범죄,-2
2791,범죄로,-2
2792,범죄를,-2
2793,범죄에,-2
2794,범죄자,-1
2795,범죄자들의,-2
2796,범죄적인,-2
2797,법률에,-2
2798,법석이는,-1
2799,법을,-2
2800,벗어나,-2
2801,벗어나다,-1
2802,벗어나지,-1
2803,벗어남이,1
2804,벙글거리며,0
2805,벙긋,2
2806,벙긋벙긋,2
2807,벙벙한,-1
2808,베푸는,2
2809,베풀거나,1
2810,베풀다,1
2811,베풀어,1
2812,베풀어서,1
2813,베풀어져,1
2814,베풀어지다,1
2815,벼르다,-1
2816,벼슬을,-2
2817,벼슬이,-2
2818,변덕스러워,-1
2819,변변찮은,-2
2820,변변치,-2
2821,변변하지,-2
2822,변비,-1
2823,변비증,-1
2824,변사하다,-2
2825,변태,-1
2826,변함없이,1
2827,별로다,-1
2828,별스러울,-1
2829,별스러워,-1
2830,별안간,-1
2831,볍신,-2
2832,병독,-2
2833,병독이,-2
2834,병든,-2
2835,병들거나,-2
2836,병들어,-2
2837,병맛,-1
2838,병세가,-2
2839,병신이나,-2
2840,병에서,2
2841,병으로,-2
2842,병을,1
2843,병의,-1
2844,병이,-2
2845,병이나,-2
2846,병이다,-2
2847,병적,-2
2848,병적으로,-2
2849,병적인,-2
2850,병증,-2
2851,병증으로,-2
2852,병증을,-2
2853,병치레를,-1
2854,보고,2
2855,보기,-2
2856,보기도,1
2857,보기에,-2
2858,보답이,1
2859,보답하는,1
2860,보드라운,1
2861,보드랍게,2
2862,보드랍고,1
2863,보드랍다,1
2864,보드랍지,-1
2865,보란,1
2866,보람,2
2867,보람이나,1
2868,보로통히,-1
2869,보배,1
2870,보살의,1
2871,보살피거나,1
2872,보살피다,1
2873,보송보송,1
2874,보송보송하다,1
2875,보수적,-1
2876,보수적이다,-1
2877,보잘것없거나,-2
2878,보잘것없고,-2
2879,보잘것없는,-2
2880,보잘것없다,-2
2881,보잘것없음,-2
2882,보잘것없이,-2
2883,보채거나,-1
2884,보채는,-1
2885,보채다,-1
2886,보챔,-1
2887,보충하다,1
2888,보탬이,1
2889,보통,1
2890,보호하여,1
2891,복된,2
2892,복리,2
2893,복리를,1
2894,복스러운,2
2895,복스럽고,2
2896,복원,-1
2897,복을,2
2898,복이,2
2899,복이나,2
2900,복잡하거나,-2
2901,복잡하게,-1
2902,복잡하고,-1
2903,복잡하다,-1
2904,복잡하여,-1
2905,복종하다,-1
2906,복종하면서,-1
2907,복종함,-1
2908,복통을,-2
2909,볶아치는,-1
2910,볶아치다,-1
2911,본받아,2
2912,본받을,1
2913,본심을,-1
2914,볼것이,-2
2915,볼매,1
2916,볼쌍사납게,-2
2917,볼썽사납게,-2
2918,볼품없이,-2
2919,볼품이,-2
2920,봄날의,1
2921,봄의,1
2922,봄철의,1
2923,봉변,-2
2924,봉변을,-2
2925,부귀한,2
2926,부글거리는,-1
2927,부글거리다,-1
2928,부끄러운,-1
2929,부끄러움,-1
2930,부끄러움을,-1
2931,부끄러워서,-1
2932,부끄러워지다,-1
2933,부끄러워하는,-1
2934,부끄러워하다,-1
2935,부끄러워함,-1
2936,부끄러이,-1
2937,부끄럽게,-1
2938,부끄럽다,-1
2939,부담,-2
2940,부담스러운,-2
2941,부담스럽다,-2
2942,부담이,2
2943,부당하거나,-2
2944,부당하게,-2
2945,부당하다,-1
2946,부당한,-1
2947,부도덕,-2
2948,부도덕한,-1
2949,부드러우며,1
2950,부드러우면서,1
2951,부드러운,1
2952,부드러워지게,1
2953,부드럽게,1
2954,부드럽고,2
2955,부드럽다,1
2956,부드럽지,-1
2957,부득기소,-1
2958,부득기소하다,-1
2959,부득부득,-1
2960,부딪치거나,-1
2961,부러뜨리다,-1
2962,부러운,1
2963,부러워함,1
2964,부러지다,-2
2965,부럽다,-1
2966,부르르,0
2967,부르르하다,0
2968,부리거나,-1
2969,부분이,-1
2970,부산을,-1
2971,부산하게,-1
2972,부산한,-1
2973,부상,-2
2974,부서지거나,-1
2975,부서지다,-2
2976,부스럼,-1
2977,부스럼이나,-1
2978,부스스한,-1
2979,부실하게,-1
2980,부심,-1
2981,부어서,-1
2982,부위가,-2
2983,부인하다,-2
2984,부자,1
2985,부자연스러운,-1
2986,부자연스러움,-2
2987,부자연스럽게,-1
2988,부자연스럽다,-2
2989,부작용,-2
2990,부작용이,-2
2991,부적격,-2
2992,부적당한,-1
2993,부적절하다,-2
2994,부적절한,-1
2995,부정,-1
2996,부정어와,-2
2997,부정을,-2
2998,부정이나,-2
2999,부정적,-2
3000,부정적인,-2
3001,부정직,-2
3002,부정하거나,-2
3003,부정하는,-2
3004,부정하다,-2
3005,부정하며,-2
3006,부정하여,-2
3007,부정행위,-1
3008,부정확하다,-1
3009,부정확한,-1
3010,부조리,-2
3011,부조화,-2
3012,부족,-1
3013,부족이나,-1
3014,부족하거나,-1
3015,부족하다,-1
3016,부족하며,-1
3017,부족하여,-1
3018,부족한,-1
3019,부족함이,1
3020,부주의로,-1
3021,부주의한,-1
3022,부지런,2
3023,부지런스럽다,2
