,단어,점수
3024,부지런스레,2
3025,부지런하고,2
3026,부지런하다,2
3027,부지런히,2
3028,부진,-2
3029,부진증,-1
3030,부진하다,-2
3031,부질없다,-2
3032,부질없이,-2
3033,부처의,1
3034,부추겨서,-1
3035,부추기는,-1
3036,부패하다,-1
3037,부패한,-1
3038,북받쳐,1
3039,분간이,-2
3040,분간하기,-2
3041,분개하다,-2
3042,분개하여,-2
3043,분개할,-2
3044,분격,-2
3045,분격하다,-2
3046,분나,-2
3047,분나하다,-2
3048,분노,-2
3049,분노나,-2
3050,분노하다,-2
3051,분노함,-2
3052,분란,-1
3053,분란통,-1
3054,분란하다,-1
3055,분명이,-1
3056,분명하게,-1
3057,분명하고,1
3058,분명하다,1
3059,분명하지,-1
3060,분명한,1
3061,분명히,-1
3062,분발하도록,1
3063,분발하여,0
3064,분별없이,-1
3065,분별할,-1
3066,분수,-2
3067,분수를,-2
3068,분수없이,-2
3069,분수에,-2
3070,분에,-2
3071,분에하다,-2
3072,분열병,-1
3073,분위기가,1
3074,분위기를,2
3075,분위기에,2
3076,분이나,-2
3077,분탄하다,-2
3078,분탕,-2
3079,분탕질,-2
3080,분통,-2
3081,분통스럽다,-2
3082,분풀이,-2
3083,분풀이하다,1
3084,분하거나,-2
3085,분하게,-2
3086,분하고,-2
3087,분하다,-2
3088,분하여,-2
3089,분한,-2
3090,분함,-2
3091,불건전,-2
3092,불건전한,-2
3093,불결하다,-2
3094,불결한,-2
3095,불경기,-2
3096,불균형,-2
3097,불길하거나,-2
3098,불길하다,-2
3099,불길한,-2
3100,불끈,-2
3101,불량,-2
3102,불량배가,-2
3103,불량자가,-2
3104,불량패,-1
3105,불량하다,-2
3106,불량한,-2
3107,불량화소,-2
3108,불리하다,-1
3109,불리한,-1
3110,불만,-2
3111,불만감,-2
3112,불만스러운,-2
3113,불만스럽거나,-2
3114,불만스럽게,-2
3115,불만스럽다,-2
3116,불만스레,-2
3117,불만으로,-2
3118,불만을,-2
3119,불만이,-2
3120,불만족,-2
3121,불만족스러운,-2
3122,불만족스럽다,-2
3123,불만족스레,-2
3124,불만족하다,-2
3125,불만투성이,-2
3126,불만하다,-2
3127,불면병,-1
3128,불면증,-2
3129,불명예,-2
3130,불명예스러운,-1
3131,불법,-2
3132,불법으로,-2
3133,불법이다,-2
3134,불법적으로,-2
3135,불법체류,-2
3136,불성실,-1
3137,불순물이,-1
3138,불신,-2
3139,불신의,-2
3140,불신하다,-1
3141,불쌍하게,-2
3142,불쌍하고,-2
3143,불쌍하다,-2
3144,불쌍하여,-2
3145,불쌍한,-2
3146,불쌍함,-2
3147,불쌍히,-2
3148,불안,-2
3149,불안감,-2
3150,불안증,-2
3151,불안스럽다,-2
3152,불안전성,-2
3153,불안정하게,-2
3154,불안정한,-2
3155,불안하게,-1
3156,불안하다,-2
3157,불안하여,-2
3158,불안한,-2
3159,불안할,-1
3160,불안해하고,-1
3161,불안해하는,-2
3162,불안히,-2
3163,불에,-2
3164,불운,-1
3165,불충분,-2
3166,불충분하거나,-2
3167,불충분하다,-2
3168,불충분한,-1
3169,불치병,-2
3170,불쾌감,-2
3171,불쾌감이,-2
3172,불쾌스럽다,-2
3173,불쾌스레,-2
3174,불쾌하게,-2
3175,불쾌하다,-2
3176,불쾌하다고,-2
3177,불쾌한,-2
3178,불쾌히,-2
3179,불편,-2
3180,불편리,-2
3181,불편리하다,-2
3182,불편부당,1
3183,불편부당하다,1
3184,불편스럽다,-2
3185,불편스레,-2
3186,불편하거나,-2
3187,불편하게,-2
3188,불편하고,-2
3189,불편하다,-2
3190,불편하며,-2
3191,불편하여,-2
3192,불편한,-2
3193,불편할,-2
3194,불편함,-2
3195,불평,-2
3196,불평등,-2
3197,불평등하다,-2
3198,불평등한,-1
3199,불평스러워,-2
3200,불평스럽게,-2
3201,불평을,-2
3202,불평이나,-2
3203,불평조의,-2
3204,불평판,-2
3205,불평하는,-2
3206,불평하다,-2
3207,불합격한,-2
3208,불합리,-2
3209,불행,-1
3210,불행을,-2
3211,불행하거나,-2
3212,불행하게,-2
3213,불행하다,-2
3214,불행한,-2
3215,불협화음,-2
3216,불화,-2
3217,불황,-2
3218,불효,-2
3219,붉으락푸르락하여지며,-1
3220,붉으락푸르락해지며,-1
3221,붓거나,0
3222,붓고,-2
3223,붓는,-1
3224,붙어,-2
3225,붙임성,1
3226,붙임성이,-1
3227,비관적,-2
3228,비관적인,-2
3229,비굴하게,-2
3230,비굴하다,-2
3231,비굴할,-2
3232,비극,-2
3233,비꼬는,-2
3234,비꼬다,-2
3235,비난,-2
3236,비난을,-2
3237,비난조로,-2
3238,비난하는,-2
3239,비난하다,-2
3240,비난하여,-2
3241,비뚤거리다,-1
3242,비뚤어져,-1
3243,비뚤어지거나,-1
3244,비뚤어지다,-1
3245,비련,-2
3246,비리를,-2
3247,비만,-2
3248,비만이다,-1
3249,비매,-1
3250,비방,-1
3251,비방과,-2
3252,비방하거나,-1
3253,비방하다,-1
3254,비속하게,-2
3255,비싸다,-2
3256,비싼,-2
3257,비아냥거리다,-2
3258,비아냥대다,-2
3259,비아냥스럽다,-2
3260,비아냥스레,-2
3261,비아냥조,-2
3262,비아냥하다,-2
3263,비열하다,-2
3264,비열한,-2
3265,비웃거나,-2
3266,비웃는,-1
3267,비웃다,-1
3268,비웃으며,-1
3269,비웃음과,-1
3270,비웃음을,-1
3271,비위,-2
3272,비위가,-1
3273,비위를,-1
3274,비위상하다,-2
3275,비위에,-1
3276,비장의,1
3277,비정상,-1
3278,비정상적으로,-1
3279,비정한,-1
3280,비좁아,-1
3281,비좁은,-1
3282,비중이,1
3283,비참,-2
3284,비참하다,-2
3285,비참한,-2
3286,비참히,-2
3287,비추천,-2
3288,비추하다,-1
3289,비탄,-2
3290,비탄하다,-2
3291,비통하다,-2
3292,비통한,-1
3293,비틀거리거나,-1
3294,비틀거리는,-1
3295,비틀거리다,-1
3296,비틀거리며,-1
3297,비틀거리면서,-1
3298,비틀어지며,-1
3299,비판,-1
3300,비판되다,-1
3301,비판이나,-1
3302,비판하다,-1
3303,비판함,-1
3304,비평,-1
3305,비합리적,-2
3306,비합리적인,-1
3307,비현실,-2
3308,비현실적,-2
3309,비효율,-2
3310,비효율적,-2
3311,빈대,-2
3312,빈둥거리는,-1
3313,빈둥거리다,-1
3314,빈둥빈둥,-1
3315,빈둥빈둥하는,-1
3316,빈둥빈둥하다,-1
3317,빈정거리는,-2
3318,빈정거리다,-2
3319,빈정거리며,-2
3320,빈정거릴,-2
3321,빈틈없고,1
3322,빈혈,-1
3323,빌빌대다,-2
3324,빌빌하는,-2
3325,빌빌하다,-2
3326,빙긋거리다,1
3327,빙긋대다,1
3328,빚을,-2
3329,빚지다,-2
3330,빛깔이,-1
3331,빛나고,1
3332,빛나는,2
3333,빛나며,2
3334,빛을,-2
3335,빠듯하게,-1
3336,빠뜨려,-1
3337,빠르고,2
3338,빠르다,1
3339,빠지직대다,-1
3340,빠트리다,-1
3341,빡도네,-2
3342,빡돌다,-2
3343,빡세네,-2
3344,빡세다,-2
3345,빡치네,-2
3346,빡치다,-2
3347,빤빤스럽게,-2
3348,빤빤스럽고,-2
3349,빤빤하게,-2
3350,빵꾸똥꾸,-1
3351,빵셔틀,-1
3352,빼돌려,-2
3353,빼앗거나,-2
3354,빼앗기,-2
3355,빼앗기거나,-2
3356,빼앗기고,-2
3357,빼앗는,-2
3358,빼앗다,-2
3359,빼앗아,-1
3360,빼앗으려고,-2
3361,빼어나게,2
3362,빼어나다,2
3363,빼어난,2
3364,뺀질대다,-2
3365,뺨이,-1
3366,뻐근하게,-1
3367,뻑뻑하지,1
3368,뻑적지근하다,-1
3369,뻔뻔스러운,-2
3370,뻔뻔스럽게,-2
3371,뻔뻔스럽고,-2
3372,뻔뻔하게,-2
3373,뻔뻔하다,-2
3374,뻔뻔한,-1
3375,뼈마디가,-2
3376,뽀록,1
3377,뽀얀,1
3378,뽐내는,1
3379,뽐내다,1
3380,뽐낼,1
3381,뽑히지,-1
3382,뿌듯하다,2
3383,뿌듯함,2
3384,삐딱거리다,-2
3385,삐딱대다,-2
3386,삐딱하다,-2
3387,삐뚤거리다,-2
3388,삐뚤대다,-2
3389,삐뚤어져서,-2
3390,삐뚤어지다,-2
3391,삐죽대다,-2
3392,삐죽삐죽,-2
3393,삐죽이,-2
3394,사건에,1
3395,사고가,1
3396,사고나,-1
3397,사고나다,-2
3398,사고를,-2
3399,사교적,1
3400,사교적이다,1
3401,사교적인,1
3402,사귀다,1
3403,사귀어,1
3404,사나우며,-1
3405,사나운,-1
3406,사납거나,-2
3407,사납게,-1
3408,사납고,-2
3409,사납다,-1
3410,사납던,-1
3411,사늘한,-1
3412,사라져,-1
3413,사람과,-1
3414,사람다운,1
3415,사람답지,-2
3416,사람됨이,2
3417,사람들과,2
3418,사람들이,-1
3419,사람에게,2
3420,사람을,-2
3421,사람의,2
3422,사람이,-2
3423,사람이나,-2
3424,사랑,2
3425,사랑겹다,2
3426,사랑과,2
3427,사랑꾼,2
3428,사랑둥이,2
3429,사랑받고,2
3430,사랑받다,2
3431,사랑스러운,2
3432,사랑스러움,2
3433,사랑스럽거나,2
3434,사랑스럽게,2
3435,사랑스럽다,2
3436,사랑스레,2
3437,사랑으로,2
3438,사랑을,1
3439,사랑의,2
3440,사랑이,2
3441,사랑이다,2
3442,사랑하거나,2
3443,사랑하고,2
3444,사랑하는,1
3445,사랑하다,2
3446,사랑하여,2
3447,사랑함,2
3448,사랑해,2
3449,사로잡다,1
3450,사리를,-1
3451,사리에,-1
3452,사망하다,-2
3453,사멸하는,-2
3454,사모,2
3455,사모하다,2
3456,사모하여,2
3457,사모함,2
3458,사무치게,-2
3459,사물에,1
3460,사뿐사뿐하다,1
3461,사뿐하다,1
3462,사사로운,-2
3463,사사로움이,1
3464,사세난연,-2
3465,사세난연하다,-2
3466,사실을,-1
3467,사실인,-1
3468,사심없는,1
3469,사악하다,-2
3470,사악한,-2
3471,사양하는,-1
3472,사이가,-1
3473,사이를,-1
3474,사정없이,-1
3475,사정을,0
3476,사치,-1
3477,사치스러운,-2
3478,사치스럽다,-1
3479,사태가,-1
3480,사형에,-2
3481,사회가,-2
3482,사회의,1
3483,삭는,-1
3484,삭막하다,-2
3485,산뜻하거나,1
3486,산뜻하게,2
3487,산뜻하고,2
3488,산뜻하다,2
3489,산뜻하지,-1
3490,산뜻한,1
3491,산후,-1
3492,살가죽이,-1
3493,살갗이,-1
3494,살그머니,1
3495,살기,-2
3496,살려,1
3497,살림이,-2
3498,살모넬라균에,-1
3499,살빛이,1
3500,살아가는,2
3501,살아나거나,1
3502,살을,-1
3503,살이,-1
3504,살인,-1
3505,살인자,-2
3506,살인죄,-2
3507,살인하다,-1
3508,살지,-2
3509,살짝,-1
3510,살펴보지,-1
3511,살피지,-1
3512,살해,-1
3513,살해되다,-2
3514,살해됨,-2
3515,살해됨을,-2
3516,살해하다,-2
3517,삼연히,0
3518,상긋,1
3519,상긋거리다,1
3520,상긋방긋하다,1
3521,상긋상긋,1
3522,상긋하다,1
3523,상냥하게,2
3524,상냥하고,2
3525,상냥하다,2
3526,상냥하면서,2
3527,상냥한,2
3528,상냥함,2
3529,상당하다고,1
3530,상당한,1
3531,상당히,-1
3532,상대를,1
3533,상대편을,-2
3534,상서로운,1
3535,상서롭다,1
3536,상서롭지,-2
3537,상스러운,-2
3538,상스럽고,-2
3539,상스럽다,-2
3540,상습범,-2
3541,상승곡선,1
3542,상승세,1
3543,상승효과,1
3544,상실된,-1
3545,상실한,-1
3546,상심,-2
3547,상심하다,-2
3548,상위,2
3549,상위권,2
3550,상처,-2
3551,상처가,-2
3552,상처를,-2
3553,상처에서,-1
3554,상쾌하게,2
3555,상쾌하다,2
3556,상쾌하지,-1
3557,상쾌한,2
3558,상쾌할,2
3559,상쾌히,2
3560,상큼하다,1
3561,상태가,-2
3562,상태를,1
3563,상태에,-1
3564,상하거나,-2
3565,상하게,-2
3566,상하고,-2
3567,상하다,-2
3568,상하여,-2
3569,상하지,1
3570,상한,-2
3571,상함,-2
3572,상해서,-2
3573,상향하다,1
3574,상혼,-2
3575,상혼하다,-2
3576,새눈무늿병,-1
3577,새로운,2
3578,새로워지다,1
3579,새롭게,1
3580,새롭지,-1
3581,새실대다,1
3582,새파랗게,-1
3583,색감이,1
3584,색다른,1
3585,색에,-1
3586,샐그러뜨리며,-1
3587,샐쭉,-1
3588,샐쭉거리다,-1
3589,샐쭉대다,-1
3590,샐쭉샐쭉하다,-1
3591,샐쭉하다,-1
3592,샘나다,-1
3593,샘바르고,-1
3594,샘을,-1
3595,샘하는,-1
3596,샘하여,-2
3597,생각,-1
3598,생각이,-1
3599,생각하고,1
3600,생겨나다,1
3601,생글생글,1
3602,생긋,1
3603,생긋거리다,1
3604,생긋대다,1
3605,생긋방긋,1
3606,생긋방긋거리다,1
3607,생기,1
3608,생기가,-1
3609,생기는,-1
3610,생긴,-1
3611,생김새가,2
3612,생동감이,1
3613,생생하게,1
3614,생생하고,1
3615,생생하다,1
3616,생생하지,-1
3617,생생한,1
3618,생생히,1
3619,생활에,1
3620,생활이,2
3621,서글서글한,2
3622,서글퍼지다,-2
3623,서글프다,-2
3624,서글픔,-2
3625,서글피,-2
3626,서늘하다,1
3627,서늘한,-1
3628,서두르며,-1
3629,서러운,-2
3630,서러움,-2
3631,서러워하다,-2
3632,서러이,-2
3633,서럽게,-2
3634,서럽다,-2
3635,서로,1
3636,서먹거리다,-1
3637,서먹서먹하게,-1
3638,서먹서먹하다,-1
3639,서먹서먹한,-1
3640,서분대다,-1
3641,서운감,-2
3642,서운하거나,-2
3643,서운하게,-2
3644,서운하고,-2
3645,서운하다,-2
3646,서운한,-2
3647,서운함,-2
3648,서운히,-2
3649,서정적인,1
3650,서투르거나,-1
3651,서투르게,-1
3652,서투르고,-1
3653,서투르다,-1
3654,서투른,-1
3655,서투름,-1
3656,선득선득,-1
3657,선득선득하다,-1
3658,선뜻,1
3659,선량하다,1
3660,선량한,1
3661,선명하게,1
3662,선명하다,1
3663,선명하다는,1
3664,선명하지,-1
3665,선명한,1
3666,선선한,1
3667,선업을,1
3668,선전하다,1
3669,선진적인,1
3670,선천적,-1
3671,선하다,2
3672,선행을,2
3673,선호하는,2
3674,선호하다,2
3675,설렁거리다,-1
3676,설렁대다,-1
3677,설렁설렁,-1
3678,설렁설렁하다,-1
3679,설레거나,1
3680,설레게,1
3681,설레는,1
3682,설레다,1
3683,설레발,-1
3684,설레발치다,-1
3685,설레어,1
3686,설레이다,1
3687,설사,-1
3688,설사가,-1
3689,설사를,-1
3690,설사의,-1
3691,설사하는,-1
3692,설움,-2
3693,설움에,-2
3694,설움으로,-2
3695,설움이,-2
3696,설친,-1
3697,섬기지,-1
3698,섬뜩,-2
3699,섬뜩섬뜩,-2
3700,섬뜩섬뜩하다,-2
3701,섬뜩하다,-2
3702,섬세하게,1
3703,섬세하고,1
3704,섬약하여,-1
3705,섭섭이,-2
3706,섭섭하거나,-2
3707,섭섭하게,-1
3708,섭섭하고,-2
3709,섭섭하다,-1
3710,섭섭한,-1
3711,섭하다,-1
3712,성가시게,-2
3713,성가시고,-2
3714,성가시다,-2
3715,성가시어,-2
3716,성가실,-2
3717,성격이,2
3718,성공,2
3719,성공적,2
3720,성공적이다,2
3721,성공하다,2
3722,성공하여,2
3723,성공한,2
3724,성과가,1
3725,성교,1
3726,성글,2
3727,성글거리다,2
3728,성글고,2
3729,성글다,-1
3730,성글대다,2
3731,성글벙글,2
3732,성글벙글거리다,2
3733,성글벙글대다,2
3734,성글벙글하다,2
3735,성글성글,2
3736,성글성글하다,2
3737,성글하다,2
3738,성급하게,-1
3739,성급하다,-1
3740,성급한,-1
3741,성기다,-1
3742,성나다,-2
3743,성난,-2
3744,성내다,-2
3745,성내어,-2
3746,성대하다,2
3747,성대한,2
3748,성립되는,-2
3749,성립하는,-2
3750,성미가,-2
3751,성미를,-1
3752,성숙되다,1
3753,성숙하고,1
3754,성숙하다,1
3755,성숙한,2
3756,성실하지,-1
3757,성실한,2
3758,성을,-2
3759,성을내다,-2
3760,성의,-2
3761,성의가,1
3762,성의를,1
3763,성의있다,2
3764,성이,-2
3765,성이나서,-2
3766,성장되거나,1
3767,성적인,1
3768,성질나다,-2
3769,성질내다,-2
3770,성질부리다,-2
3771,성질이,-2
3772,성취함을,2
3773,성품이,2
3774,성하고,0
3775,성하다,1
3776,성해지다,1
3777,세계를,1
3778,세계적인,1
3779,세력에,-1
3780,세력이,-2
3781,세련되고,2
3782,세련되다,2
3783,세련되지,-1
3784,세련된,2
3785,세련됨이,-1
3786,세련미,1
3787,세상을,-2
3788,세상의,-2
3789,세상이,-2
3790,세속의,-2
3791,세운,1
3792,세월만,-2
3793,세일,1
3794,세일하다,1
3795,세지,-1
3796,세차고,-1
3797,센셰이셔널,1
3798,소갈병,-1
3799,소견이,-1
3800,소고집,-1
3801,소극적이다,-1
3802,소담스러운,2
3803,소동을,-2
3804,소득,1
3805,소득이,1
3806,소란스러운,-2
3807,소란스러움,-2
3808,소란스럽게,-2
3809,소란스럽고,-1
3810,소란스럽다,-2
3811,소란이,-2
3812,소란하게,-2
3813,소란하고,-2
3814,소란해지거나,-2
3815,소름,-2
3816,소름끼치는,-2
3817,소름이,-2
3818,소리가,-1
3819,소망,1
3820,소문난,2
3821,소복하게,1
3822,소스라치게,-2
3823,소외,-2
3824,소외감,-2
3825,소외되다,-2
3826,소용없다,-2
3827,소용없이,-2
3828,소용이,-2
3829,소원하다,-1
3830,소원한,-1
3831,소음,-1
3832,소중하게,2
3833,소중하다,2
3834,소중한,2
3835,소중히,2
3836,소질과,1
3837,소탈하여,1
3838,소홀,-2
3839,소홀하게,-2
3840,소홀하다,-2
3841,소홀히,-2
3842,소화,-1
3843,소화가,-1
3844,소화되지,-1
3845,속되게,-2
3846,속박되다,-2
3847,속병이,-1
3848,속상,-2
3849,속상하다,-2
3850,속셈이,-2
3851,속아,-1
3852,속에,-1
3853,속여,-1
3854,속으로,-2
3855,속으로는,-1
3856,속으로만,-2
3857,속을,1
3858,속이,-1
3859,속이거나,-2
3860,속이고,-2
3861,속이기,-2
3862,속이는,-2
3863,속이다,-2
3864,속이려는,-2
3865,속이며,-2
3866,속인다는,-2
3867,속임,-2
3868,속임수,-2
3869,속절없다,-1
3870,속절없이,-1
3871,속죄,1
3872,속태,-2
3873,손가락이,-1
3874,손발이,-1
3875,손보아,1
3876,손부끄러이,-1
3877,손부끄럽다,-1
3878,손상되다,-2
3879,손상되어,-1
3880,손상된,-2
3881,손상을,-2
3882,손상이나,-2
3883,손실이,-2
3884,손으로,1
3885,손해,-2
3886,손해가,-2
3887,손해나,-2
3888,손해를,-2
3889,손해의,-2
3890,솔직하다,2
3891,솔직한,2
3892,솜씨가,2
3893,솟아나는,1
3894,송구스럽거나,-1
3895,송구스럽게,-2
3896,쇠멸하다,-2
3897,쇠약감,-1
3898,쇠약하다,-1
3899,쇠약한,-1
3900,쇠약해져서,-2
3901,쇠약해지는,-2
3902,쇠약해지면서,-1
3903,쇠약해진,-2
3904,쇠잔하여,-2
3905,쇠퇴하여,-2
3906,쇠퇴한,-2
3907,쇠하여지다,-2
3908,수고가,0
3909,수고하는,1
3910,수군덕수군덕하다,-1
3911,수긍하다,1
3912,수꼴,-1
3913,수더분하거나,0
3914,수더분하게,0
3915,수두,-1
3916,수령에게,1
3917,수막염,-1
3918,수면,-1
3919,수면부족,-2
3920,수분이,-1
3921,수상쩍거나,-1
3922,수선,-1
3923,수선스러워,-1
3924,수선스럽게,-1
3925,수선스럽고,-1
3926,수선스럽다,-1
3927,수선을,-1
3928,수수하다,1
3929,수습하는,1
3930,수습하다,1
3931,수요가,1
3932,수월하게,2
3933,수월하다,2
3934,수익,1
3935,수익을,2
3936,수준에,-1
3937,수준을,1
3938,수준이,-2
3939,수준이어서,2
3940,수줍다,0
3941,수줍음만,0
3942,수척하다,-2
3943,수치스러운,-2
3944,수치와,-2
3945,수치플,-1
3946,수행의,1
3947,수혜,1
3948,수혜자,1
3949,숙련된,1
3950,순간적으로,-2
3951,순결,2
3952,순결무구하다,1
3953,순결한,1
3954,순박하게,1
3955,순서상으로,1
3956,순수하게,1
3957,순수하고,2
3958,순수하다,1
3959,순수한,2
3960,순수화,1
3961,순수화하다,1
3962,순순하다,1
3963,순순히,1
3964,순정파,1
3965,순정하다,1
3966,순조롭게,-2
3967,순조롭지,-2
3968,순종하는,0
3969,순진하게,1
3970,순진하고,-2
3971,순탄하게,1
3972,순탄하고,1
3973,순탄하지,-2
3974,순편하다,1
3975,순편히,1
3976,순하게,1
3977,순하고,-2
3978,순하다,1
3979,순하지,-2
3980,순한,1
3981,순환의,-2
3982,술렁거리어,-1
3983,숨결이,-1
3984,숨김없이,1
3985,숨김이,1
3986,숨소리가,-2
3987,숨소리를,-2
3988,숨쉬기가,-1
3989,숨어,-1
3990,숨을,-2
3991,숨이,-2
3992,숫기가,-1
3993,숭상하여,2
3994,쉬거나,-2
3995,쉬면서,1
3996,쉬워지다,1
3997,쉴드,1
3998,쉽거나,2
3999,쉽게,2
4000,쉽지,-1
4001,스러져,-1
4002,스산하고,-2
4003,스스러움을,-1
4004,스스럼없이,1
4005,스스럼이,1
4006,스스로,-1
4007,스스로를,-1
4008,스스로에게,1
4009,스트레스,-2
4010,스포,-1
4011,슬그머니,-1
4012,슬기,2
4013,슬기나,2
4014,슬기로운,2
4015,슬기로움을,2
4016,슬기롭고,2
4017,슬기롭다,2
4018,슬기롭지,-1
4019,슬쩍,1
4020,슬퍼,-2
4021,슬퍼서,-2
4022,슬퍼져서,-2
4023,슬퍼지다,-2
4024,슬퍼하고,-2
4025,슬퍼하다,-2
4026,슬퍼하면서,-2
4027,슬퍼함,-2
4028,슬프게,-2
4029,슬프고,-2
4030,슬프기,-2
4031,슬프다,-2
4032,슬프도다,-2
4033,슬픈,-2
4034,슬플,-2
4035,슬픔,-2
4036,슬픔으로,-2
4037,슬픔을,-2
4038,슬픔이,-2
4039,슬픔이나,-2
4040,슬피,-2
4041,슴벅거리다,-1
4042,습성,-1
4043,습진,-1
4044,승낙하다,2
4045,승리,2
4046,승리하다,2
4047,시각적,2
4048,시간이,0
4049,시그럽다,-1
4050,시근시근하다,-1
4051,시기가,-1
4052,시기하고,-2
4053,시기하는,-2
4054,시기하다,-2
4055,시기하여,-2
4056,시기함,-2
4057,시끄럽거나,-2
4058,시끄럽게,-2
4059,시끄럽고,-2
4060,시끄럽다,-2
4061,시끌시끌한,-2
4062,시달리다,-2
4063,시달림,-2
4064,시달림으로,-2
4065,시답지,-2
4066,시대에,-2
4067,시든,-2
4068,시들고,-2
4069,시들다,-2
4070,시들대다,-2
4071,시들면서,-2
4072,시들시들,-2
4073,시들어,-2
4074,시들어서,-2
4075,시들하게,-2
4076,시들하다,-2
4077,시들한,-2
4078,시들해져서,-2
4079,시련이,-2
4080,시름시름,-2
4081,시름하는,-2
4082,시름하여,-2
4083,시망,-2
4084,시무룩,-2
4085,시무룩하다,-2
4086,시묵룩이,-2
4087,시발비용,-1
4088,시비,-2
4089,시비가,-2
4090,시비에,-2
4091,시비하는,-2
4092,시새움,-2
4093,시샘,-2
4094,시샘이,-2
4095,시선이,1
4096,시시하거나,-1
4097,시시하는,-1
4098,시시하다,-2
4099,시시한,-2
4100,시원스러운,2
4101,시원스럽게,2
4102,시원스럽고,2
4103,시원스럽다,2
4104,시원스럽도록,2
4105,시원스럽지,-1
4106,시원스레,2
4107,시원시원,2
4108,시원시원하다,2
4109,시원시원한,2
4110,시원시원히,2
4111,시원찮다,-2
4112,시원하게,2
4113,시원하고,2
4114,시원하다,1
4115,시원하여,2
4116,시원하지,-1
4117,시원한,1
4118,시일이,-1
4119,시장하거나,-1
4120,시장한,-1
4121,시체를,-2
4122,시치미를,-1
4123,시큰거리고,-1
4124,시큰둥하다,-1
4125,시큰둥한,-1
4126,식견,1
4127,식견과,1
4128,식견이,1
4129,식량이,-1
4130,식상,-1
4131,식상하다,-1
4132,식욕,-1
4133,식욕이,-1
4134,식중독,-1
4135,신경,-2
4136,신경이,-2
4137,신경증,-1
4138,신경질,-1
4139,신경질을,-1
4140,신경질쟁이,-1
4141,신경질적,-1
4142,신경질적으로,-1
4143,신경질적인,-1
4144,신기하다,1
4145,신나다,2
4146,신령스러운,1
4147,신령하다,1
4148,신령하여,1
4149,신뢰,1
4150,신뢰하다,1
4151,신뢰할,1
4152,신명,2
4153,신명하다,2
4154,신묘하게,1
4155,신물,-1
4156,신바람,2
4157,신박하다,1
4158,신분을,-1
4159,신분이,-1
4160,신선하다,1
4161,신선하지,-1
4162,신성한,1
4163,신이,2
4164,신이나,2
4165,신중,1
4166,신중하다,1
4167,신중하지,-1
4168,신중한,1
4169,신중히,-2
4170,신체에,-2
4171,신컨,1
4172,신통하다,1
4173,신통하지,-1
4174,싣기,-2
4175,실답지,-2
4176,실랑이를,-1
4177,실력을,1
4178,실망,-2
4179,실망감,-2
4180,실망낙담,-2
4181,실망낙담하다,-2
4182,실망스럽고,-2
4183,실망스럽다,-2
4184,실망하다,-2
4185,실망한,-2
4186,실망함,-2
4187,실속,2
4188,실속없이,-2
4189,실속은,-2
4190,실속이,2
4191,실수,-1
4192,실수가,-1
4193,실수나,-1
4194,실수를,-1
4195,실심,-2
4196,실심하다,-2
4197,실없거나,-2
4198,실없고,-2
4199,실없는,-2
4200,실없다,-2
4201,실없이,-2
4202,실용적,1
4203,실용적이다,2
4204,실용적인,2
4205,실점,-2
4206,실제로,1
4207,실제보다,-1
4208,실천적인,1
4209,실패나,-2
4210,실패로,-2
4211,실패하거나,-2
4212,실패함을,-2
4213,실하게,2
4214,실하고,2
4215,실하다,2
4216,실하지,-2
4217,실행하지,-1
4218,싫거나,-2
4219,싫게,-2
4220,싫고,-2
4221,싫다,-2
4222,싫다고,-2
4223,싫다는,-2
4224,싫도록,-2
4225,싫어나다,-2
4226,싫어서,-2
4227,싫어지거나,-2
4228,싫어지다,-2
4229,싫어하고,-2
4230,싫어하는,-2
4231,싫어하다,-2
4232,싫어하여,-2
4233,싫어함을,-2
4234,싫어해,-2
4235,싫은,-2
4236,싫을,-2
4237,싫이,-2
4238,싫증,-2
4239,싫증이,-2
4240,싫증이나,-2
4241,심각성,-2
4242,심각하게,-2
4243,심각한,-2
4244,심리적인,-2
4245,심술,-2
4246,심술궂게,-2
4247,심술궂고,-2
4248,심술궂다,-2
4249,심술궂은,-2
4250,심술꾸러기,-2
4251,심술부리다,-2
4252,심술스럽다,-2
4253,심술을,-2
4254,심술이,-2
4255,심술이나,-2
4256,심술쟁이,-2
4257,심신,-1
4258,심심하고,-1
4259,심오하다,-2
4260,심오한,1
4261,심장,-2
4262,심장마비,-2
4263,심장병,-2
4264,심쿵,2
4265,심하거나,-2
4266,심하게,-2
4267,심하다,-2
4268,심하면,-2
4269,심한,-2
4270,심해지는,-2
4271,심히,-2
4272,싱거운,-1
4273,싱겁게,-1
4274,싱겁다,-1
4275,싱그럽다,2
4276,싱글거리다,2
4277,싱글대다,2
4278,싱글벙글,2
4279,싱글벙글하다,2
4280,싱긋대다,1
4281,싱싱하고,2
4282,싱싱하다,2
4283,싱싱한,2
4284,싱싱히,2
4285,싶지,-1
4286,싸근싸근히,2
4287,싸글싸글히,2
4288,싸늘한,-1
4289,싸우는,-2
4290,싸우다,-2
4291,싸움,-1
4292,싸움에서,-2
4293,싹싹하고,2
4294,싹싹한,1
4295,쌀쌀맞고,-1
4296,쌀쌀맞다,-1
4297,쌀쌀한,-1
4298,쌓엿던,-1
4299,쌓인,-2
4300,써글써글히,2
4301,썩거나,-2
4302,썩는,-2
4303,썩소,-1
4304,썩어서,-2
4305,썩이다,-2
4306,썩임,-2
