,단어,품사,점수
2135,온건,NNG,1
2136,온기,NNG,1
2137,온수,NNG,-1
2138,온순,XR,1
2139,온전,XR,1
2140,온정,NNG,1
2141,온화,XR,1
2142,와신상담,NNG,-1
2143,완벽,NNG,-1
2144,완성도,NNG,1
2145,완성품,NNG,1
2146,완전무결,NNG,1
2147,왕관,NNG,1
2148,요긴,XR,1
2149,용감,XR,1
2150,심플,NNP,1
2151,알차,VA,1
2152,양호,XR,1
2153,염가,NNG,1
2154,영리,XR,1
2155,예리,XR,-1
2156,완곡,XR,1
2157,용이,XR,1
2158,우대,NNG,1
2159,우등생,NNG,1
2160,우량,NNG,1
2161,우량주,NNG,1
2162,우렁차,VA,-1
2163,우세,NNG,1
2164,우수,NNG,1
2165,우승,NNG,1
2166,우승자,NNG,1
2167,우승컵,NNG,1
2168,우아,XR,1
2169,우월,NNG,1
2170,우위,NNG,1
2171,우정,NNG,1
2172,움트,VV,1
2173,웃음꽃,NNG,1
2174,웅장,XR,1
2175,원대,XR,1
2176,원더풀,NNP,1
2177,원동력,NNG,1
2178,원만,XR,1
2179,원활,NNG,1
2180,월척,NNG,1
2181,웰컴,NNP,1
2182,위너,NNP,1
2183,위대,XR,1
2184,위생,NNG,1
2185,위안,NNG,-1
2186,위안거리,NNG,-1
2187,위엄,NNG,1
2188,위용,NNG,1
2189,유니크,NNG,1
2190,유대,NNG,1
2191,유대감,NNG,1
2192,유료,NNG,-1
2193,유망주,NNG,1
2194,유머,NNG,1
2195,유수,NNG,1
2196,유식,NNG,1
2197,유연,XR,1
2198,유용,NNG,1
2199,유의미,NNG,1
2200,유익,NNG,1
2201,유찰,NNG,-1
2202,윤택,NNG,1
2203,조치,NNG,-1
2204,의리,NNG,1
2205,이노베이션,NNG,1
2206,이득,NNG,1
2207,이롭,NNG,1
2208,이완,NNG,-1
2209,이율,NNG,1
2210,이익금,NNG,1
2211,인신매매,NNG,-1
2212,인내,NNG,1
2213,인정,NNG,1
2214,일깨우,VV,1
2215,일등,NNG,1
2216,일사불란,NNG,1
2217,입상,NNG,1
2218,입상자,NNG,1
2219,자극제,NNG,-1
2220,자긍심,NNG,1
2221,만족,NNG,1
2222,반성,NNG,-1
2223,자랑,NNG,1
2224,원숙,XR,1
2225,유명,NNG,1
2226,이루,VV,1
2227,자발,NNG,1
2228,자상,XR,1
2229,자생력,NNG,1
2230,자수성가,NNG,1
2231,자신감,NNG,1
2232,자신만만,XR,1
2233,진솔,XR,1
2234,창조,NNG,1
2235,자유,NNG,1
2236,자유자재,NNG,1
2237,자율,NNG,1
2238,자태,NNG,1
2239,작렬,NNG,1
2240,전천후,NNG,1
2241,잘나,VA,1
2242,전성기,NNG,1
2243,잡아끌,VV,-1
2244,재능,NNG,1
2245,재미,NNG,1
2246,재조명,NNG,1
2247,창출,NNG,1
2248,재탈환,NNG,1
2249,적격,NNG,1
2250,적극,NNG,1
2251,적합,NNG,1
2252,전매특허,NNG,1
2253,전치,NNG,-1
2254,절약,NNG,1
2255,절전,NNG,1
2256,절정,NNG,1
2257,절친,XR,1
2258,정교,XR,1
2259,정당,XR,1
2260,정상급,NNG,1
2261,정평,NNG,1
2262,제구실,NNG,-1
2263,존경,NNG,1
2264,존경심,NNG,1
2265,존중,NNG,1
2266,주름잡,VV,-1
2267,죽마고우,NNG,1
2268,준법정신,NNG,1
2269,중요,NNG,1
2270,중요시,NNG,1
2271,중점,NNG,1
2272,중추,NNG,1
2273,중후,XR,1
2274,증원,NNG,1
2275,증익,NNG,1
2276,증정,NNG,1
2277,지란지교,NNG,1
2278,진가,NNG,1
2279,진급,NNG,1
2280,진리,NNG,1
2281,진미,NNG,1
2282,진척,NNG,1
2283,진취,NNG,1
2284,차분,XR,-1
2285,착실,XR,1
2286,찬사,NNG,1
2287,찬성,NNG,1
2288,찬스,NNG,1
2289,찬양,NNG,1
2290,참신,XR,1
2291,창궐,NNG,1
2292,창의력,NNG,1
2293,창의,NNG,1
2294,창조성,NNG,1
2295,채우,VV,1
2296,천군만마,NNG,1
2297,천사,NNG,1
2298,천직,NNG,1
2299,자연미,NNG,1
2300,장땡,NNG,1
2301,재력,NNG,1
2302,적시,NNG,1
2303,절묘,XR,1
2304,정숙,NNG,1
2305,천진,NNG,-1
2306,천하무적,NNG,1
2307,천혜,NNG,1
2308,청순가련,NNG,1
2309,청신호,NNG,1
2310,대박,NNG,1
2311,청사진,NNG,1
2312,청순,NNG,1
2313,촉진,NNG,1
2314,촉진제,NNG,1
2315,청정,NNG,1
2316,최대,NNG,1
2317,최상위,NNG,1
2318,최상위권,NNG,1
2319,수작,NNG,1
2320,축배,NNG,1
2321,축복,NNG,1
2322,축하,NNG,1
2323,출세,NNG,1
2324,출중,XR,1
2325,치료제,NNG,1
2326,청초,XR,1
2327,친근감,NNG,1
2328,친근,XR,1
2329,친목,NNG,1
2330,친밀,NNG,1
2331,친밀감,NNG,1
2332,친선,NNG,1
2333,친애,NNG,1
2334,친하,VA,1
2335,친화력,NNG,1
2336,친화,NNG,1
2337,친환경,NNG,1
2338,커밍아웃,NNP,-1
2339,쾌거,NNG,1
2340,쾌재,NNG,1
2341,쾌적,XR,1
2342,쾌척,NNG,1
2343,쾌청,XR,1
2344,타개책,NNG,1
2345,탁월,XR,1
2346,탄력,NNG,1
2347,탄탄,XR,1
2348,탈환,NNG,1
2349,탐독,NNG,-1
2350,통쾌,NNG,1
2351,투철,XR,1
2352,특권,NNG,-1
2353,특선,NNG,1
2354,파급,NNG,-1
2355,판타스틱,NNP,1
2356,팔방미인,NNG,1
2357,편리성,NNG,1
2358,펼치,VV,1
2359,평정,NNG,1
2360,포근,XR,1
2361,포부,NNG,1
2362,포상,NNG,1
2363,포용,NNG,1
2364,표현력,NNG,-1
2365,푸짐,XR,1
2366,풀려나,VV,-1
2367,품귀,NNG,-1
2368,풍미,NNG,1
2369,풍부,NNG,1
2370,초석,NNG,1
2371,풍성,NNG,1
2372,필수,NNG,1
2373,필승,NNG,1
2374,초현대식,NNG,1
2375,합당,XR,1
2376,합법,NNG,1
2377,합세,NNG,1
2378,촉촉,XR,1
2379,최신식,NNG,1
2380,최우선,NNG,1
2381,춘풍,NNG,1
2382,춤추,VV,1
2383,치켜세우,VV,1
2384,탐나,VV,1
2385,탐내,VV,1
2386,통풍,NNG,1
2387,특색,NNG,1
2388,틔우,VV,1
2389,판타지,NNG,1
2390,폭넓,VA,1
2391,폭신,XR,1
2392,하이브리드,NNG,1
2393,한결,MAG,1
2394,합심,NNG,1
2395,항복,NNG,-1
2396,항암,NNG,-1
2397,해답,NNG,1
2398,해박,XR,1
2399,해방감,NNG,1
2400,해열,NNG,1
2401,행운,NNG,1
2402,행운아,NNG,1
2403,향응,NNG,-1
2404,허니문,NNG,1
2405,허심탄회,NNG,-1
2406,현명,NNG,1
2407,짱짱,XR,1
2408,혜안,NNG,1
2409,호감,NNG,1
2410,호시절,NNG,1
2411,호의,NNG,1
2412,호조,NNG,1
2413,호쾌,XR,1
2414,호평,NNG,1
2415,홀가분,XR,1
2416,화기애애,XR,1
2417,화려,XR,1
2418,화려히,MAG,1
2419,화목,NNG,1
2420,화색,NNG,1
2421,화이팅,NNP,1
2422,항균,NNG,1
2423,화창,NNG,1
2424,화합,NNG,1
2425,확고,XR,-1
2426,환영,NNG,1
2427,환영사,NNG,1
2428,환하,VA,1
2429,활기,NNG,1
2430,활기차,VA,1
2431,활력,NNG,1
2432,활력소,NNG,1
2433,활발,XR,1
2434,활약,NNG,1
2435,활약상,NNG,1
2436,회심,NNG,1
2437,회유,NNG,-1
2438,효자,NNG,1
2439,훈풍,NNG,1
2440,훈훈,XR,1
2441,휘둥그레,MAG,-1
2442,휴양,NNG,1
2443,흐뭇,XR,1
2444,흥미,NNG,1
2445,흥미진진,XR,1
2446,흥행,NNG,1
2447,희소가치,NNG,1
2448,희소식,NNG,1
2449,힘내,VV,1
2450,힘세,VA,1
2451,기대감,NNG,1
2452,항생제,NNG,1
2453,증진,NNG,1
2454,간절,XR,-1
2455,강점,NNG,1
2456,항체,NNG,1
2457,향연,NNG,1
2458,똘똘,XR,1
2459,장점,NNG,1
2460,갈구,NNG,-1
2461,강추,NNG,2
2462,개혁,NNG,1
2463,결실,NNG,1
2464,경이,NNG,1
2465,고귀,XR,1
2466,반하,VV,1
2467,헤치,VV,-1
2468,혁명,NNG,1
2469,혁혁,XR,1
2470,현란,NNG,1
2471,현인,NNG,1
2472,호혜,NNG,1
2473,회춘,NNG,1
2474,효능,NNG,1
2475,후원자,NNG,1
2476,희색,NNG,1
2477,희소성,NNG,1
2478,히든카드,NNG,1
2479,히어로,NNG,1
2480,고급품,NNG,1
2481,귀재,NNG,1
2482,귀중품,NNG,1
2483,귀중,XR,1
2484,최고봉,NNG,1
2485,극찬,NNG,1
2486,기발,NNG,1
2487,최우수,NNG,1
2488,꿀맛,NNG,1
2489,나이스,NNG,1
2490,낙원,NNG,1
2491,능통,NNG,1
2492,히트,NNG,1
2493,두각,NNG,1
2494,뚝심,NNG,1
2495,명성,NNG,1
2496,빼어나,VA,1
2497,사명감,NNG,1
2498,설레발,NNG,-1
2499,성취감,NNG,1
2500,압승,NNG,1
2501,완승,NNG,1
2502,완치,NNG,1
2503,완쾌,NNG,1
2504,우러르,VV,1
2505,워너비,NNP,1
2506,일거양득,NNG,1
2507,일사천리,NNG,1
2508,일취월장,NNG,1
2509,자랑거리,NNG,1
2510,초특급,NNG,1
2511,최고,NNG,1
2512,최고조,NNG,1
2513,최적,NNG,1
2514,탄탄대로,NNG,1
2515,특효,NNG,1
2516,특효약,NNG,1
2517,퍼펙트,NNG,1
2518,폭소,NNG,1
2519,환호,NNG,1
2520,환호성,NNG,1
2521,황금기,NNG,1
2522,황홀,NNG,1
2523,벤조피렌,NNG,-1
2524,맛대가리,NNG,-1
2525,뻑뻑,XR,-1
2526,얼큰,XR,-1
2527,허기,NNG,-1
2528,식중독,NNG,-1
2529,극악,NNG,-2
2530,음치,NNG,-1
2531,변질,NNG,-1
2532,비하,NNG,-1
2533,피폭,NNG,-1
2534,구슬땀,NNG,1
2535,가슴앓이,NNG,-1
2536,가증,NNG,-1
2537,간청,NNG,-1
2538,간헐,NNG,-1
2539,갈등,NNG,-1
2540,강경,NNG,-1
2541,강박,NNG,-1
2542,강제력,NNG,-1
2543,갱스터,NNP,-1
2544,거드름,NNG,-1
2545,거만,NNG,-1
2546,건망증,NNG,-1
2547,겁쟁이,NNG,-1
2548,게으름,NNG,-1
2549,격랑,NNG,-1
2550,격렬,XR,-1
2551,격리,NNG,-1
2552,격통,NNG,-2
2553,견책,NNG,-1
2554,계략,NNG,-1
2555,고집쟁이,NNG,-1
2556,고풍,NNG,1
2557,곰팡내,NNG,-1
2558,공갈,NNG,-1
2559,공모자,NNG,-1
2560,공포증,NNG,-1
2561,과시,NNG,-1
2562,광란,NNG,-1
2563,광신,NNG,-1
2564,광포,NNG,-1
2565,괴벽,NNG,-1
2566,괴상,NNG,-1
2567,괴이,XR,-1
2568,괴짜,NNG,-1
2569,궁상,NNG,-1
2570,극단주의,NNG,-1
2571,교활,XR,-1
2572,소원,NNG,1
2573,극빈자,NNG,-2
2574,근시안,NNG,-1
2575,금기,NNG,-1
2576,기괴,XR,-1
2577,무정,XR,-1
2578,기묘,NNG,-1
2579,기형,NNG,-1
2580,깍쟁이,NNG,-1
2581,깔따구,NNG,-1
2582,꼴사납,VA,-1
2583,꾸지람,NNG,-1
2584,난봉,NNG,-1
2585,냉혹,XR,-1
2586,너절,XR,-1
2587,노쇠,NNG,-1
2588,농땡이,NNG,-1
2589,눈꼴,NNG,-1
2590,덤핑,NNG,-1
2591,도망자,NNG,-1
2592,도살장,NNG,-1
2593,돌팔이,NNG,-1
2594,딜레마,NNG,-1
2595,말다툼,NNG,-1
2596,말대꾸,NNG,-1
2597,말더듬이,NNG,-1
2598,말소,NNG,-1
2599,말쑥,XR,1
2600,망연자실,NNG,-1
2601,매질,NNG,-1
2602,매춘부,NNG,-1
2603,머저리,NNG,-1
2604,멍청이,NNG,-1
2605,몰이해,NNG,-2
2606,몰인정,NNG,-2
2607,몽둥이,NNG,-1
2608,무능,NNG,-1
2609,무례,NNG,-1
2610,무법,NNG,-1
2611,무심,NNG,-1
2612,묵시,NNG,-1
2613,미련퉁이,NNG,-1
2614,미온,NNG,-1
2615,바람둥이,NNG,-1
2616,박약,NNG,-1
2617,반대자,NNG,-1
2618,반동,NNG,-1
2619,반역,NNG,-1
2620,반항,NNG,-1
2621,방종,NNG,-1
2622,방탕,NNG,-1
2623,방해물,NNG,-1
2624,방화범,NNG,-1
2625,배신,NNG,-1
2626,백치,NNG,-1
2627,범죄자,NNG,-1
2628,변명,NNG,-1
2629,변칙,NNG,-1
2630,변태,NNG,-1
2631,병약,XR,-1
2632,보복,NNG,-1
2633,부도덕,NNG,-1
2634,부랑자,NNG,-1
2635,부식,NNG,-1
2636,부정직,XR,-1
2637,부조리,NNG,-1
2638,부조화,NNG,-1
2639,부주의,NNG,-1
2640,분쟁,NNG,-1
2641,분투,NNG,-1
2642,불결,NNG,-1
2643,불구자,NNG,-1
2644,불복종,NNG,-1
2645,불충분,NNG,-1
2646,불협화,NNG,-1
2647,비굴,NNG,-1
2648,비명,NNG,-1
2649,비웃음,NNG,-1
2650,비탄,NNG,-1
2651,비통,NNG,-1
2652,빈민가,NNG,-1
2653,빈혈,NNG,-1
2654,사치,NNG,-1
2655,산만,XR,-1
2656,선동자,NNG,-1
2657,소란,NNG,-1
2658,속물,NNG,-1
2659,속박,NNG,-1
2660,속임수,NNG,-1
2661,속죄,NNG,-1
2662,쇠미,NNG,-1
2663,쇠약,NNG,-1
2664,수척,NNG,-1
2665,스캔들,NNG,-1
2666,슬럼프,NNG,-1
2667,시기심,NNG,-1
2668,식인종,NNG,-1
2669,신경증,NNG,-1
2670,신경질,NNG,-1
2671,신랄,XR,-1
2672,아첨,NNG,-1
2673,악당,NNG,-1
2674,허밍,NNG,1
2675,압박,NNG,-1
2676,압제,NNG,-1
2677,압제자,NNG,-1
2678,애새끼,NNG,-1
2679,애처,XR,-1
2680,야단법석,NNG,-1
2681,야만,NNG,-1
2682,야만성,NNG,-1
2683,야만인,NNG,-1
2684,야비,XR,-1
2685,약탈,NNG,-1
2686,엄포,NNG,-1
2687,엉망진창,NNG,-1
2688,연약,NNG,-1
2689,광자,NNG,-1
2690,염세주의,NNG,-1
2691,오염물,NNG,-1
2692,오용,NNG,-1
2693,오입,NNG,-1
2694,외고집,NNG,-1
2695,욕지기,NNG,-1
2696,우둔,NNG,-1
2697,울적,NNG,-1
2698,웃음거리,NNG,-1
2699,원한,NNG,-1
2700,위압,NNG,-1
2701,위조품,NNG,-1
2702,위증,NNG,-1
2703,유행병,NNG,-1
2704,음탕,XR,-1
2705,음흉,NNG,-1
2706,이기주의,NNG,-1
2707,잔소리,NNG,-1
2708,잔학,NNG,-1
2709,잡색,NNG,-1
2710,저능,NNG,-1
2711,저속,NNG,-1
2712,적대자,NNG,-1
2713,적의,NNG,-1
2714,절름발이,NNG,-1
2715,정크,NNG,-1
2716,조바심,NNG,-1
2717,조작,NNG,-1
2718,조잡,NNG,-1
2719,중독,NNG,-1
2720,중독자,NNG,-1
2721,중상,NNG,-1
2722,중상자,NNG,-1
2723,중죄,NNG,-1
2724,중퇴,NNG,-1
2725,참견,NNG,-1
2726,창녀,NNG,-1
2727,창백,XR,-1
2728,책망,NNG,-1
2729,추돌,NNG,-1
2730,추방,NNG,-1
2731,추잡,XR,-1
2732,치찰음,NNG,-1
2733,침략자,NNG,-1
2734,태만,NNG,-1
2735,통렬,XR,-1
2736,퇴각,NNG,-1
2737,퇴박,NNG,-1
2738,퇴보,NNG,-1
2739,퇴폐,NNG,-1
2740,투정,NNG,-1
2741,파시스트,NNG,-1
2742,파시즘,NNG,-1
2743,편집증,NNG,-1
2744,하등,NNG,-1
2745,허풍,NNG,-1
2746,험담,NNG,-1
2747,험악,XR,-1
2748,호색,NNG,-1
2749,혼동,NNG,-1
2750,황급,XR,-1
2751,황달,NNG,-1
2752,황량,NNG,-1
2753,후진성,NNG,-1
2754,훼방,NNG,-1
2755,흉작,NNG,-1
2756,흉터,NNG,-1
2757,흉포,NNG,-1
2758,희롱,NNG,-1
2759,히스테리,NNG,-1
2760,거룩,XR,1
2761,건장,XR,1
2762,걸작,NNG,1
2763,걸출,NNG,1
2764,경외,NNG,2
2765,경탄,NNG,2
2766,계몽,NNG,1
2767,고상,XR,1
2768,광택,NNG,1
2769,광휘,NNG,1
2770,권유,NNG,1
2771,권장,NNG,1
2772,근면,NNG,2
2773,기념비,NNG,1
2774,기동성,NNG,1
2775,공손,XR,1
2776,학식,NNG,1
2777,기특,XR,1
2778,나긋,XR,1
2779,낭만,NNG,1
2780,달링,NNP,1
2781,대인기,NNG,1
2782,도량,NNG,1
2783,독창력,NNG,1
2784,무해,NNG,1
2785,미덕,NNG,1
2786,박진감,NNG,1
2787,발광,NNG,-1
2788,베스트,NNG,2
2789,보람,NNG,1
2790,불의,NNG,-1
2791,비상,NNG,-1
2792,신의,NNG,-1
2793,예절,NNG,1
2794,오아시스,NNG,1
2795,옹호자,NNG,-1
2796,용맹,NNG,1
2797,웰빙,NNP,1
2798,유머러스,NNG,1
2799,자비,NNG,1
2800,자비심,NNG,1
2801,자선,NNG,1
2802,전율,NNG,1
2803,정직,NNG,1
2804,존엄,NNG,1
2805,지조,NNG,1
2806,진지,XR,1
2807,참을성,NNG,1
2808,총명,NNG,1
2809,침착,NNG,1
2810,카리스마,NNG,1
2811,쾌활,XR,1
2812,평온,NNG,1
2813,풍족,XR,1
2814,행복감,NNG,1
2815,호화,NNG,1
2816,화사,NNG,1
2817,확보,NNG,1
2818,환심,NNG,1
2819,횡재,NNG,1
2820,희열,NNG,1
2821,윤간,NNG,-2
2822,불확실,NNG,-1
2823,대실,NNG,-2
2824,속상,NNG,-1
2825,수그리,VV,-1
2826,술렁,XR,-1
2827,내주,NNG,-1
2828,화질,NNG,1
2829,명료,XR,2
2830,고요,NNG,1
2831,동화,NNG,1
2832,면밀,XR,1
2833,다재다능,NNG,1
2834,비옥,XR,1
2835,애호,NNG,1
2836,유창,XR,1
2837,이타,NNG,1
2838,익살,NNG,1
2839,장미,NNG,1
2840,레알,MAG,2
2841,제값,NNG,1
2842,보배,NNG,1
2843,보살,NNG,1
2844,보화,NNG,1
2845,봉사,NNG,1
2846,부덕,NNG,-1
2847,사치품,NNG,-1
2848,색맹,NNG,-1
2849,샌님,NNG,-1
2850,수재,NNG,1
2851,살갑,VA,1
2852,구수,XR,1
2853,굳세,VA,2
2854,깍듯,XR,1
2855,꾸밈없,VA,1
2856,너그럽,VA,2
2857,늠름,XR,2
2858,다소곳,XR,1
2859,사근사근,XR,1
2860,살뜰,XR,1
2861,서글서글,XR,1
2862,선선,XR,1
2863,소박,XR,1
2864,오롯,XR,1
2865,온당,XR,1
2866,옹골차,VA,1
2867,웅대,XR,2
2868,의젓,XR,2
2869,장렬,XR,1
2870,건방지,VA,-1
2871,게으르,VA,-1
2872,경박,XR,-2
2873,괴팍,XR,-1
2874,궁상맞,VA,-1
2875,극성맞,VA,-1
2876,꾀죄죄,XR,-1
2877,너저분,XR,-2
2878,누추,XR,-2
2879,막대,XR,-2
2880,불효막심,XR,-2
2881,뻔뻔,XR,-2
2882,삐뚤,XR,-2
2883,시건방지,VA,-2
2884,시끌시끌,XR,-1
2885,옹졸,XR,-1
2886,외람되,VA,-1
2887,우악,XR,-2
2888,유치찬란,XR,-1
2889,잡스럽,VA,-1
2890,재미없,VA,-2
2891,봉헌,NNG,1
2892,가냘프,VA,-1
2893,가녀리,VA,1
2894,가당찮,VA,-2
2895,가련,XR,-1
2896,가렵,VA,-1
2897,가뿐,XR,2
2898,가소,NNG,-2
2899,가엾,VA,-1
2900,가지런,XR,2
2901,가파르,VA,-1
2902,간드러지,VA,1
2903,간사,XR,-1
2904,간특,XR,1
2905,갈데없,VA,-1
2906,감미,NNG,2
2907,감쪽같,VA,2
2908,강건,XR,1
2909,강력,XR,2
2910,강직,XR,2
2911,같이,MAG,1
2912,개운,XR,-1
2913,갸날프,VA,-1
2914,갸냘프,VA,-1
2915,갸륵,XR,1
2916,갸름,XR,1
2917,거북,XR,-1
2918,거추장,XR,-1
2919,건강,NNG,2
2920,건방,NNG,-1
2921,결곡,XR,1
2922,결례,NNG,-1
2923,결연,XR,2
2924,겸연쩍,VA,-1
2925,강대,XR,2
2926,강성,XR,2
2927,강인,XR,2
2928,계면쩍,VA,-1
2929,고고,XR,2
2930,고깝,VA,-1
2931,고되,VA,-2
2932,고리타분,XR,-1
2933,고소,XR,1
2934,고지식,XR,-1
2935,곧바르,VA,2
2936,곱디곱,VA,2
2937,공감,NNG,-1
2938,공명정대,XR,1
2939,공명,XR,1
2940,과분,XR,1
2941,괄괄,XR,-1
2942,괘심,XR,-2
2943,괘씸,XR,-2
2944,괜시리,MAG,1
2945,괜히,MAG,-1
2946,괴상망측,XR,-1
2947,구부정,XR,-1
2948,구슬프,VA,-1
2949,굼뜨,VA,-1
2950,궁금,XR,1
2951,귀찬,VA,-1
2952,귀태,NNG,2
2953,그나마,MAG,-1
2954,사랑,NNG,1
2955,그럴싸,XR,1
2956,그만그만,XR,-1
2957,근엄,XR,2
2958,금쪽,NNG,2
2959,기똥차,VA,2
2960,기세등등,XR,1
2961,까리,XR,1
2962,까마득,XR,-1
2963,깐깐,XR,-2
2964,깜직,XR,2
2965,발랄,XR,2
2966,깡마르,VA,-1
2967,깨름,XR,-1
2968,꺼벙,XR,-1
2969,지근,XR,-1
2970,께름직하,VA,-1
2971,께름,XR,-1
2972,께름칙,XR,-1
2973,꾸깃,XR,-1
2974,꿈뜨,VA,-1
2975,꿉꿉,XR,-1
2976,난리,NNG,-2
2977,용서,NNG,-2
2978,난잡,XR,-2
2979,난해,XR,-1
2980,날씬,XR,2
2981,낭랑,XR,1
2982,없이,MAG,-1
2983,냉냉,XR,-1
2984,널럴하,VA,1
2985,네모반듯,XR,1
2986,노련,XR,2
2987,농후,XR,-1
2988,눅눅,XR,-1
2989,눈꼴사납,VA,-1
2990,눈꼴시,VA,-1
2991,느릿,XR,-1
2992,느지막,XR,-1
2993,능란,XR,1
2994,능청맞,VA,1
2995,다정다감,XR,2
2996,단란,XR,1
2997,달갑,VA,-1
2998,달짝,XR,1
2999,달짝지근,XR,1
3000,달착지근,XR,1
3001,달큰하,VA,1
3002,달큼,XR,1
3003,곱상,XR,2
3004,시궁창,NNG,-2
3005,기막히,VA,1
3006,매콤,XR,1
3007,답답히,MAG,-1
3008,대견,XR,2
3009,대쪽,NNG,1
3010,더부룩,XR,-2
3011,덥수룩,XR,-1
3012,도톰,XR,1
3013,도툼,XR,1
3014,만무,NNG,-1
3015,될성부르,VA,1
3016,두드러지,VA,-2
3017,두서없,VA,-1
3018,두툼,XR,1
3019,드넓,VA,1
3020,드높,VA,1
3021,드럽,VA,-2
3022,득달같,VA,-1
3023,득시글,XR,-1
3024,듬직,XR,2
3025,따끈,XR,1
3026,따끔,MAG,-1
3027,따땃,XR,1
3028,따사,XR,1
3029,따숩,VA,1
3030,따스,XR,1
3031,따습,VA,1
3032,떳떳,XR,1
3033,또렷,XR,1
3034,똑바르,VA,2
3035,뚜렷,XR,1
3036,뚱딴지같,VA,-1
3037,뜨끈,XR,1
3038,뜻있,VA,1
3039,로맨틱,XR,2
3040,리드미컬,NNG,1
3041,마땅찮,VA,-1
3042,마지못하,VA,-1
3043,막돼먹,VA,-2
3044,막되,VV,-2
3045,막역,XR,1
3046,막중,XR,1
3047,많이,MAG,1
3048,맛나,VA,2
3049,맛없,VA,-2
3050,망극,XR,-1
3051,망측,XR,-2
3052,망칙,XR,-2
3053,매스껍,VA,-2
3054,매슥,XR,-2
3055,매캐,XR,-2
3056,매케,XR,-2
3057,매콤새콤,MAG,1
3058,맥없,VA,-1
3059,머쓱,XR,-1
3060,먹먹,XR,-1
3061,먹음직,XR,2
3062,멀겋,VA,-1
3063,멀끔,XR,1
3064,멋있,VA,2
3065,메르스,NNP,-1
3066,메마르,VA,-1
3067,메스껍,VA,-2
3068,명명백백,XR,2
3069,명석,XR,2
3070,명철,XR,2
3071,모멸,NNG,-2
3072,돼먹,VV,-2
3073,못생기,VA,-1
3074,몽땅,XR,-1
3075,무료,NNG,1
3076,무사,NNG,1
3077,무시,NNG,-2
3078,무신경,XR,-2
3079,무지,MAG,-1
3080,무참,XR,-2
3081,묵묵,XR,1
3082,미끄럽,VA,-1
3083,미끈,XR,1
3084,미심쩍,VA,-1
3085,미지근,XR,-1
3086,난무,NNG,-1
3087,모질,VA,-2
3088,믿음직,XR,2
3089,밉살,XR,-2
3090,밍밍,XR,-1
3091,반반,XR,1
3092,발칙,XR,-1
3093,방대,XR,1
3094,방정맞,VA,-2
3095,배부르,VA,1
3096,버릇없,VA,-2
3097,버젓,XR,-1
3098,변변찮,VA,-1
3099,변한,NNG,-1
3100,변함없,VA,1
3101,변하,VV,1
3102,별다르,VA,-1
3103,별미,NNG,2
3104,보드랍,VA,1
3105,보송,XR,2
3106,보얗,VA,1
3107,보잘것없,VA,-1
3108,복잡다기,XR,-1
3109,볼썽사납,VA,-2
3110,부자연,XR,-1
3111,부적당,XR,-1
3112,부질없,VA,-1
3113,부활,NNG,1
3114,분별없,VA,-1
3115,불건전,XR,-2
3116,불분명,XR,-1
3117,비겁,XR,-1
3118,비뚤,VA,-1
3119,비릿,XR,-1
3120,비범,XR,2
3121,비열,XR,-2
3122,비좁,VA,-2
3123,바래,VV,-1
3124,빠삭,XR,1
3125,빡새,NNG,-1
3126,빡세,VA,-1
3127,만하,NNG,-2
3128,뻐근,XR,-2
3129,뻑적지근,XR,-1
3130,뻔질나,VA,-2
3131,뻔하,VA,-2
3132,뼈져리,VA,-1
3133,뿌우옇,VA,-1
3134,살기등등,XR,-1
3135,터지,VV,-1
3136,새콤,XR,1
3137,새콤달콤,XR,1
3138,생기발랄,XR,1
3139,생소,NNG,-1
3140,서먹,XR,-1
3141,서먹서먹,XR,-1
3142,서투르,VA,-1
3143,서툴,VA,-1
3144,석연,XR,-1
3145,섹시,XR,1
3146,션찮,VA,-1
3147,소용없,VA,-1
3148,속상하,VA,-1
3149,솔깃,XR,1
3150,솔직히,MAG,2
3151,수상쩍,VA,-2
3152,숙연,XR,-1
3153,순진무구,XR,1
3154,순하,VA,1
3155,숨김없,VA,1
3156,스산,XR,-1
3157,스스럼없,VA,1
3158,슬퍼하,VV,-2
3159,슬푸,VA,-2
3160,시답,VA,-1
3161,시덥,NNG,-1
3162,시무룩,XR,-1
3163,시시껄렁,XR,-1
3164,시큰둥,XR,-1
3165,시큰,XR,-1
3166,유쾌,XR,1
3167,시퍼렇,VA,-1
3168,신통,NNG,2
3169,실없,VA,-1
3170,심드렁,XR,-1
3171,심상찮,VA,-1
3172,심상,XR,-1
3173,심술궂,VA,-1
3174,심약,XR,-1
3175,심오,XR,1
3176,심히,MAG,-1
3177,싱겁,VA,-1
3178,싱그럽,VA,1
3179,싸늘,XR,-1
3180,싹싹,MAG,1
3181,쌀쌀맞,VA,-2
3182,쌩까,VV,-2
3183,써늘,XR,-1
3184,쑥쓰럽,VA,1
3185,쓰디쓰,VA,-1
3186,쓰라리,VA,-1
3187,씨커멓,VA,-1
3188,씩씩,XR,1
3189,아늑,XR,1
3190,아니꼽,VA,-1
3191,아니,MAG,-1
3192,아담,XR,1
3193,아련,XR,1
3194,아름,NNG,1
3195,아리송,XR,1
3196,아부,NNG,-1
3197,아슬,NNG,-1
3198,통통,MAG,1
3199,아직,MAG,-1
3200,안쓰럽,VA,-1
3201,알딸딸,XR,1
3202,앙증,XR,1
3203,앙증맞,VA,1
