,단어,품사,점수
1091,배임,NNG,-1
1092,배임죄,NNG,-1
1093,버겁,VA,-1
1094,버티,VV,-1
1095,범칙,NNG,-1
1096,범칙금,NNG,-1
1097,벗어나,VV,-1
1098,변변,XR,-1
1099,복잡다단,XR,-1
1100,볼품없,VA,-1
1101,부적격,NNG,-1
1102,부정,NNG,-1
1103,충분,XR,1
1104,불가피,XR,-1
1105,불과,MAG,-1
1106,불량품,NNG,-1
1107,불리,NNG,-1
1108,불어닥치,VV,-1
1109,불합리성,NNG,-1
1110,불협화음,NNG,-1
1111,불화,NNG,-1
1112,불황,NNG,-1
1113,비관,NNG,-1
1114,비능률,NNG,-1
1115,빠듯,XR,-1
1116,빠지,VV,-1
1117,빠져나가,VV,-1
1118,빠트리,VV,-1
1119,빡빡,XR,-1
1120,빵꾸,NNG,-1
1121,빼돌리,VV,-1
1122,빼먹,VV,-1
1123,빼앗,VV,-1
1124,섭섭,XR,-1
1125,삐걱,MAG,-1
1126,사과문,NNG,-1
1127,사그라들,VV,-1
1128,사그라지,VV,-1
1129,사납,VA,-1
1130,사라지,NNG,-1
1131,사망설,NNP,-1
1132,사면초가,NNG,-1
1133,사별,NNG,-1
1134,사살,NNG,-1
1135,사상누각,NNG,-1
1136,사상자,NNG,-1
1137,사임,NNG,-1
1138,사재기,NNG,-1
1139,사칭,NNG,-1
1140,사태,NNG,-1
1141,사퇴,NNG,-1
1142,사형,NNG,-1
1143,산산조각,NNG,-1
1144,산성비,NNG,-1
1145,살생부,NNG,-1
1146,살포,NNG,-1
1147,삼가,VV,-1
1148,상소,NNG,-1
1149,상이,XR,-1
1150,상처,NNG,-1
1151,상흔,NNG,-1
1152,새치기,NNG,-1
1153,새파랗,VA,-1
1154,생뚱맞,VA,-1
1155,생색,NNG,-1
1156,초보,NNG,-1
1157,생트집,NNG,-1
1158,생활고,NNG,-1
1159,선동,NNG,-1
1160,선정성,NNG,-1
1161,섣부르,VA,-1
1162,성급,XR,-1
1163,성나,VV,-1
1164,성난,VV+ETM,-1
1165,세균,NNG,-1
1166,소동,NNG,-1
1167,소모,NNG,-1
1168,소모적,NNG,-1
1169,소송법,NNG,-1
1170,소심,XR,-1
1171,속수무책,NNG,-1
1172,속어,NNG,-1
1173,속인,VV+ETM,-1
1174,속절없,VA,-1
1175,손실률,NNG,-1
1176,손실,NNG,-1
1177,솜방망이,NNG,-1
1178,수감,NNG,-1
1179,수그러들,VV,-1
1180,수난,NNG,-1
1181,수난사,NNG,-1
1182,수배,NNG,-1
1183,수상,XR,-1
1184,수수방관,NNG,-1
1185,숙이,VV,-1
1186,숙적,NNG,-1
1187,술렁이,VV,-1
1188,숨기,NNG,-1
1189,쉬쉬,XR,-1
1190,스토커,NNP,-1
1191,스토킹,NNP,-1
1192,슬픔,NNG,-1
1193,습격,NNG,-1
1194,습진,NNG,-1
1195,착오,NNG,-1
1196,시들,XR,-1
1197,시리,VV,-1
1198,시린,VV+ETM,-1
1199,시원찮,VA,-1
1200,시체,NNG,-1
1201,시커멓,VA,-1
1202,시한부,NNG,-1
1203,실망감,NNG,-1
1204,실소,NNG,-1
1205,실연,NNG,-1
1206,실의,NNG,-1
1207,실직,NNG,-1
1208,실책,NNG,-1
1209,실패작,NNG,-1
1210,실형,NNG,-1
1211,싫증,NNG,-1
1212,심려,NNG,-1
1213,심술,NNG,-1
1214,심장병,NNG,-1
1215,싸구려,NNG,-1
1216,싸움,NNG,-1
1217,썩이,VV,-1
1218,썩히,VV,-1
1219,썰렁,XR,-1
1220,쏠리,VV,-1
1221,쑥덕거리,VV,-1
1222,쓸쓸,XR,-1
1223,아류,NNG,-1
1224,아수라장,NNG,-1
1225,아이러니,NNG,-1
1226,아찔,XR,-1
1227,악녀,NNG,-1
1228,악동,NNG,-1
1229,악물,NNG,-1
1230,악연,NNG,-1
1231,악의,NNG,-1
1232,악재,NNG,-1
1233,악전고투,NNG,-1
1234,악조건,NNG,-1
1235,악천후,NNG,-1
1236,안갯속,NNG,-1
1237,안티,NNG,-1
1238,알거지,NNG,-1
1239,알레르기,NNG,-1
1240,알몸,NNG,-1
1241,알츠하이머,NNG,-1
1242,유발,NNG,-1
1243,암투,NNG,-1
1244,암흑,NNG,-1
1245,압박감,NNG,-1
1246,압수,NNG,-1
1247,앞잡이,NNG,-1
1248,애끓,VV,-1
1249,애매,XR,-1
1250,애물단지,NNG,-1
1251,애타,VV,-1
1252,애환,NNG,-1
1253,앵그리,NNP,-1
1254,야단,NNG,-1
1255,야유,NNG,-1
1256,약점,NNG,-1
1257,약하,VA,-1
1258,얄팍,XR,-1
1259,양키,NNG,-1
1260,어눌,XR,-1
1261,어두움,NNG,-1
1262,어리석,XR,-1
1263,어색,XR,-1
1264,어설프,VA,-1
1265,어수선,XR,-1
1266,어지간,XR,-1
1267,어처구니없,VA,-1
1268,억누르,VV,-1
1269,억지,NNG,-1
1270,언페어,NNP,-1
1271,얼간이,NNG,-1
1272,얼룩지,VV,-1
1273,얽매이,VV,-1
1274,엄격,XR,-1
1275,엄살,NNG,-1
1276,엄습,NNG,-1
1277,엄하,VA,-1
1278,없애,VV,-1
1279,엇갈리,VV,-1
1280,엇박자,NNG,-1
1281,엉덩방아,NNG,-1
1282,엉큼,XR,-1
1283,엉터리,NNG,-1
1284,여간내기,NNG,-1
1285,역부족,NNG,-1
1286,역습,NNG,-1
1287,역차별,NNG,-1
1288,역행,NNG,-1
1289,역효과,NNG,-1
1290,연루,NNG,-1
1291,연명,NNG,-1
1292,연패,NNG,-1
1293,열대야,NNG,-1
1294,열등감,NNG,-1
1295,염증,NNG,-1
1296,영결식,NNG,-1
1297,예민,XR,-1
1298,오보,NNG,-1
1299,오역,NNG,-1
1300,어기,VV,-1
1301,오작동,NNG,-1
1302,오점,NNG,-1
1303,오진,NNG,-1
1304,장기수,NNG,-1
1305,옥죄,VV,-1
1306,올가미,NNG,-1
1307,옹색,XR,-1
1308,와전,NNG,-1
1309,와해,NNG,-1
1310,왜곡,NNG,-1
1311,외도,NNG,-1
1312,외롭,VA,-1
1313,외설,NNG,-1
1314,외채,NNG,-1
1315,외풍,NNG,-1
1316,요란,NNG,-1
1317,요원,NNG,-1
1318,요주의,NNG,-1
1319,용의자,NNG,-1
1320,우려감,NNG,-1
1321,우발,NNG,-1
1322,우스꽝,XR,-1
1323,우여곡절,NNG,-1
1324,우울,NNG,-1
1325,울리,VV,-1
1326,울먹,XR,-1
1327,울상,NNG,-1
1328,움츠러들,VV,-1
1329,움츠리,VV,-1
1330,웅크리,VV,-1
1331,원시,NNG,-1
1332,원죄,NNG,-1
1333,위계,NNG,-1
1334,위기,NNG,-1
1335,위독,XR,-1
1336,위암,NNG,-1
1337,위약금,NNG,-1
1338,위자료,NNG,-1
1339,위태,NNG,-1
1340,유괴,NNG,-1
1341,유급,NNG,-1
1342,유령,NNG,-1
1343,유명무실,NNG,-1
1344,유방암,NNG,-1
1345,유보,NNG,-1
1346,유언,NNG,-1
1347,유언장,NNG,-1
1348,유죄,NNG,-1
1349,유치,XR,-1
1350,유해성,NNG,-1
1351,유혈,NNG,-1
1352,으슥,XR,-1
1353,은둔,NNG,-1
1354,은어,NNG,-1
1355,음란물,NNG,-1
1356,음지,NNG,-1
1357,읍소,NNG,-1
1358,응급,NNG,-1
1359,의구심,NNG,-1
1360,의존,NNG,-1
1361,의혹,NNG,-1
1362,이단,NNG,-1
1363,이방인,NNG,-1
1364,이중고,NNG,-1
1365,짓누르,VV,-1
1366,이질감,NNG,-1
1367,이질,NNG,-1
1368,이탈,NNG,-1
1369,인기,NNG,1
1370,이혼,NNG,-1
1371,인색,NNG,-1
1372,인플레,NNG,-1
1373,인플레이션,NNG,-1
1374,일방,NNG,-1
1375,일용직,NNG,-1
1376,임시방편,NNG,-1
1377,잊히,VV,-1
1378,자객,NNG,-1
1379,자극,NNG,-1
1380,자린고비,NNG,-1
1381,자만,NNG,-1
1382,자만심,NNG,-1
1383,자살자,NNG,-1
1384,자연재해,NNG,-1
1385,자폐아,NNG,-1
1386,자폐증,NNG,-1
1387,자학,NNG,-1
1388,작심삼일,NNG,-1
1389,잔망,NNG,-1
1390,잔머리,NNG,-1
1391,잔인,NNG,-1
1392,잔혹,NNG,-1
1393,잔혹사,NNG,-1
1394,잘못,MAG,-1
1395,잡티,NNG,-1
1396,장님,NNG,-1
1397,장례,NNG,-1
1398,장례식,NNG,-1
1399,장염,NNG,-1
1400,저소득,NNG,-1
1401,저승,NNG,-1
1402,저조,NNG,-1
1403,최후,NNG,-1
1404,잔잔,XR,1
1405,잘리,VV,-1
1406,저체온증,NNG,-1
1407,저해,NNG,-1
1408,적나라,XR,-1
1409,적대,NNG,-1
1410,적신호,NNG,-1
1411,적체,NNG,-1
1412,전근대,NNG,-1
1413,전력난,NNG,-1
1414,전립선암,NNG,-1
1415,전범,NNG,-1
1416,전염병,NNG,-1
1417,전쟁터,NNG,-1
1418,전전긍긍,NNG,-1
1419,전횡,NNG,-1
1420,절규,NNG,-1
1421,절도,NNG,-1
1422,절도범,NNG,-1
1423,절판,NNG,-1
1424,정색,NNG,-1
1425,정체기,NNG,-1
1426,제자리걸음,NNG,-1
1427,조급,XR,-1
1428,조문,NNG,-1
1429,조삼모사,NNG,-1
1430,조촐,XR,-1
1431,족쇄,NNG,-1
1432,졸라매,VV,-1
1433,졸음,NNG,-1
1434,종기,NNG,-1
1435,종말론,NNG,-1
1436,종속,NNG,-1
1437,종신형,NNG,-1
1438,종지부,NNG,-1
1439,좌불안석,NNG,-1
1440,좌절감,NNG,-1
1441,죄목,NNG,-1
1442,죄송,XR,-1
1443,죄악,NNG,-1
1444,죄의식,NNG,-1
1445,주름살,NNG,-1
1446,주먹구구,NNG,-1
1447,주먹구구식,NNG,-1
1448,주먹질,NNG,-1
1449,주의보,NNG,-1
1450,주저앉,VV,-1
1451,주춤,MAG,-1
1452,과세,NNG,-1
1453,중압,NNG,-1
1454,중압감,NNG,-1
1455,중언부언,NNG,-1
1456,중절,NNG,-1
1457,중징계,NNG,-1
1458,중태,NNG,-1
1459,중풍,NNG,-1
1460,중환자실,NNG,-1
1461,지경,NNG,-1
1462,지끈,MAG,-1
1463,지뢰,NNG,-1
1464,지뢰밭,NNG,-1
1465,지루,XR,-1
1466,지리멸렬,NNG,-1
1467,지병,NNG,-1
1468,지진,NNG,-1
1469,지탄,NNG,-1
1470,직장암,NNG,-1
1471,진노,NNG,-1
1472,진드기,NNG,-1
1473,진통,NNG,-1
1474,진퇴양난,NNG,-1
1475,진흙탕,NNG,-1
1476,질식,NNG,-1
1477,질책,NNG,-1
1478,집요,XR,-1
1479,짓눌리,VV,-1
1480,징그럽,VA,-1
1481,징벌,NNG,-1
1482,징역,NNG,-1
1483,짝퉁,NNG,-1
1484,쪼그라들,VV,-1
1485,쫓겨나,VV,-1
1486,찌르,VV,-1
1487,찌질,XR,-2
1488,찜찜,XR,-2
1489,차압,NNG,-1
1490,찬밥,NNG,-1
1491,참극,NNG,-1
1492,참살,NNG,-1
1493,참패,NNG,-1
1494,채찍,NNG,-1
1495,천대,NNG,-1
1496,천시,NNG,-1
1497,천연덕,XR,-1
1498,천재지변,NNG,-1
1499,철부지,NNG,-1
1500,철야,NNG,-1
1501,철없,VA,-1
1502,첨예,XR,-1
1503,첩보전,NNG,-1
1504,청산가리,NNG,-1
1505,체납,NNG,-1
1506,체납자,NNG,-1
1507,체면치레,NNG,-1
1508,초긴장,NNG,-1
1509,초라,XR,-1
1510,초토화,NNG,-1
1511,촉박,NNG,-1
1512,촌놈,NNG,-1
1513,촌티,NNG,-1
1514,최저,NNG,-1
1515,최저치,NNG,-1
1516,추락,NNG,-1
1517,추모식,NNG,-1
1518,추모제,NNG,-1
1519,추문,NNG,-1
1520,추위,NNG,-1
1521,추징,NNG,-1
1522,추풍낙엽,NNG,-1
1523,출혈,NNG,-1
1524,출혈성,NNG,-1
1525,충동,NNG,-1
1526,취약,NNG,-1
1527,패하,VV,-1
1528,치맛바람,NNG,-1
1529,치매,NNG,-1
1530,칙칙,XR,-1
1531,침공,NNG,-1
1532,침수,NNG,-1
1533,침울,XR,-1
1534,침입,NNG,-1
1535,침입자,NNG,-1
1536,침체,NNG,-1
1537,타박,NNG,-1
1538,탄압,NNG,-1
1539,탄원,NNG,-1
1540,탄원서,NNG,-1
1541,탈모,NNG,-1
1542,탈영,NNG,-1
1543,탈영병,NNG,-1
1544,탈퇴,NNG,-1
1545,탐욕,NNG,-1
1546,터트리,VV,-1
1547,텃세,NNG,-1
1548,토하,VV,-1
1549,퇴물,NNG,-1
1550,퇴위,NNG,-1
1551,퇴임,NNG,-1
1552,퇴조,NNG,-1
1553,퇴행,NNG,-1
1554,투기성,NNG,-1
1555,투병,NNG,-1
1556,투서,NNG,-1
1557,튕기,VV,-1
1558,트러블,NNG,-1
1559,파면,NNG,-1
1560,파묻히,VV,-1
1561,파산,NNG,-1
1562,파열,NNG,-1
1563,파킨슨병,NNG,-1
1564,파토,NNG,-1
1565,파행,NNG,-1
1566,파혼,NNG,-1
1567,패닉,NNG,-1
1568,패러독스,NNG,-1
1569,패배,NNG,-1
1570,패배주의,NNG,-1
1571,편두통,NNG,-1
1572,편협,NNG,-1
1573,폄하,NNG,-1
1574,폄훼,NNG,-1
1575,폐가,NNG,-1
1576,폐사,NNG,-1
1577,폐쇄,NNG,-1
1578,폐식용유,NNG,-1
1579,폐암,NNG,-1
1580,폐원,NNG,-1
1581,폐인,NNG,-1
1582,폐장,NNG,-1
1583,폐점,NNG,-1
1584,폐차,NNG,-1
1585,폭격,NNG,-1
1586,폭도,NNG,-1
1587,폭동,NNG,-1
1588,폭락,NNG,-1
1589,폭력단,NNG,-1
1590,폭로,NNG,-1
1591,폭설,NNG,-1
1592,폭염,NNG,-1
1593,폭우,NNG,-1
1594,표류,NNG,-1
1595,표절,NNG,-1
1596,푸념,NNG,-1
1597,푼돈,NNG,-1
1598,품절,NNG,-1
1599,풍파,NNG,-1
1600,피격,NNG,-1
1601,피나,VV,-1
1602,피랍,NNG,-1
1603,피로감,NNG,-1
1604,피바다,NNG,-1
1605,피부암,NNG,-1
1606,피비린내,NNG,-1
1607,피소,NNG,-1
1608,피싱,NNP,-1
1609,피해액,NNG,-1
1610,필요악,NNG,-1
1611,핍진,NNG,-1
1612,하강,NNG,-1
1613,하강기,NNG,-1
1614,하락,NNG,-1
1615,하비,NNG,-1
1616,하수,NNG,-1
1617,하차,NNG,-1
1618,하한선,NNG,-1
1619,하향,NNG,-1
1620,하향세,NNG,-1
1621,하혈,NNG,-1
1622,한계점,NNG,-1
1623,한시름,NNG,-1
1624,한탄,NNG,-1
1625,한파,NNG,-1
1626,할증,NNG,-1
1627,할증료,NNG,-1
1628,피하,VV,-1
1629,할퀴,VV,-1
1630,함구령,NNG,-1
1631,항소,NNG,-1
1632,해묵,VV,-1
1633,해임,NNG,-1
1634,해적,NNG,-1
1635,해직,NNG,-1
1636,핵융합,NNG,-1
1637,핵폭탄,NNG,-1
1638,허름,XR,-1
1639,허리케인,NNP,-1
1640,허망,NNG,-1
1641,허무,NNG,-1
1642,허무주의,NNG,-1
1643,허물,NNG,-1
1644,허세,NNG,-1
1645,허송세월,NNG,-1
1646,허약,XR,-1
1647,허영,NNG,-1
1648,허탈,NNG,-1
1649,허허벌판,NNG,-1
1650,헉헉대,VV,-1
1651,험로,NNG,-1
1652,헛걸음,NNG,-1
1653,헛되,VA,-1
1654,헛바퀴,NNG,-1
1655,헛소리,NNG,-1
1656,헛소문,NNG,-1
1657,헛수고,NNG,-1
1658,헤지,VV,-1
1659,헤프,VA,-1
1660,현기증,NNG,-1
1661,혈투,NNG,-1
1662,혐의,NNG,-1
1663,협소,XR,-1
1664,호시탐탐,NNG,-1
1665,혹서,NNG,-1
1666,혹평,NNG,-1
1667,혹한,NNG,-1
1668,혼나,VV,-1
1669,혼내,VV,-1
1670,혼란기,NNG,-1
1671,혼비백산,NNG,-1
1672,혼잡,NNG,-1
1673,혼탁,NNG,-1
1674,홀대,NNG,-1
1675,홀리,VV,-1
1676,화상,NNG,-1
1677,화장발,NNG,-1
1678,환각,NNG,-1
1679,황당무계,XR,-1
1680,황망,NNG,-1
1681,황사,NNG,-1
1682,회의감,NNG,-1
1683,회의론,NNG,-1
1684,획일화,NNG,-1
1685,횡령,NNG,-1
1686,횡령죄,NNG,-1
1687,훔치,VV,-1
1688,휘말리,VV,-1
1689,휘젓,VV,-1
1690,휘청,MAG,-1
1691,휠체어,NNG,-1
1692,휴면,NNG,-1
1693,느끼,XR,-1
1694,흐트리,VV,-1
1695,흘러넘치,VV,-1
1696,흘리,VV,-1
1697,흘려보내,VV,-1
1698,흙먼지,NNG,-1
1699,흙탕물,NNG,-1
1700,흠집,NNG,-1
1701,힘겹,VA,-1
1702,힘없,VA,-1
1703,가볍,VA,1
1704,간단,XR,1
1705,간편,XR,1
1706,감싸,VV,1
1707,강하,VV,1
1708,강한,VV+ETM,1
1709,고즈넉,XR,1
1710,괜찮,VA,1
1711,귀엽,VA,1
1712,귀여운,VA+ETM,1
1713,깔끔,XR,1
1714,깨끗,XR,1
1715,꾸준,XR,1
1716,단단,XR,1
1717,대범,XR,1
1718,드리,VV,1
1719,무난,XR,1
1720,부드럽,VA,1
1721,부드러운,VA+ETM,1
1722,불티나,VA,1
1723,빛나,VV,1
1724,빠르,VA,1
1725,빠른,VA+ETM,1
1726,살리,VV,1
1727,살판나,VV,1
1728,상큼,XR,1
1729,새롭,VA,1
1730,새로운,VA+ETM,1
1731,섬세,XR,1
1732,손쉽,VA,1
1733,손쉬운,VA+ETM,1
1734,손잡,VV,1
1735,시원,XR,1
1736,신기,XR,1
1737,알맞,VA,1
1738,앞서,VV,1
1739,어울리,VV,1
1740,이쁘,VA,1
1741,이쁜,VA+ETM,1
1742,익숙,XR,1
1743,재미있,VA,1
1744,적당,XR,1
1745,즐기,VV,1
1746,특별,NNG,1
1747,튼튼,XR,1
1748,편하,VA,1
1749,편한,VA+ETM,1
1750,정겹,VA,2
1751,정겨운,VA+ETM,2
1752,가깝,VA,1
1753,가까운,VA+ETM,1
1754,가꾸,VV,1
1755,가점,NNG,1
1756,가족,NNG,1
1757,간결,XR,1
1758,간단명료,XR,1
1759,간략,XR,1
1760,갈채,NNG,1
1761,감동,NNG,1
1762,감량,NNG,1
1763,감사패,NNG,1
1764,감흥,NNG,1
1765,값싸,VA,1
1766,강세,NNG,1
1767,개그,NNG,1
1768,개그맨,NNG,1
1769,개근,NNG,1
1770,개방,NNG,1
1771,개선,NNG,1
1772,개화,NNG,1
1773,거느리,VV,1
1774,거뜬,XR,1
1775,거목,NNG,1
1776,거침없,VA,1
1777,건실,XR,1
1778,걸맞,VA,1
1779,견고,XR,1
1780,견실,XR,1
1781,결속력,NNG,1
1782,겸손,NNG,1
1783,겸손히,MAG,1
1784,호재,NNG,1
1785,경쾌,XR,1
1786,고급,NNG,1
1787,고기능,NNG,1
1788,농축,NNG,1
1789,고도,NNG,1
1790,고득점,NNG,1
1791,고르,VA,1
1792,고른,VA+ETM,1
1793,고맙,VA,1
1794,고마움,NNG,1
1795,고마운,VA+ETM,1
1796,고성능,NNG,1
1797,성장,NNG,1
1798,고소득,NNG,1
1799,고속도,NNG,1
1800,고속화,NNG,1
1801,고수익,NNG,1
1802,고찰,NNG,1
1803,고취,NNG,1
1804,고탄력,NNG,1
1805,고품격,NNG,1
1806,고학력,NNG,1
1807,고해상도,NNG,1
1808,고혹,NNG,1
1809,고화질,NNG,1
1810,골몰,NNG,1
1811,곱씹,VV,1
1812,공감대,NNG,1
1813,공경,NNG,1
1814,공공복지,NNG,1
1815,공공사업,NNG,1
1816,공공성,NNG,1
1817,공익사업,NNG,1
1818,공익,NNG,1
1819,공짜,NNG,1
1820,공헌,NNG,1
1821,과감,XR,1
1822,급사,NNG,-1
1823,관대,XR,1
1824,관심거리,NNG,1
1825,관심,NNG,1
1826,괄목상대,NNG,1
1827,광활,XR,1
1828,굉장,XR,1
1829,교감,NNG,1
1830,구출,NNG,1
1831,군침,NNG,1
1832,굳건,XR,1
1833,굵직굵직,XR,1
1834,굵직,XR,1
1835,구하,VV,1
1836,귀빈,NNG,1
1837,귀염,NNG,1
1838,귀염둥이,NNG,1
1839,귀요미,NNG,1
1840,귀하,VA,1
1841,귀한,VA+ETM,1
1842,균형,NNG,1
1843,푸르,VA,1
1844,극진,XR,1
1845,근사,XR,1
1846,급상승,NNG,1
1847,급성장,NNG,1
1848,긍정,NNG,1
1849,긍지,NNG,1
1850,기나길,VA,1
1851,기라성,NNG,1
1852,기민,XR,1
1853,기부,NNG,1
1854,기쁘,VA,1
1855,기쁨,NNG,1
1856,기사회생,NNG,1
1857,긴요,XR,1
1858,깜찍,XR,1
1859,깨닫,VV,1
1860,깨달음,NNG,1
1861,꿈꾸,VV,1
1862,꿋꿋,XR,1
1863,끄덕이,VV,1
1864,끄떡,MAG,1
1865,끈기,NNG,1
1866,끌어올리,VV,1
1867,낙관,NNG,1
1868,날렵,XR,1
1869,날아오르,VV,1
1870,남다르,VA,1
1871,낭보,NNG,1
1872,내로라,XR,1
1873,넉넉,XR,1
1874,널널,XR,1
1875,널찍,XR,1
1876,넘버원,NNG,1
1877,노른자위,NNG,1
1878,노벨상,NNP,1
1879,눈여기,VV,1
1880,눈웃음,NNG,1
1881,늘어놓,VV,1
1882,능동,NNG,1
1883,능수능란,XR,1
1884,능숙,XR,1
1885,능하,NNG,1
1886,다가가,VV,1
1887,다각,NNG,1
1888,다각화,NNG,1
1889,다양,NNG,1
1890,다용도,NNG,1
1891,다이나믹,NNP,1
1892,다이내믹,NNG,1
1893,다중화,NNG,1
1894,다채,XR,1
1895,단골,NNG,1
1896,단골손님,NNG,1
1897,단꿈,NNG,1
1898,단련,NNG,1
1899,단비,NNG,1
1900,단아,XR,1
1901,단합,NNG,1
1902,달아오르,VV,1
1903,달콤,XR,1
1904,담백,XR,1
1905,당첨,NNG,1
1906,당첨금,NNG,1
1907,대단,XR,1
1908,도약,NNG,1
1909,대성,NNG,1
1910,대성공,NNG,1
1911,대세,NNG,1
1912,대의,NNG,1
1913,대타협,NNG,1
1914,도드라지,VA,1
1915,도움,NNG,2
1916,도전,NNG,1
1917,꾸미,VV,1
1918,늘씬,XR,1
1919,도취,NNG,-2
1920,독과점,NNG,-2
1921,독창,NNG,2
1922,돈독,XR,1
1923,돌파,NNG,1
1924,되살리,VV,1
1925,되살아나,VV,1
1926,되찾,VV,1
1927,두둑,XR,1
1928,드높이,MAG,2
1929,든든,XR,2
1930,들뜨,VV,1
1931,들썩,MAG,1
1932,들썩이,VV,1
1933,등극,NNG,1
1934,따내,VV,1
1935,따듯,XR,2
1936,따라잡,VV,1
1937,떠오르,VV,1
1938,떼돈,NNG,1
1939,똑똑,XR,2
1940,뛰어나,VA,2
1941,뛰어넘,VV,1
1942,마르,NNG,-1
1943,만만,XR,-1
1944,만발,NNG,1
1945,만장일치,NNG,1
1946,만회,NNG,1
1947,말끔,XR,1
1948,맛있,VA,1
1949,맞아떨어지,VV,1
1950,매끈,XR,1
1951,매너,NNG,1
1952,매력,NNG,1
1953,맵시,NNG,1
1954,맹렬,XR,1
1955,맹위,NNG,1
1956,멀쩡,XR,1
1957,멋쟁이,NNG,1
1958,명가,NNG,1
1959,명곡,NNG,1
1960,명당,NNG,1
1961,명물,NNG,1
1962,명예,NNG,1
1963,명작,NNG,1
1964,명쾌,XR,1
1965,명화,NNG,1
1966,모범,NNG,1
1967,무궁무진,NNG,1
1968,무르익,VV,1
1969,무이자,NNG,1
1970,무적,NNG,1
1971,첨가,NNG,1
1972,미녀,NNG,1
1973,미담,NNG,1
1974,미려,XR,1
1975,미소,NNG,1
1976,민첩,XR,1
1977,바람직,XR,1
1978,박수갈채,NNG,1
1979,박애,NNG,1
1980,반갑,VA,2
1981,반가움,NNG,2
1982,반값,NNG,1
1983,반듯,XR,1
1984,반등세,NNG,1
1985,부패,NNG,1
1986,반짝,MAG,1
1987,받치,VV,1
1988,발돋움,NNG,1
1989,번듯,XR,1
1990,번뜩,MAG,1
1991,번쩍,MAG,1
1992,번창,NNG,1
1993,베풀,VV,1
1994,북돋,VV,1
1995,북적,NNG,1
1996,불붙,VV,-1
1997,불어넣,VV,-1
1998,블루칩,NNG,1
1999,비껴가,VV,-1
2000,빠져나,VV,-1
2001,뽐내,VV,2
2002,뿌듯,XR,1
2003,두텁,VA,2
2004,명랑,XR,1
2005,빛내,VV,1
2006,신기원,NNG,1
2007,슬림,XR,1
2008,사로잡,VV,2
2009,사투,NNG,-1
2010,산뜻,XR,1
2011,살균,NNG,1
2012,살아나,VV,1
2013,상승력,NNG,1
2014,상승세,NNG,1
2015,상승효과,NNG,1
2016,상쾌,XR,1
2017,상팔자,NNG,-1
2018,색다르,VA,1
2019,생기,NNG,1
2020,생생,XR,1
2021,선각자,NNG,1
2022,선구,NNG,1
2023,선구자,NNG,1
2024,선도자,NNG,1
2025,선도,NNG,1
2026,선두,NNG,1
2027,선물,NNG,1
2028,선진,NNG,1
2029,선취,NNG,1
2030,선행,NNG,1
2031,선호,NNG,1
2032,설욕,NNG,-1
2033,성공,NNG,1
2034,성대,XR,1
2035,성사,NNG,1
2036,성실,NNG,1
2037,성행,NNG,1
2038,성황,NNG,1
2039,성황리,NNG,1
2040,세련,NNG,1
2041,세련미,NNG,1
2042,소망,NNG,1
2043,소속감,NNG,-1
2044,소중,XR,1
2045,손꼽히,VV,1
2046,솔선수범,NNG,1
2047,솔직,XR,-1
2048,수긍,NNG,1
2049,수락,NNG,1
2050,수려,XR,1
2051,수상자,NNG,1
2052,수양,NNG,1
2053,수완,NNG,1
2054,수월,XR,1
2055,수익금,NNG,1
2056,수익력,NNG,1
2057,수익,NNG,1
2058,수혜자,NNG,1
2059,수호천사,NNG,1
2060,숙련,NNG,1
2061,숙련공,NNG,1
2062,숙면,NNG,1
2063,순발력,NNG,1
2064,순수익,NNG,1
2065,순탄,XR,1
2066,쉼터,NNG,-1
2067,승리,NNG,1
2068,승리자,NNG,1
2069,승산,NNG,1
2070,승승장구,NNG,1
2071,승전보,NNG,1
2072,신들리,VV,1
2073,신뢰,NNG,1
2074,신뢰감,NNG,1
2075,신선,XR,1
2076,신식,NNG,1
2077,실력자,NNG,1
2078,실력파,NNG,1
2079,실용,NNG,1
2080,실익,NNG,1
2081,실효성,NNG,-1
2082,성심성의,NNG,1
2083,소탈,XR,1
2084,손꼽,VV,1
2085,심층,NNG,1
2086,십상,NNG,-1
2087,아끼,VV,1
2088,싱싱,XR,1
2089,쏠쏠,XR,-1
2090,아낌없,VA,1
2091,아름답,VA,1
2092,아리땁,VA,1
2093,아물,VV,-1
2094,안도감,NNG,1
2095,안락,NNG,1
2096,안락감,NNG,1
2097,안부,NNG,-1
2098,안성마춤,NNG,1
2099,안성맞춤,NNG,1
2100,안전모,NNG,1
2101,안전벨트,NNG,1
2102,안정감,NNG,1
2103,안정세,NNG,1
2104,안착,NNG,1
2105,안티에이징,NNG,1
2106,알뜰,NNG,1
2107,알아듣,VV,1
2108,알짜,NNG,1
2109,알짜배기,NNG,1
2110,압도,NNG,1
2111,애교,NNG,1
2112,애국,NNG,1
2113,애국심,NNG,1
2114,애사심,NNG,1
2115,애용,NNG,1
2116,애정,NNG,1
2117,애호가,NNG,1
2118,야무지,VA,1
2119,야심만만,XR,1
2120,야심작,NNG,1
2121,약발,NNG,-1
2122,약효,NNG,-1
2123,얼짱,NNP,1
2124,엄중,XR,-1
2125,엄친,NNG,1
2126,엄친아,NNG,1
2127,열심,NNG,1
2128,열정,NNG,1
2129,열중,NNG,1
2130,엿보,VV,-1
2131,영롱,XR,1
2132,영예,NNG,1
2133,영웅,NNG,1
2134,방용,NNG,1
